"","county","GEOID","yearG","CAUSE","Ndeaths","YLL","m.YLL","Level","popTot","YLLper","cDeathRate"
"10756","Napa","06055201101","2006-2010",69,4,80.98,20.245,"gbd3",2194,738.195077484047,36.4630811303555
"10757","Napa","06055201102","2001-2005",69,3,84.66,28.22,"gbd3",1933,875.944128297982,31.0398344542162
"10758","Napa","06055201102","2006-2010",69,6,142.85,23.8083333333333,"gbd3",1933,1478.01345059493,62.0796689084325
"10759","Napa","06055201102","2011-2015",69,12,187.31,15.6091666666667,"gbd3",1933,1938.02379720641,124.159337816865
"10760","Napa","06055201200","2001-2005",69,7,251.43,35.9185714285714,"gbd3",4892,1027.92313982011,28.6181520850368
"10761","Napa","06055201200","2011-2015",69,36,704.51,19.5697222222222,"gbd3",4892,2880.25347506132,147.179067865904
"10762","Napa","06055201200","2006-2010",69,35,925.97,26.4562857142857,"gbd3",4892,3785.65004088307,143.090760425184
"10763","Napa","06055201300","2011-2015",69,61,1114.47,18.27,"gbd3",2985,7467.13567839196,408.710217755444
"10764","Napa","06055201300","2001-2005",69,3,65.59,21.8633333333333,"gbd3",2985,439.463986599665,20.1005025125628
"10765","Napa","06055201300","2006-2010",69,50,850.89,17.0178,"gbd3",2985,5701.10552763819,335.00837520938
"10766","Napa","06055201401","2006-2010",69,23,472.01,20.5221739130435,"gbd3",3239,2914.54152516209,142.019141710404
"10767","Napa","06055201401","2001-2005",69,4,96.73,24.1825,"gbd3",3239,597.283112071627,24.6989811670269
"10768","Napa","06055201401","2011-2015",69,20,434.12,21.706,"gbd3",3239,2680.58042605743,123.494905835134
"10769","Napa","06055201402","2006-2010",69,21,399.56,19.0266666666667,"gbd3",3061,2610.65011434172,137.210062071219
"10770","Napa","06055201402","2001-2005",69,3,32.31,10.77,"gbd3",3061,211.107481215289,19.6014374387455
"10771","Napa","06055201402","2011-2015",69,14,284.28,20.3057142857143,"gbd3",3061,1857.43221169552,91.4733747141457
"10772","Napa","06055201403","2006-2010",69,2,56.6,28.3,"gbd3",789,1434.72750316857,50.6970849176172
"10773","Napa","06055201403","2011-2015",69,5,55.88,11.176,"gbd3",789,1416.47655259823,126.742712294043
"10774","Napa","06055201500","2001-2005",69,4,69.76,17.44,"gbd3",2134,653.795688847235,37.4882849109653
"10775","Napa","06055201500","2011-2015",69,8,226.99,28.37375,"gbd3",2134,2127.366447985,74.9765698219307
"10776","Napa","06055201500","2006-2010",69,9,214.72,23.8577777777778,"gbd3",2134,2012.37113402062,84.348641049672
"10777","Napa","06055201601","2006-2010",69,14,263.58,18.8271428571429,"gbd3",2422,2176.54830718415,115.606936416185
"10778","Napa","06055201601","2011-2015",69,13,180.97,13.9207692307692,"gbd3",2422,1494.3848059455,107.349298100743
"10779","Napa","06055201602","2011-2015",69,16,266.93,16.683125,"gbd3",3521,1516.21698381142,90.8832717977847
"10780","Napa","06055201602","2006-2010",69,11,279.52,25.4109090909091,"gbd3",3521,1587.7307583073,62.482249360977
"10781","Napa","06055201700","2006-2010",69,15,181.77,12.118,"gbd3",5830,623.567753001715,51.4579759862779
"10782","Napa","06055201700","2011-2015",69,16,258.9,16.18125,"gbd3",5830,888.164665523156,54.8885077186964
"10783","Napa","06055201700","2001-2005",69,7,169.07,24.1528571428571,"gbd3",5830,580,24.0137221269297
"10784","Napa","06055201800","2001-2005",69,1,23.15,23.15,"gbd3",1795,257.938718662953,11.142061281337
"10785","Napa","06055201800","2011-2015",69,6,131.02,21.8366666666667,"gbd3",1795,1459.83286908078,66.8523676880223
"10786","Napa","06055201800","2006-2010",69,5,75.11,15.022,"gbd3",1795,836.880222841226,55.7103064066852
"10787","Napa","06055201900","2006-2010",69,7,186.55,26.65,"gbd3",1294,2883.30757341577,108.191653786708
"10788","Napa","06055201900","2011-2015",69,4,69.97,17.4925,"gbd3",1294,1081.45285935085,61.8238021638331
"10789","Napa","06055202000","2006-2010",69,29,605.22,20.8696551724138,"gbd3",5267,2298.15834440858,110.119612682742
"10790","Napa","06055202000","2001-2005",69,9,202.21,22.4677777777778,"gbd3",5267,767.837478640592,34.1750522118853
"10791","Napa","06055202000","2011-2015",69,15,342.65,22.8433333333333,"gbd3",5267,1301.12018226695,56.9584203531422
"10792","Nevada","06057000102","2011-2015",69,38,760.02,20.0005263157895,"gbd3",6501,2338.16335948316,116.905091524381
"10793","Nevada","06057000102","2001-2005",69,8,116.31,14.53875,"gbd3",6501,357.821873557914,24.6115982156591
"10794","Nevada","06057000102","2006-2010",69,40,857.9,21.4475,"gbd3",6501,2639.28626365175,123.057991078296
"10795","Nevada","06057000103","2011-2015",69,9,191.55,21.2833333333333,"gbd3",7426,515.890115809319,24.2391597091301
"10796","Nevada","06057000103","2006-2010",69,10,154.91,15.491,"gbd3",7426,417.209803393482,26.9323996768112
"10797","Nevada","06057000103","2001-2005",69,2,32.94,16.47,"gbd3",7426,88.7153245354161,5.38647993536224
"10798","Nevada","06057000104","2011-2015",69,26,540.5,20.7884615384615,"gbd3",3143,3439.38911867642,165.447025135221
"10799","Nevada","06057000104","2006-2010",69,32,754.33,23.5728125,"gbd3",3143,4800.06363347121,203.627107858734
"10800","Nevada","06057000104","2001-2005",69,9,128.51,14.2788888888889,"gbd3",3143,817.753738466433,57.2701240852689
"10801","Nevada","06057000105","2001-2005",69,1,8.76,8.76,"gbd3",2585,67.7756286266925,7.73694390715667
"10802","Nevada","06057000105","2011-2015",69,9,254,28.2222222222222,"gbd3",2585,1965.18375241779,69.6324951644101
"10803","Nevada","06057000105","2006-2010",69,5,96.95,19.39,"gbd3",2585,750.096711798839,38.6847195357834
"10804","Nevada","06057000200","2006-2010",69,12,286.35,23.8625,"gbd3",2732,2096.26647144949,87.8477306002928
"10805","Nevada","06057000200","2011-2015",69,14,437.41,31.2435714285714,"gbd3",2732,3202.12298682284,102.489019033675
"10806","Nevada","06057000300","2006-2010",69,12,214.91,17.9091666666667,"gbd3",2221,1935.25438991445,108.059432687978
"10807","Nevada","06057000300","2001-2005",69,2,16.52,8.26,"gbd3",2221,148.76181900045,18.0099054479964
"10808","Nevada","06057000300","2011-2015",69,16,396.87,24.804375,"gbd3",2221,3573.79558757317,144.079243583971
"10809","Nevada","06057000401","2006-2010",69,48,791.21,16.4835416666667,"gbd3",6060,2611.25412541254,158.415841584158
"10810","Nevada","06057000401","2011-2015",69,37,720,19.4594594594595,"gbd3",6060,2376.23762376238,122.112211221122
"10811","Nevada","06057000401","2001-2005",69,6,128.5,21.4166666666667,"gbd3",6060,424.092409240924,19.8019801980198
"10812","Nevada","06057000402","2011-2015",69,41,843.96,20.5843902439024,"gbd3",7446,2266.8815471394,110.126242277733
"10813","Nevada","06057000402","2001-2005",69,7,143.42,20.4885714285714,"gbd3",7446,385.226967499328,18.802041364491
"10814","Nevada","06057000402","2006-2010",69,39,940.53,24.1161538461538,"gbd3",7446,2526.2691377921,104.754230459307
"10815","Nevada","06057000501","2006-2010",69,69,1249.68,18.1113043478261,"gbd3",6036,4140.75546719682,228.628230616302
"10816","Nevada","06057000501","2011-2015",69,110,2116.53,19.2411818181818,"gbd3",6036,7013.02186878728,364.479787939032
"10817","Nevada","06057000501","2001-2005",69,15,213.19,14.2126666666667,"gbd3",6036,706.394963552021,49.7017892644135
"10818","Nevada","06057000502","2011-2015",69,32,647.26,20.226875,"gbd3",5000,2589.04,128
"10819","Nevada","06057000502","2006-2010",69,36,743.89,21.254,"gbd3",5000,2975.56,144
"10820","Nevada","06057000502","2001-2005",69,5,78.58,15.716,"gbd3",5000,314.32,20
"10821","Nevada","06057000600","2011-2015",69,58,1199.95,20.6887931034483,"gbd3",6479,3704.12100632814,179.039975304831
"10822","Nevada","06057000600","2006-2010",69,47,741.02,15.7663829787234,"gbd3",6479,2287.45176724803,145.084117919432
"10823","Nevada","06057000600","2001-2005",69,10,187.79,18.779,"gbd3",6479,579.688223491279,30.8689612594536
"10824","Nevada","06057000701","2001-2005",69,4,37.1,9.275,"gbd3",7214,102.855558635986,11.0895481009149
"10825","Nevada","06057000701","2006-2010",69,30,603.8,20.1266666666667,"gbd3",7214,1673.9672858331,83.1716107568617
"10826","Nevada","06057000701","2011-2015",69,40,811.52,20.288,"gbd3",7214,2249.84751871361,110.895481009149
"10827","Nevada","06057000702","2006-2010",69,23,544.57,23.6769565217391,"gbd3",4038,2697.22634967806,113.917781079742
"10828","Nevada","06057000702","2001-2005",69,3,32.82,10.94,"gbd3",4038,162.555720653789,14.8588410104012
"10829","Nevada","06057000702","2011-2015",69,17,257.12,15.1247058823529,"gbd3",4038,1273.50173353145,84.2000990589401
"10830","Nevada","06057000801","2011-2015",69,21,473.06,22.5266666666667,"gbd3",5040,1877.22222222222,83.3333333333333
"10831","Nevada","06057000801","2006-2010",69,22,469.28,21.3309090909091,"gbd3",5040,1862.22222222222,87.3015873015873
"10832","Nevada","06057000801","2001-2005",69,3,66.84,22.28,"gbd3",5040,265.238095238095,11.9047619047619
"10833","Nevada","06057000802","2001-2005",69,11,156.07,14.1881818181818,"gbd3",6468,482.591218305504,34.0136054421769
"10834","Nevada","06057000802","2006-2010",69,28,541.41,19.3360714285714,"gbd3",6468,1674.11873840445,86.5800865800866
"10835","Nevada","06057000802","2011-2015",69,33,457.85,13.8742424242424,"gbd3",6468,1415.73902288188,102.040816326531
"10836","Nevada","06057000900","2001-2005",69,2,23.11,11.555,"gbd3",3868,119.493278179938,10.3412616339193
"10837","Nevada","06057000900","2006-2010",69,7,126.59,18.0842857142857,"gbd3",3868,654.550155118925,36.1944157187177
"10838","Nevada","06057000900","2011-2015",69,14,276.95,19.7821428571429,"gbd3",3868,1432.00620475698,72.3888314374354
"10839","Nevada","06057001203","2011-2015",69,10,229.43,22.943,"gbd3",3149,1457.16100349317,63.5122261035249
"10840","Nevada","06057001203","2006-2010",69,5,167.37,33.474,"gbd3",3149,1063.0041282947,31.7561130517625
"10841","Nevada","06057001204","2011-2015",69,2,38.56,19.28,"gbd3",2185,352.951945080092,18.3066361556064
"10842","Nevada","06057001204","2006-2010",69,5,123.35,24.67,"gbd3",2185,1129.06178489703,45.766590389016
"10843","Nevada","06057001205","2006-2010",69,4,77.54,19.385,"gbd3",5104,303.84012539185,15.6739811912226
"10844","Nevada","06057001205","2011-2015",69,8,131.73,16.46625,"gbd3",5104,516.183385579937,31.3479623824451
"10845","Nevada","06057001206","2011-2015",69,13,328.63,25.2792307692308,"gbd3",5875,1118.74042553191,44.2553191489362
"10846","Nevada","06057001206","2006-2010",69,18,320.74,17.8188888888889,"gbd3",5875,1091.88085106383,61.2765957446809
"10847","Nevada","06057001206","2001-2005",69,2,43.8,21.9,"gbd3",5875,149.106382978723,6.80851063829787
"10848","Orange","06059001101","2011-2015",69,16,272.63,17.039375,"gbd3",4651,1172.35003225113,68.8024080842829
"10849","Orange","06059001101","2006-2010",69,17,295.64,17.3905882352941,"gbd3",4651,1271.29649537734,73.1025585895506
"10850","Orange","06059001101","2001-2005",69,4,85.59,21.3975,"gbd3",4651,368.049881745861,17.2006020210707
"10851","Orange","06059001102","2011-2015",69,7,108.47,15.4957142857143,"gbd3",3002,722.651565622918,46.6355762824783
"10852","Orange","06059001102","2006-2010",69,13,373.31,28.7161538461538,"gbd3",3002,2487.07528314457,86.6089273817455
"10853","Orange","06059001102","2001-2005",69,3,35.25,11.75,"gbd3",3002,234.843437708195,19.9866755496336
"10854","Orange","06059001103","2006-2010",69,26,676.86,26.0330769230769,"gbd3",4305,3144.52961672474,120.789779326365
"10855","Orange","06059001103","2011-2015",69,24,593.79,24.74125,"gbd3",4305,2758.606271777,111.498257839721
"10856","Orange","06059001103","2001-2005",69,3,58.47,19.49,"gbd3",4305,271.637630662021,13.9372822299652
"10857","Orange","06059001201","2011-2015",69,8,152.11,19.01375,"gbd3",5438,559.433615299743,29.4225818315557
"10858","Orange","06059001201","2001-2005",69,6,111.18,18.53,"gbd3",5438,408.900331004046,22.0669363736668
"10859","Orange","06059001201","2006-2010",69,12,211.47,17.6225,"gbd3",5438,777.749172489886,44.1338727473336
"10860","Orange","06059001202","2006-2010",69,4,58.97,14.7425,"gbd3",3893,302.954020035962,20.5497045979964
"10861","Orange","06059001202","2001-2005",69,1,19.51,19.51,"gbd3",3893,100.231184176727,5.1374261494991
"10862","Orange","06059001202","2011-2015",69,10,361.52,36.152,"gbd3",3893,1857.28230156692,51.374261494991
"10863","Orange","06059001301","2001-2005",69,8,192.72,24.09,"gbd3",6799,566.906898073246,23.5328724812472
"10864","Orange","06059001301","2006-2010",69,27,608.58,22.54,"gbd3",6799,1790.20444182968,79.4234446242094
"10865","Orange","06059001301","2011-2015",69,24,484.92,20.205,"gbd3",6799,1426.4450654508,70.5986174437417
"10866","Orange","06059001303","2001-2005",69,3,73.13,24.3766666666667,"gbd3",5770,253.483535528596,10.3986135181976
"10867","Orange","06059001303","2006-2010",69,9,93.79,10.4211111111111,"gbd3",5770,325.095320623917,31.1958405545927
"10868","Orange","06059001303","2011-2015",69,20,502.66,25.133,"gbd3",5770,1742.32235701906,69.3240901213172
"10869","Orange","06059001304","2006-2010",69,13,327.95,25.2269230769231,"gbd3",3832,1711.6388308977,67.8496868475992
"10870","Orange","06059001304","2001-2005",69,5,124.98,24.996,"gbd3",3832,652.296450939457,26.0960334029228
"10871","Orange","06059001304","2011-2015",69,9,162.14,18.0155555555556,"gbd3",3832,846.242171189979,46.972860125261
"10872","Orange","06059001401","2006-2010",69,36,780.55,21.6819444444444,"gbd3",5486,2845.60699963544,131.24316441852
"10873","Orange","06059001401","2011-2015",69,26,514.55,19.7903846153846,"gbd3",5486,1875.86584032082,94.7867298578199
"10874","Orange","06059001401","2001-2005",69,9,107.89,11.9877777777778,"gbd3",5486,393.328472475392,32.81079110463
"10875","Orange","06059001402","2006-2010",69,9,181.28,20.1422222222222,"gbd3",5918,612.639405204461,30.4156809733018
"10876","Orange","06059001402","2001-2005",69,4,83.64,20.91,"gbd3",5918,282.663061845218,13.5180804325786
"10877","Orange","06059001402","2011-2015",69,6,113.27,18.8783333333333,"gbd3",5918,382.798242649544,20.2771206488679
"10878","Orange","06059001403","2011-2015",69,19,470.29,24.7521052631579,"gbd3",3157,2979.34748178651,120.367437440608
"10879","Orange","06059001403","2001-2005",69,4,40.99,10.2475,"gbd3",3157,259.676908457396,25.3405131453912
"10880","Orange","06059001403","2006-2010",69,16,367.78,22.98625,"gbd3",3157,2329.93348115299,101.362052581565
"10881","Orange","06059001404","2006-2010",69,8,143.05,17.88125,"gbd3",4178,684.777405457157,38.2958353279081
"10882","Orange","06059001404","2001-2005",69,1,8.16,8.16,"gbd3",4178,39.0617520344663,4.78697941598851
"10883","Orange","06059001404","2011-2015",69,6,131.78,21.9633333333333,"gbd3",4178,630.828147438966,28.7218764959311
"10884","Orange","06059001501","2011-2015",69,36,885.9,24.6083333333333,"gbd3",6436,2752.95214418894,111.870727159727
"10885","Orange","06059001501","2001-2005",69,6,153.32,25.5533333333333,"gbd3",6436,476.44499689248,18.6451211932878
"10886","Orange","06059001501","2006-2010",69,35,893.92,25.5405714285714,"gbd3",6436,2777.87445618397,108.763206960845
"10887","Orange","06059001503","2001-2005",69,2,29.47,14.735,"gbd3",5603,105.193646260932,7.13903266107442
"10888","Orange","06059001503","2011-2015",69,23,457.25,19.8804347826087,"gbd3",5603,1632.16134213814,82.0988756023559
"10889","Orange","06059001503","2006-2010",69,18,274.79,15.2661111111111,"gbd3",5603,980.867392468321,64.2512939496698
"10890","Orange","06059001504","2001-2005",69,4,116.08,29.02,"gbd3",4846,479.075526207181,16.5084605860504
"10891","Orange","06059001504","2006-2010",69,16,354.23,22.139375,"gbd3",4846,1461.94799834915,66.0338423442014
"10892","Orange","06059001504","2011-2015",69,17,322.63,18.9782352941176,"gbd3",4846,1331.53115971936,70.160957490714
"10893","Orange","06059001505","2001-2005",69,6,155,25.8333333333333,"gbd3",7089,437.297221046692,16.9276343630978
"10894","Orange","06059001505","2006-2010",69,20,411.69,20.5845,"gbd3",7089,1161.48963182395,56.4254478769925
"10895","Orange","06059001505","2011-2015",69,32,608.2,19.00625,"gbd3",7089,1715.89786993934,90.280716603188
"10896","Orange","06059001506","2011-2015",69,36,778.72,21.6311111111111,"gbd3",4215,3694.9940688019,170.818505338078
"10897","Orange","06059001506","2001-2005",69,5,78.14,15.628,"gbd3",4215,370.771055753262,23.7247924080664
"10898","Orange","06059001506","2006-2010",69,28,675.56,24.1271428571429,"gbd3",4215,3205.50415183867,132.858837485172
"10899","Orange","06059001507","2006-2010",69,9,328.84,36.5377777777778,"gbd3",4536,1449.91181657848,39.6825396825397
"10900","Orange","06059001507","2011-2015",69,9,219.7,24.4111111111111,"gbd3",4536,968.694885361552,39.6825396825397
"10901","Orange","06059001507","2001-2005",69,2,68.51,34.255,"gbd3",4536,302.072310405644,8.81834215167549
"10902","Orange","06059001601","2006-2010",69,52,749.53,14.4140384615385,"gbd3",8108,1848.86531820424,128.268376911692
"10903","Orange","06059001601","2001-2005",69,10,159.1,15.91,"gbd3",8108,392.451899358658,24.6669955599408
"10904","Orange","06059001601","2011-2015",69,61,1168.27,19.1519672131148,"gbd3",8108,2881.7710902812,150.468672915639
"10905","Orange","06059001602","2001-2005",69,6,165.79,27.6316666666667,"gbd3",4646,713.689195006457,25.8286698235041
"10906","Orange","06059001602","2011-2015",69,24,462.66,19.2775,"gbd3",4646,1991.6487300904,103.314679294016
"10907","Orange","06059001602","2006-2010",69,20,291.69,14.5845,"gbd3",4646,1255.66078346965,86.095566078347
"10908","Orange","06059001704","2006-2010",69,18,392.55,21.8083333333333,"gbd3",7658,1025.20240271611,47.0096630974145
"10909","Orange","06059001704","2011-2015",69,11,167.18,15.1981818181818,"gbd3",7658,436.615304256986,28.72812744842
"10910","Orange","06059001704","2001-2005",69,4,66.9,16.725,"gbd3",7658,174.71924784539,10.4465917994254
"10911","Orange","06059001705","2006-2010",69,20,447.54,22.377,"gbd3",4613,1940.34251029699,86.711467591589
"10912","Orange","06059001705","2011-2015",69,11,309.91,28.1736363636364,"gbd3",4613,1343.63754606547,47.6913071753739
"10913","Orange","06059001705","2001-2005",69,3,90.98,30.3266666666667,"gbd3",4613,394.450466074138,13.0067201387383
"10914","Orange","06059001706","2001-2005",69,12,251.84,20.9866666666667,"gbd3",3726,1351.79817498658,64.4122383252818
"10915","Orange","06059001706","2011-2015",69,46,943.76,20.5165217391304,"gbd3",3726,5065.80783682233,246.913580246914
"10916","Orange","06059001706","2006-2010",69,31,672.04,21.6787096774194,"gbd3",3726,3607.30005367687,166.398282340311
"10917","Orange","06059001707","2001-2005",69,5,33.67,6.734,"gbd3",7601,88.5936061044599,13.156163662676
"10918","Orange","06059001707","2011-2015",69,25,449.36,17.9744,"gbd3",7601,1182.37074069201,65.7808183133798
"10919","Orange","06059001707","2006-2010",69,13,245.86,18.9123076923077,"gbd3",7601,646.914879621103,34.2060255229575
"10920","Orange","06059001708","2001-2005",69,3,108.81,36.27,"gbd3",3487,624.089475193576,17.2067679954115
"10921","Orange","06059001708","2006-2010",69,16,335.72,20.9825,"gbd3",3487,1925.55205047319,91.7694293088615
"10922","Orange","06059001708","2011-2015",69,12,321.86,26.8216666666667,"gbd3",3487,1846.05678233438,68.8270719816461
"10923","Orange","06059001801","2001-2005",69,2,26.49,13.245,"gbd3",5088,104.127358490566,7.86163522012579
"10924","Orange","06059001801","2006-2010",69,12,404.64,33.72,"gbd3",5088,1590.56603773585,47.1698113207547
"10925","Orange","06059001801","2011-2015",69,10,129.96,12.996,"gbd3",5088,510.849056603774,39.3081761006289
"10926","Orange","06059001802","2006-2010",69,22,643.22,29.2372727272727,"gbd3",8269,1555.73829967348,53.2107872777845
"10927","Orange","06059001802","2001-2005",69,4,125.1,31.275,"gbd3",8269,302.575885838675,9.67468859596082
"10928","Orange","06059001802","2011-2015",69,19,524.11,27.5847368421053,"gbd3",8269,1267.65026000726,45.9547708308139
"10929","Orange","06059001901","2011-2015",69,14,314.02,22.43,"gbd3",3043,2063.88432467959,92.0144594150509
"10930","Orange","06059001901","2006-2010",69,10,169.81,16.981,"gbd3",3043,1116.0696680907,65.7246138678935
"10931","Orange","06059001901","2001-2005",69,1,61.12,61.12,"gbd3",3043,401.708839960565,6.57246138678935
"10932","Orange","06059001902","2011-2015",69,11,186.72,16.9745454545455,"gbd3",2994,1247.29458917836,73.4802939211757
"10933","Orange","06059001902","2006-2010",69,11,155.99,14.1809090909091,"gbd3",2994,1042.01736806947,73.4802939211757
"10934","Orange","06059001902","2001-2005",69,4,49.9,12.475,"gbd3",2994,333.333333333333,26.7201068804275
"10935","Orange","06059001903","2011-2015",69,15,350.91,23.394,"gbd3",3490,2010.94555873925,85.9598853868195
"10936","Orange","06059001903","2001-2005",69,3,62.94,20.98,"gbd3",3490,360.687679083095,17.1919770773639
"10937","Orange","06059001903","2006-2010",69,15,263.18,17.5453333333333,"gbd3",3490,1508.19484240688,85.9598853868195
"10938","Orange","06059011000","2001-2005",69,7,169.15,24.1642857142857,"gbd3",6058,558.435127104655,23.1099372730274
"10939","Orange","06059011000","2006-2010",69,26,539.3,20.7423076923077,"gbd3",6058,1780.45559590624,85.8369098712446
"10940","Orange","06059011000","2011-2015",69,31,566.3,18.2677419354839,"gbd3",6058,1869.59392538792,102.344007923407
"10941","Orange","06059011101","2006-2010",69,15,297.99,19.866,"gbd3",4480,1330.3125,66.9642857142857
"10942","Orange","06059011101","2001-2005",69,1,21.31,21.31,"gbd3",4480,95.1339285714286,4.46428571428571
"10943","Orange","06059011101","2011-2015",69,8,161.14,20.1425,"gbd3",4480,719.375,35.7142857142857
"10944","Orange","06059011102","2006-2010",69,16,306.2,19.1375,"gbd3",4560,1342.98245614035,70.1754385964912
"10945","Orange","06059011102","2001-2005",69,5,104.51,20.902,"gbd3",4560,458.377192982456,21.9298245614035
"10946","Orange","06059011102","2011-2015",69,15,286.24,19.0826666666667,"gbd3",4560,1255.43859649123,65.7894736842105
"10947","Orange","06059011200","2011-2015",69,17,289.88,17.0517647058824,"gbd3",3878,1494.99742135121,87.6740587931924
"10948","Orange","06059011200","2001-2005",69,3,42.14,14.0466666666667,"gbd3",3878,217.328519855596,15.4718927282104
"10949","Orange","06059011200","2006-2010",69,16,279.46,17.46625,"gbd3",3878,1441.25838060856,82.5167612171222
"10950","Orange","06059011300","2006-2010",69,22,467.32,21.2418181818182,"gbd3",4849,1927.49020416581,90.7403588368736
"10951","Orange","06059011300","2011-2015",69,22,479.27,21.785,"gbd3",4849,1976.77871726129,90.7403588368736
"10952","Orange","06059011300","2001-2005",69,3,42.14,14.0466666666667,"gbd3",4849,173.809032790266,12.3736852959373
"10953","Orange","06059011401","2006-2010",69,10,180.83,18.083,"gbd3",2017,1793.05899851264,99.1571641051066
"10954","Orange","06059011401","2001-2005",69,1,18.62,18.62,"gbd3",2017,184.630639563708,9.91571641051066
"10955","Orange","06059011401","2011-2015",69,11,157.46,14.3145454545455,"gbd3",2017,1561.32870599901,109.072880515617
"10956","Orange","06059011402","2006-2010",69,16,334.81,20.925625,"gbd3",2389,2802.93009627459,133.947258267057
"10957","Orange","06059011402","2001-2005",69,2,22.96,11.48,"gbd3",2389,192.214315613227,16.7434072833822
"10958","Orange","06059011402","2011-2015",69,9,156.97,17.4411111111111,"gbd3",2389,1314.10632063625,75.3453327752198
"10959","Orange","06059011403","2001-2005",69,6,116.98,19.4966666666667,"gbd3",6407,365.163102856251,18.7295145934135
"10960","Orange","06059011403","2006-2010",69,19,331.12,17.4273684210526,"gbd3",6407,1033.61947869518,59.3101295458093
"10961","Orange","06059011403","2011-2015",69,29,563.77,19.4403448275862,"gbd3",6407,1759.85640705478,90.5259872014984
"10962","Orange","06059011502","2001-2005",69,3,86.18,28.7266666666667,"gbd3",3827,450.378886856546,15.6780768225764
"10963","Orange","06059011502","2011-2015",69,9,124.98,13.8866666666667,"gbd3",3827,653.148680428534,47.0342304677293
"10964","Orange","06059011502","2006-2010",69,8,153.43,19.17875,"gbd3",3827,801.829108962634,41.8082048602038
"10965","Orange","06059011503","2001-2005",69,2,43.08,21.54,"gbd3",1693,508.919078558771,23.6266981689309
"10966","Orange","06059011503","2006-2010",69,20,417.05,20.8525,"gbd3",1693,4926.75723567631,236.266981689309
"10967","Orange","06059011503","2011-2015",69,16,264.37,16.523125,"gbd3",1693,3123.09509746013,189.013585351447
"10968","Orange","06059011504","2001-2005",69,1,15.22,15.22,"gbd3",6024,50.531208499336,3.32005312084993
"10969","Orange","06059011504","2006-2010",69,3,39.29,13.0966666666667,"gbd3",6024,130.444887118194,9.9601593625498
"10970","Orange","06059011504","2011-2015",69,10,351.44,35.144,"gbd3",6024,1166.7994687915,33.2005312084993
"10971","Orange","06059011601","2001-2005",69,2,38.56,19.28,"gbd3",7794,98.9479086476777,5.13215293815756
"10972","Orange","06059011601","2011-2015",69,13,296.97,22.8438461538462,"gbd3",7794,762.047729022325,33.3589940980241
"10973","Orange","06059011601","2006-2010",69,19,393.2,20.6947368421053,"gbd3",7794,1008.98126764178,48.7554529124968
"10974","Orange","06059011602","2011-2015",69,18,342.65,19.0361111111111,"gbd3",5384,1272.84546805349,66.8647845468054
"10975","Orange","06059011602","2006-2010",69,24,617.88,25.745,"gbd3",5384,2295.24517087667,89.1530460624071
"10976","Orange","06059011602","2001-2005",69,6,129.53,21.5883333333333,"gbd3",5384,481.166419019316,22.2882615156018
"10977","Orange","06059011707","2006-2010",69,15,314.93,20.9953333333333,"gbd3",6261,1006.00543044242,47.9156684235745
"10978","Orange","06059011707","2001-2005",69,3,77.34,25.78,"gbd3",6261,247.05318639195,9.5831336847149
"10979","Orange","06059011707","2011-2015",69,28,618.19,22.0782142857143,"gbd3",6261,1974.7324708513,89.4425810573391
"10980","Orange","06059011708","2001-2005",69,2,15.76,7.88,"gbd3",4121,76.4862897355011,9.70638194612958
"10981","Orange","06059011708","2006-2010",69,8,204.58,25.5725,"gbd3",4121,992.865809269595,38.8255277845183
"10982","Orange","06059011708","2011-2015",69,13,321.56,24.7353846153846,"gbd3",4121,1560.59208929871,63.0914826498423
"10983","Orange","06059011709","2011-2015",69,17,278.39,16.3758823529412,"gbd3",4346,1281.1320754717,78.2328578002761
"10984","Orange","06059011709","2001-2005",69,4,123.93,30.9825,"gbd3",4346,570.317533364013,18.4077312471238
"10985","Orange","06059011709","2006-2010",69,9,134.87,14.9855555555556,"gbd3",4346,620.662678324896,41.4173953060285
"10986","Orange","06059011710","2001-2005",69,1,8.76,8.76,"gbd3",3660,47.8688524590164,5.46448087431694
"10987","Orange","06059011710","2006-2010",69,16,265.77,16.610625,"gbd3",3660,1452.29508196721,87.431693989071
"10988","Orange","06059011710","2011-2015",69,20,483.46,24.173,"gbd3",3660,2641.85792349727,109.289617486339
"10989","Orange","06059011711","2011-2015",69,14,206.06,14.7185714285714,"gbd3",8246,499.78171234538,33.955857385399
"10990","Orange","06059011711","2006-2010",69,24,454.79,18.9495833333333,"gbd3",8246,1103.05602716469,58.2100412321125
"10991","Orange","06059011711","2001-2005",69,7,126.15,18.0214285714286,"gbd3",8246,305.966529226292,16.9779286926995
"10992","Orange","06059011712","2001-2005",69,3,83.01,27.67,"gbd3",4760,348.781512605042,12.6050420168067
"10993","Orange","06059011712","2006-2010",69,20,481.25,24.0625,"gbd3",4760,2022.05882352941,84.0336134453782
"10994","Orange","06059011712","2011-2015",69,21,487.61,23.2195238095238,"gbd3",4760,2048.78151260504,88.2352941176471
"10995","Orange","06059011714","2011-2015",69,3,124.88,41.6266666666667,"gbd3",1038,2406.16570327553,57.8034682080925
"10996","Orange","06059011714","2006-2010",69,1,35.55,35.55,"gbd3",1038,684.971098265896,19.2678227360308
"10997","Orange","06059011715","2006-2010",69,27,433.05,16.0388888888889,"gbd3",6556,1321.07992678462,82.3672971323978
