"","county","year","sex","CAUSE","Level","Ndeaths","YLL","m.YLL","mean.age","pop","YLLper","YLLrateLCI","YLLrateUCI","cDeathRate","rateLCI","rateUCI","SMR","aRate","aLCI","aUCI","YLL.adj.rate"
"25216","Tehama",2012,"Total",105,"gbd36",14,363.4,25.95,67.71,63710,570.3,511.7,629,21.97,10.46,33.48,1.439,16.14,8.78,29.22,399.7
"25217","Tehama",2012,"Total",110,"gbd36",18,541.4,30.08,63.22,63710,849.8,778.2,921.4,28.25,15.2,41.3,1.799,25.68,14.95,42.41,826.3
"25218","Tehama",2012,"Total",132,"gbd36",96,961,10.01,86.94,63710,1508,1413,1604,150.7,120.5,180.8,1.384,122.4,99.11,150.8,1222
"25219","Tehama",2012,"Total",133,"gbd36",4,31.52,7.88,89.5,63710,49.47,32.2,66.74,6.278,0.1257,12.43,0,5.06,1.379,15.39,39.87
"25220","Tehama",2012,"Total",135,"gbd36",2,51.92,25.96,67,63710,81.49,59.33,103.7,3.139,-1.211,7.49,0,2.139,0.259,11.19,55.53
"25221","Tehama",2012,"Total",138,"gbd36",12,406.9,33.91,59.17,63710,638.7,576.6,700.7,18.84,8.178,29.49,1.878,15.82,8.008,29.68,584.4
"25222","Tehama",2012,"Total",147,"gbd36",308,5555,18.04,77.05,63710,8720,8490,8949,483.4,429.4,537.4,1.157,385.7,343.4,432.9,6992
"25223","Tehama",2012,"Total",155,"gbd36",106,2188,20.65,73.83,63710,3435,3291,3579,166.4,134.7,198,2.558,131.1,106.9,160.5,2748
"25224","Tehama",2012,"Total",156,"gbd36",2,35.5,17.75,76,63710,55.72,37.39,74.05,3.139,-1.211,7.49,0,2.663,0.3225,12.22,47.27
"25225","Tehama",2012,"Total",157,"gbd36",30,583.9,19.46,75.87,63710,916.5,842.1,990.8,47.09,30.24,63.94,2.299,39.72,26.54,58.54,832.9
"25226","Tehama",2012,"Total",160,"gbd36",30,1173,39.11,53.47,63710,1841,1736,1947,47.09,30.24,63.94,1.942,45.33,29.99,66.68,1882
"25227","Tehama",2012,"Total",167,"gbd36",22,450.2,20.46,74.09,63710,706.6,641.3,771.8,34.53,20.1,48.96,2.053,31.01,18.99,49,750.1
"25228","Tehama",2012,"Total",168,"gbd36",34,740.6,21.78,71.88,63710,1162,1079,1246,53.37,35.43,71.3,1.538,39.17,27.06,56.56,825.6
"25229","Tehama",2012,"Total",179,"gbd36",6,89.92,14.99,79.33,63710,141.1,112,170.3,9.418,1.882,16.95,1.403,7.989,2.932,19.43,119.7
"25230","Tehama",2012,"Total",185,"gbd36",6,194.3,32.39,61,63710,305,262.1,347.9,9.418,1.882,16.95,1.591,8.578,3.038,20.68,309.3
"25231","Tehama",2012,"Total",198,"gbd36",56,1803,32.2,62.29,63710,2830,2699,2961,87.9,64.88,110.9,2.291,79.68,59.69,105.3,2860
"25232","Tehama",2012,"Total",208,"gbd36",16,599.7,37.48,55.5,63710,941.2,865.9,1017,25.11,12.81,37.42,1.249,21.67,12.29,36.93,841
"25233","Tehama",2012,"Total",209,"gbd36",4,216.7,54.18,38,63710,340.2,294.9,385.4,6.278,0.1257,12.43,0,9.149,2.493,23.43,495.7
"25234","Tehama",2013,"Total",0,"gbd36",1194,27530,23.05,71.38,63730,43190,42680,43700,1873,1767,1980,1.462,1507,1421,1598,36680
"25235","Tehama",2013,"Total",10,"gbd36",4,157.9,39.47,53,63730,247.7,209.1,286.3,6.276,0.1256,12.43,0,5.176,1.365,15.73,211.2
"25236","Tehama",2013,"Total",13,"gbd36",4,78.24,19.56,74,63730,122.8,95.56,150,6.276,0.1256,12.43,0,4.671,1.257,14.74,89.89
"25237","Tehama",2013,"Total",19,"gbd36",2,18.76,9.38,87,63730,29.44,16.12,42.76,3.138,-1.211,7.487,0,2.554,0.3093,12.04,23.96
"25238","Tehama",2013,"Total",21,"gbd36",4,134.5,33.61,59,63730,211,175.3,246.6,6.276,0.1256,12.43,0,4.163,1.134,13.81,139.9
"25239","Tehama",2013,"Total",46,"gbd36",18,273.2,15.18,80.22,63730,428.7,377.9,479.5,28.24,15.2,41.29,2.952,21.7,12.82,36.23,316.3
"25240","Tehama",2013,"Total",48,"gbd36",18,287.3,15.96,79.11,63730,450.8,398.7,502.9,28.24,15.2,41.29,0.8322,21.14,12.49,35.43,321.2
"25241","Tehama",2013,"Total",58,"gbd36",2,183.9,91.94,0,63730,288.5,246.8,330.2,3.138,-1.211,7.487,0,3.586,0.4343,14.25,329.7
"25242","Tehama",2013,"Total",70,"gbd36",272,6529,24,69.88,63730,10240,9996,10490,426.8,376.1,477.5,1.429,333.9,294.7,378.1,8327
"25243","Tehama",2013,"Total",104,"gbd36",18,310.9,17.27,78.56,63730,487.9,433.7,542.1,28.24,15.2,41.29,1.078,24.12,14.01,40.16,471.6
"25244","Tehama",2013,"Total",105,"gbd36",16,476.2,29.76,63.25,63730,747.2,680.1,814.3,25.11,12.8,37.41,1.57,21.17,11.74,36.61,697
"25245","Tehama",2013,"Total",110,"gbd36",10,306.4,30.64,62.8,63730,480.8,426.9,534.6,15.69,5.966,25.42,0.9426,14.16,6.67,27.9,480.2
"25246","Tehama",2013,"Total",132,"gbd36",76,804.2,10.58,86.05,63730,1262,1175,1349,119.3,92.44,146.1,1.042,96.28,75.83,121.9,1003
"25247","Tehama",2013,"Total",133,"gbd36",14,175.4,12.53,82.71,63730,275.2,234.4,315.9,21.97,10.46,33.47,1.661,18.17,9.936,32.27,228.1
"25248","Tehama",2013,"Total",138,"gbd36",10,330,33,59.8,63730,517.8,462,573.7,15.69,5.966,25.42,1.55,13.43,6.087,27.12,484.2
"25249","Tehama",2013,"Total",147,"gbd36",388,7150,18.43,76.48,63730,11220,10960,11480,608.8,548.2,669.4,1.449,479,432.2,530.7,8740
"25250","Tehama",2013,"Total",155,"gbd36",82,1529,18.64,76.1,63730,2399,2278,2519,128.7,100.8,156.5,1.899,99.29,78.83,124.9,1817
"25251","Tehama",2013,"Total",156,"gbd36",2,15.2,7.6,90,63730,23.85,11.86,35.84,3.138,-1.211,7.487,0,2.554,0.3093,12.04,19.41
"25252","Tehama",2013,"Total",157,"gbd36",26,512,19.69,74.85,63730,803.4,733.8,873,40.8,25.12,56.48,1.869,30.46,19.85,46.52,569.6
"25253","Tehama",2013,"Total",160,"gbd36",22,790.9,35.95,56.64,63730,1241,1154,1327,34.52,20.1,48.94,1.397,27.94,17.33,44.23,1032
"25254","Tehama",2013,"Total",167,"gbd36",20,574.2,28.71,64.8,63730,900.9,827.2,974.6,31.38,17.63,45.14,1.872,25.34,15.36,41.03,750.5
"25255","Tehama",2013,"Total",168,"gbd36",40,822.6,20.57,73.65,63730,1291,1203,1379,62.76,43.31,82.21,1.616,49.03,34.92,68.49,1009
"25256","Tehama",2013,"Total",178,"gbd36",2,50.04,25.02,68,63730,78.52,56.76,100.3,3.138,-1.211,7.487,0,2.058,0.2492,11.08,51.49
"25257","Tehama",2013,"Total",179,"gbd36",8,111.7,13.97,81.25,63730,175.3,142.8,207.8,12.55,3.854,21.25,1.907,9.779,4.204,21.51,131
"25258","Tehama",2013,"Total",185,"gbd36",6,551.6,91.94,0,63730,865.6,793.3,937.8,9.415,1.881,16.95,1.749,10.76,3.948,24.42,989.2
"25259","Tehama",2013,"Total",192,"gbd36",2,24.22,12.11,83,63730,38,22.87,53.14,3.138,-1.211,7.487,0,2.613,0.3165,12.16,31.65
"25260","Tehama",2013,"Total",198,"gbd36",64,2742,42.84,50.53,63730,4302,4141,4464,100.4,75.82,125,2.572,93.17,71.19,120.8,4327
"25261","Tehama",2013,"Total",208,"gbd36",30,900.2,30.01,63.33,63730,1412,1320,1505,47.07,30.23,63.92,2.306,39.73,26.34,58.85,1319
"25262","Tehama",2013,"Total",209,"gbd36",8,551,68.87,23.25,63730,864.5,792.3,936.7,12.55,3.854,21.25,1.305,13.79,5.937,28.28,960.7
"25263","Tehama",2013,"Total",210,"gbd36",2,134.2,67.08,25,63730,210.5,174.9,246.1,3.138,-1.211,7.487,0,3.784,0.4582,14.69,253.8
"25264","Tehama",2014,"Total",0,"gbd36",1198,26410,22.05,72.38,63850,41370,40870,41870,1876,1770,1983,1.481,1455,1372,1542,33800
"25265","Tehama",2014,"Total",13,"gbd36",2,33.78,16.89,77,63850,52.91,35.07,70.75,3.133,-1.209,7.474,0,2.528,0.3062,12.04,42.7
"25266","Tehama",2014,"Total",21,"gbd36",16,596.3,37.27,55.25,63850,933.9,859,1009,25.06,12.78,37.34,3.593,21.01,11.84,36.1,803.3
"25267","Tehama",2014,"Total",46,"gbd36",14,452.3,32.3,61.29,63850,708.4,643.1,773.7,21.93,10.44,33.41,2.27,19.26,10.3,34.32,706.4
"25268","Tehama",2014,"Total",48,"gbd36",28,552,19.72,75,63850,864.6,792.5,936.8,43.86,27.61,60.1,1.43,36.21,23.74,54.37,785.6
"25269","Tehama",2014,"Total",51,"gbd36",2,124.2,62.11,30,63850,194.6,160.3,228.8,3.133,-1.209,7.474,0,3.805,0.4608,14.79,236.4
"25270","Tehama",2014,"Total",58,"gbd36",4,367.8,91.94,0,63850,576,517.1,634.9,6.265,0.1254,12.4,0,7.271,1.981,19.7,668.5
"25271","Tehama",2014,"Total",63,"gbd36",6,93.44,15.57,79.67,63850,146.4,116.7,176,9.398,1.878,16.92,4.027,6.883,2.513,17.62,101.7
"25272","Tehama",2014,"Total",70,"gbd36",286,6149,21.5,72.48,63850,9631,9390,9871,448,396,499.9,1.491,333,295,375.9,7208
"25273","Tehama",2014,"Total",103,"gbd36",4,124.7,31.16,62,63850,195.3,161,229.5,6.265,0.1254,12.4,0,5.706,1.538,16.71,187.7
"25274","Tehama",2014,"Total",104,"gbd36",28,642.2,22.94,71.29,63850,1006,928,1084,43.86,27.61,60.1,1.63,36.95,24.22,55.41,941.4
"25275","Tehama",2014,"Total",105,"gbd36",16,325.6,20.35,74.38,63850,509.9,454.5,565.3,25.06,12.78,37.34,1.532,19.19,10.89,33.26,398.1
"25276","Tehama",2014,"Total",110,"gbd36",10,312.4,31.24,61.8,63850,489.3,435.1,543.6,15.66,5.955,25.37,0.8934,11.85,5.597,24.16,379.9
"25277","Tehama",2014,"Total",132,"gbd36",74,882.6,11.93,84.41,63850,1382,1291,1474,115.9,89.5,142.3,1.005,88.56,69.49,112.8,1029
"25278","Tehama",2014,"Total",133,"gbd36",8,50.12,6.265,93.25,63850,78.5,56.77,100.2,12.53,3.847,21.21,0.9228,9.773,4.219,21.51,61.23
"25279","Tehama",2014,"Total",135,"gbd36",4,107.7,26.92,66.5,63850,168.7,136.8,200.5,6.265,0.1254,12.4,0,5.706,1.538,16.71,161.7
"25280","Tehama",2014,"Total",138,"gbd36",8,221,27.62,65.5,63850,346.1,300.5,391.8,12.53,3.847,21.21,1.252,9.7,4.104,21.53,282.7
"25281","Tehama",2014,"Total",147,"gbd36",348,6443,18.51,76.44,63850,10090,9846,10340,545.1,487.8,602.3,1.34,414.3,371.4,462.1,7742
"25282","Tehama",2014,"Total",155,"gbd36",102,1950,19.11,75.22,63850,3054,2918,3189,159.8,128.8,190.8,2.534,117.2,95.44,144,2188
"25283","Tehama",2014,"Total",157,"gbd36",28,588.9,21.03,73.29,63850,922.4,847.9,996.9,43.86,27.61,60.1,2.115,32.31,21.37,48.69,679.7
"25284","Tehama",2014,"Total",160,"gbd36",28,886.6,31.67,61.21,63850,1389,1297,1480,43.86,27.61,60.1,1.704,33.6,22.1,50.63,1109
"25285","Tehama",2014,"Total",167,"gbd36",26,558.4,21.48,72.85,63850,874.6,802,947.1,40.72,25.07,56.38,2.413,29.28,19.08,44.9,603.7
"25286","Tehama",2014,"Total",168,"gbd36",40,611.3,15.28,79.85,63850,957.5,881.6,1033,62.65,43.24,82.07,1.563,49.1,35.02,68.55,756.4
"25287","Tehama",2014,"Total",178,"gbd36",2,44.46,22.23,71,63850,69.64,49.17,90.11,3.133,-1.209,7.474,0,1.997,0.2418,11.03,44.39
"25288","Tehama",2014,"Total",179,"gbd36",6,230.7,38.45,54.33,63850,361.3,314.7,408,9.398,1.878,16.92,1.586,8.408,2.957,20.49,357
"25289","Tehama",2014,"Total",198,"gbd36",46,1689,36.72,56.61,63850,2646,2519,2772,72.05,51.23,92.87,1.793,64.9,46.94,88.59,2656
"25290","Tehama",2014,"Total",208,"gbd36",22,860.6,39.12,53.73,63850,1348,1258,1438,34.46,20.06,48.86,1.598,30.51,18.76,48.2,1298
"25291","Tehama",2014,"Total",209,"gbd36",10,488.7,48.87,44,63850,765.4,697.5,833.2,15.66,5.955,25.37,1.683,16.36,7.762,31.45,840.4
"25292","Tehama",2015,"Total",0,"gbd36",1226,26290,21.45,73.16,63970,41100,40600,41600,1917,1809,2024,1.459,1481,1397,1570,34750
"25293","Tehama",2015,"Total",10,"gbd36",2,84.72,42.36,50,63970,132.4,104.2,160.6,3.126,-1.207,7.459,0,3.286,0.3979,13.65,139.2
"25294","Tehama",2015,"Total",13,"gbd36",14,238.4,17.03,77.43,63970,372.6,325.3,419.9,21.89,10.42,33.35,3.865,14.82,8.074,27.29,246.2
"25295","Tehama",2015,"Total",19,"gbd36",2,57.64,28.82,64,63970,90.1,66.84,113.4,3.126,-1.207,7.459,0,2.041,0.2472,11.14,58.83
"25296","Tehama",2015,"Total",21,"gbd36",10,340.8,34.08,58.6,63970,532.7,476.1,589.2,15.63,5.943,25.32,2.517,12.72,5.669,26.16,471.6
"25297","Tehama",2015,"Total",46,"gbd36",16,333.7,20.86,74.88,63970,521.7,465.7,577.7,25.01,12.76,37.27,2.399,18.74,10.64,32.58,423.1
"25298","Tehama",2015,"Total",48,"gbd36",24,625.9,26.08,68.33,63970,978.4,901.7,1055,37.52,22.51,52.53,1.19,30.47,19.3,47.35,915.2
"25299","Tehama",2015,"Total",51,"gbd36",2,124.2,62.11,30,63970,194.2,160,228.3,3.126,-1.207,7.459,0,3.809,0.4613,14.83,236.6
"25300","Tehama",2015,"Total",58,"gbd36",2,183.9,91.94,0,63970,287.4,245.9,329,3.126,-1.207,7.459,0,3.697,0.4477,14.57,339.9
"25301","Tehama",2015,"Total",63,"gbd36",6,94.66,15.78,78.33,63970,148,118.2,177.8,9.379,1.874,16.88,3.418,7.397,2.714,18.5,116.7
"25302","Tehama",2015,"Total",70,"gbd36",242,4972,20.54,73.69,63970,7772,7556,7988,378.3,330.6,426,1.247,275.8,241.8,314.7,5750
"25303","Tehama",2015,"Total",103,"gbd36",8,125.9,15.74,78.75,63970,196.8,162.5,231.2,12.51,3.84,21.17,1.746,9.167,3.94,20.56,143
"25304","Tehama",2015,"Total",104,"gbd36",14,306.9,21.92,72,63970,479.8,426.1,533.4,21.89,10.42,33.35,0.7694,15.09,8.218,27.71,322.4
"25305","Tehama",2015,"Total",105,"gbd36",12,238.9,19.9,75.67,63970,373.4,326,420.7,18.76,8.145,29.37,1.086,15.92,8.137,29.79,356.4
"25306","Tehama",2015,"Total",110,"gbd36",16,703.9,43.99,48.5,63970,1100,1019,1182,25.01,12.76,37.27,1.266,21.98,12.24,37.81,1063
"25307","Tehama",2015,"Total",132,"gbd36",82,789.3,9.625,87.39,63970,1234,1148,1320,128.2,100.4,155.9,1.067,96.14,76.45,120.9,930.7
"25308","Tehama",2015,"Total",133,"gbd36",12,181.5,15.12,79.67,63970,283.7,242.4,325,18.76,8.145,29.37,1.274,13.57,6.984,26.04,200.1
"25309","Tehama",2015,"Total",138,"gbd36",24,830.9,34.62,58.67,63970,1299,1211,1387,37.52,22.51,52.53,3.327,33.06,20.8,51.22,1256
"25310","Tehama",2015,"Total",147,"gbd36",412,8036,19.5,75.31,63970,12560,12290,12840,644.1,581.9,706.2,1.504,490.7,443.3,543,10270
"25311","Tehama",2015,"Total",155,"gbd36",108,1852,17.15,77.57,63970,2895,2763,3027,168.8,137,200.7,2.536,123.7,101.3,151.1,2115
"25312","Tehama",2015,"Total",157,"gbd36",32,537,16.78,78.25,63970,839.4,768.4,910.4,50.02,32.69,67.36,2.2,36.72,25.02,53.82,631.3
"25313","Tehama",2015,"Total",160,"gbd36",24,827.8,34.49,58.25,63970,1294,1206,1382,37.52,22.51,52.53,1.359,32.43,20.12,50.75,1216
"25314","Tehama",2015,"Total",167,"gbd36",20,491.8,24.59,69.3,63970,768.8,700.9,836.8,31.26,17.56,44.97,1.809,25.53,15.4,41.45,696.7
"25315","Tehama",2015,"Total",168,"gbd36",24,489.9,20.41,74.25,63970,765.8,698,833.6,37.52,22.51,52.53,0.8603,28.5,17.87,44.82,639.3
"25316","Tehama",2015,"Total",178,"gbd36",2,21.4,10.7,85,63970,33.45,19.28,47.63,3.126,-1.207,7.459,0,2.295,0.278,11.61,24.56
"25317","Tehama",2015,"Total",179,"gbd36",16,267.7,16.73,78.75,63970,418.4,368.3,468.6,25.01,12.76,37.27,3.927,17.67,10.08,30.93,284.2
"25318","Tehama",2015,"Total",185,"gbd36",2,150.1,75.04,17,63970,234.6,197.1,272.1,3.126,-1.207,7.459,0,3.108,0.3764,13.27,233.2
"25319","Tehama",2015,"Total",198,"gbd36",56,1581,28.22,65.86,63970,2471,2349,2593,87.54,64.61,110.5,2.092,73.01,54.53,97.01,2348
"25320","Tehama",2015,"Total",208,"gbd36",16,820.2,51.26,41,63970,1282,1194,1370,25.01,12.76,37.27,1.187,31.56,17.76,52.25,1665
"25321","Tehama",2015,"Total",209,"gbd36",2,128.2,64.1,28,63970,200.4,165.7,235.1,3.126,-1.207,7.459,0,3.809,0.4613,14.83,244.2
"25322","Tehama",2015,"Total",210,"gbd36",2,142.1,71.06,21,63970,222.2,185.6,258.7,3.126,-1.207,7.459,0,3.108,0.3764,13.27,220.9
"25323","Trinity",2000,"Total",0,"gbd36",280,6109,21.82,72.5,12960,47150,45970,48330,2161,1908,2414,1.609,1882,1658,2136,36850
"25324","Trinity",2000,"Total",21,"gbd36",4,155.9,38.97,53.5,12960,1203,1014,1392,30.87,0.6179,61.12,0,20.32,5.514,75,800.9
"25325","Trinity",2000,"Total",48,"gbd36",8,104.7,13.09,82.5,12960,808,653.2,962.8,61.74,18.96,104.5,1.251,64.48,26.62,140.7,741.3
"25326","Trinity",2000,"Total",63,"gbd36",2,18.76,9.38,87,12960,144.8,79.26,210.3,15.43,-5.956,36.83,0,20.81,2.52,83.85,195.2
"25327","Trinity",2000,"Total",70,"gbd36",74,1736,23.46,70.03,12960,13400,12770,14030,571.1,441,701.2,1.832,421.4,329.4,542.4,9431
"25328","Trinity",2000,"Total",103,"gbd36",2,16.32,8.16,89,12960,125.9,64.84,187,15.43,-5.956,36.83,0,20.81,2.52,83.85,169.8
"25329","Trinity",2000,"Total",104,"gbd36",8,256,32,61,12960,1975,1733,2217,61.74,18.96,104.5,1.749,50.42,21.3,116.1,1696
"25330","Trinity",2000,"Total",105,"gbd36",4,101.9,25.46,71,12960,786.1,633.4,938.7,30.87,0.6179,61.12,0,31.67,7.936,96.49,599.6
"25331","Trinity",2000,"Total",110,"gbd36",2,44.46,22.23,71,12960,343.1,242.3,444,15.43,-5.956,36.83,0,9.857,1.194,62.13,219.1
"25332","Trinity",2000,"Total",132,"gbd36",2,14.12,7.06,91,12960,109,52.13,165.8,15.43,-5.956,36.83,0,20.81,2.52,83.85,146.9
"25333","Trinity",2000,"Total",138,"gbd36",6,129.7,21.62,71.67,12960,1001,828.7,1173,46.3,9.254,83.35,5.333,29.57,10.85,85.97,639.2
"25334","Trinity",2000,"Total",147,"gbd36",100,1984,19.84,74.74,12960,15310,14640,15990,771.7,620.5,923,1.411,708.1,570.1,877.3,12550
"25335","Trinity",2000,"Total",155,"gbd36",12,201,16.75,77.83,12960,1551,1337,1766,92.61,40.21,145,1.302,79.55,39.93,154.5,1208
"25336","Trinity",2000,"Total",157,"gbd36",8,149.7,18.71,77.5,12960,1155,970.2,1340,61.74,18.96,104.5,3.517,60.92,24.6,135.6,847.5
"25337","Trinity",2000,"Total",160,"gbd36",6,189.8,31.64,61.33,12960,1465,1257,1673,46.3,9.254,83.35,2.184,33.33,12.1,92.21,1013
"25338","Trinity",2000,"Total",167,"gbd36",2,17.52,8.76,88,12960,135.2,71.9,198.5,15.43,-5.956,36.83,0,20.81,2.52,83.85,182.3
"25339","Trinity",2000,"Total",168,"gbd36",6,100.1,16.69,78.67,12960,772.7,621.3,924,46.3,9.254,83.35,1.906,40.52,13.59,106.3,554.7
"25340","Trinity",2000,"Total",178,"gbd36",2,11.2,5.6,94,12960,86.43,35.81,137.1,15.43,-5.956,36.83,0,20.81,2.52,83.85,116.5
"25341","Trinity",2000,"Total",198,"gbd36",16,533.4,33.34,60,12960,4116,3767,4466,123.5,62.97,184,2.936,108.6,60.59,191.2,3620
"25342","Trinity",2000,"Total",209,"gbd36",6,203.5,33.92,59,12960,1571,1355,1786,46.3,9.254,83.35,3.777,34.74,12.69,94.4,1140
"25343","Trinity",2001,"Total",0,"gbd36",284,7265,25.58,68.46,12960,56050,54760,57340,2191,1936,2446,1.624,1945,1715,2204,51120
"25344","Trinity",2001,"Total",46,"gbd36",2,30.44,15.22,79,12960,234.8,151.4,318.2,15.43,-5.954,36.81,0,12.73,1.542,66.93,193.7
"25345","Trinity",2001,"Total",48,"gbd36",10,68.12,6.812,91.8,12960,525.5,400.7,650.3,77.14,29.33,125,1.624,95.26,45.68,182.8,648.9
"25346","Trinity",2001,"Total",58,"gbd36",2,108.4,54.18,38,12960,835.9,678.5,993.3,15.43,-5.954,36.81,0,17.37,2.103,76.17,941
"25347","Trinity",2001,"Total",70,"gbd36",52,1425,27.41,66.08,12960,11000,10420,11570,401.1,292.1,510.2,1.286,308.7,228.2,419.4,7998
"25348","Trinity",2001,"Total",104,"gbd36",4,56.32,14.08,80.5,12960,434.5,321,547.9,30.86,0.6177,61.1,0,25.46,6.936,83.45,358.4
"25349","Trinity",2001,"Total",105,"gbd36",4,51.82,12.96,82.5,12960,399.8,290.9,508.6,30.86,0.6177,61.1,0,31.78,8.371,95.55,381.4
"25350","Trinity",2001,"Total",132,"gbd36",8,90.76,11.34,84.5,12960,700.1,556.1,844.2,61.71,18.95,104.5,1.432,57.24,24.26,127.1,619.1
"25351","Trinity",2001,"Total",135,"gbd36",2,118.3,59.13,33,12960,912.3,747.9,1077,15.43,-5.954,36.81,0,27.42,3.321,99.05,1621
"25352","Trinity",2001,"Total",138,"gbd36",4,98.88,24.72,68.5,12960,762.8,612.4,913.1,30.86,0.6177,61.1,0,22.04,5.882,77.8,521
"25353","Trinity",2001,"Total",147,"gbd36",84,1614,19.22,75.24,12960,12450,11850,13060,648,509.4,786.6,1.194,548.2,433.9,692.4,9734
"25354","Trinity",2001,"Total",155,"gbd36",34,664.9,19.56,74.59,12960,5129,4739,5519,262.3,174.1,350.4,3.649,210.3,144.1,307.7,3761
"25355","Trinity",2001,"Total",157,"gbd36",8,134.2,16.77,78,12960,1035,859.8,1210,61.71,18.95,104.5,3.496,57.9,23.77,129.5,836.5
"25356","Trinity",2001,"Total",160,"gbd36",2,88.64,44.32,48,12960,683.8,541.4,826.1,15.43,-5.954,36.81,0,10.65,1.29,63.2,472
"25357","Trinity",2001,"Total",167,"gbd36",6,138.2,23.04,70.67,12960,1066,888.5,1244,46.29,9.25,83.32,2.62,36.11,13.2,96.43,797.7
"25358","Trinity",2001,"Total",168,"gbd36",6,172.9,28.82,65.33,12960,1334,1135,1533,46.29,9.25,83.32,1.852,40.35,14.03,104.9,984.7
"25359","Trinity",2001,"Total",185,"gbd36",2,35.5,17.75,76,12960,273.9,183.8,363.9,15.43,-5.954,36.81,0,12.73,1.542,66.93,225.9
"25360","Trinity",2001,"Total",198,"gbd36",20,853.6,42.68,50.1,12960,6585,6143,7027,154.3,86.67,221.9,3.525,156.4,92.16,256.1,7608
"25361","Trinity",2001,"Total",208,"gbd36",16,682.5,42.66,50.12,12960,5265,4870,5660,123.4,62.95,183.9,6.542,126.2,71.07,216.6,5858
"25362","Trinity",2001,"Total",209,"gbd36",2,116.3,58.14,34,12960,897,734,1060,15.43,-5.954,36.81,0,27.42,3.321,99.05,1594
"25363","Trinity",2002,"Total",0,"gbd36",286,6637,23.21,70.99,13160,50440,49220,51650,2173,1922,2425,1.628,1755,1550,1988,38780
"25364","Trinity",2002,"Total",21,"gbd36",2,94.54,47.27,45,13160,718.4,573.6,863.3,15.2,-5.865,36.26,0,10.63,1.287,61.88,502.5
"25365","Trinity",2002,"Total",48,"gbd36",2,28.82,14.41,80,13160,219,139.1,299,15.2,-5.865,36.26,0,12.32,1.492,64.92,177.5
"25366","Trinity",2002,"Total",70,"gbd36",62,1703,27.47,65.71,13160,12940,12330,13560,471.2,353.9,588.4,1.526,316.2,241.4,418.7,8396
"25367","Trinity",2002,"Total",104,"gbd36",6,146.5,24.42,68.67,13160,1113,933,1294,45.6,9.112,82.08,1.205,29.35,10.77,84.28,716.7
"25368","Trinity",2002,"Total",105,"gbd36",4,52.98,13.24,81.5,13160,402.6,294.2,511,30.4,0.6085,60.19,0,24.63,6.712,80.89,326.3
"25369","Trinity",2002,"Total",110,"gbd36",4,109.3,27.32,66,13160,830.6,674.9,986.3,30.4,0.6085,60.19,0,22.95,6.224,78.02,606.6
"25370","Trinity",2002,"Total",132,"gbd36",16,164.3,10.27,86.25,13160,1249,1058,1440,121.6,62.01,181.2,2.547,126.3,71.53,215.4,1232
"25371","Trinity",2002,"Total",138,"gbd36",2,32.1,16.05,78,13160,243.9,159.6,328.3,15.2,-5.865,36.26,0,12.32,1.492,64.92,197.7
"25372","Trinity",2002,"Total",147,"gbd36",102,1958,19.2,75.65,13160,14880,14220,15540,775.1,624.7,925.6,1.464,656.4,530.9,810.9,11240
"25373","Trinity",2002,"Total",155,"gbd36",20,441.6,22.08,71.8,13160,3356,3043,3669,152,85.38,218.6,2.201,119.3,72.13,198.2,2474
"25374","Trinity",2002,"Total",157,"gbd36",4,110.3,27.57,65.5,13160,838.1,681.6,994.5,30.4,0.6085,60.19,0,21.13,5.623,75.13,551.2
"25375","Trinity",2002,"Total",160,"gbd36",10,390.7,39.07,53.4,13160,2969,2675,3263,75.99,28.89,123.1,3.628,51.33,24.56,111.9,2022
"25376","Trinity",2002,"Total",167,"gbd36",2,25.72,12.86,82,13160,195.5,119.9,271,15.2,-5.865,36.26,0,12.32,1.492,64.92,158.4
"25377","Trinity",2002,"Total",168,"gbd36",14,212.9,15.21,81,13160,1618,1401,1836,106.4,50.66,162.1,4.467,94.31,50.07,172.5,1186
"25378","Trinity",2002,"Total",178,"gbd36",2,15.2,7.6,90,13160,115.5,57.44,173.6,15.2,-5.865,36.26,0,17.87,2.164,76.11,135.8
"25379","Trinity",2002,"Total",185,"gbd36",2,112.3,56.16,36,13160,853.6,695.7,1011,15.2,-5.865,36.26,0,17.8,2.155,75.95,999.5
"25380","Trinity",2002,"Total",198,"gbd36",22,678.5,30.84,62.45,13160,5156,4768,5544,167.2,97.32,237,3.752,142,85.43,231.7,5246
"25381","Trinity",2002,"Total",208,"gbd36",2,82.76,41.38,51,13160,628.9,493.4,764.4,15.2,-5.865,36.26,0,10.63,1.287,61.88,439.9
"25382","Trinity",2003,"Total",0,"gbd36",274,6719,24.52,69.57,13390,50190,48990,51390,2047,1804,2289,1.513,1696,1495,1924,42080
"25383","Trinity",2003,"Total",10,"gbd36",2,82.76,41.38,51,13390,618.2,485,751.3,14.94,-5.765,35.64,0,10.51,1.273,60.61,434.9
"25384","Trinity",2003,"Total",21,"gbd36",4,183.2,45.8,46.5,13390,1368,1170,1566,29.88,0.5981,59.16,0,21.02,5.727,73.73,962.5
"25385","Trinity",2003,"Total",46,"gbd36",4,47.5,11.88,85,13390,354.8,253.9,455.7,29.88,0.5981,59.16,0,28.39,7.581,87.07,307.8
