"","comID","yearG","sex","CAUSE","county","Ndeaths","YLL","m.YLL","mean.age","Level","pop","YLLper","YLLrateLCI","YLLrateUCI","cDeathRate","rateLCI","rateUCI","comName","oDeaths","aRate","aLCI","aUCI","YLL.adj.rate"
"353","3","2011-2015","Total","0","Alpine",12,326.8,27.24,66.42,"lev0",1165,5611,5003,6219,206,89.45,322.6,"Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords",NA,NA,NA,NA,NA
"354","30","2011-2015","Total","0","Fresno",3016,70260,23.3,71.42,"lev0",92670,15160,15050,15280,650.9,627.7,674.1,"Bowles/Caruthers/Easton/Kingsburg/Lanare/Laton/Raisin City/Riverdale/Selma",3016,760,732.9,787.9,16610
"355","31","2011-2015","Total","0","Fresno",3013,66330,22.02,72.8,"lev0",96380,13760,13660,13870,625.2,602.9,647.5,"Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake",3015,631.2,608.6,654.5,13690
"356","32","2011-2015","Total","0","Fresno",1759,39890,22.68,72.27,"lev0",62010,12860,12740,12990,567.3,540.8,593.8,"Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley",1775,636.1,606.2,667.1,14340
"357","35a","2011-2015","Total","0","Fresno",4556,83090,18.24,77.2,"lev0",134700,12340,12250,12420,676.4,656.8,696,"Fresno Northwest",4556,608.9,590.8,627.5,11740
"358","35b","2011-2015","Total","0","Fresno",3465,77550,22.38,72.42,"lev0",101500,15290,15180,15390,683,660.2,705.7,"Clovis West/Fresno East",3465,761.8,736.3,788.1,16280
"359","35c","2011-2015","Total","0","Fresno",3111,80870,26,68.44,"lev0",83960,19260,19130,19400,741,715,767.1,"Fresno West Central",3111,890.6,858.1,924.2,21670
"360","35d","2011-2015","Total","0","Fresno",3343,87570,26.2,68.22,"lev0",101100,17320,17210,17440,661.3,638.9,683.7,"Fresno East Central",3342,854.5,825.2,884.6,20820
"361","35e","2011-2015","Total","0","Fresno",2695,76130,28.25,65.77,"lev0",90300,16860,16740,16980,596.9,574.3,619.4,"Fresno South and West",2695,873.6,839.7,908.6,20640
"362","35f","2011-2015","Total","0","Fresno",3264,67020,20.53,74.56,"lev0",80820,16590,16460,16710,807.8,780,835.5,"Fresno North Central",3264,701.1,676.5,726.6,16230
"363","36.1","2011-2015","Total","0","Glenn",554,11810,21.31,73.78,"lev0",13220,17850,17530,18180,837.9,768.1,907.6,"Orland",554,797.1,731.4,867.9,16970
"364","36.2","2011-2015","Total","0","Glenn",96,2205,22.97,71.97,"lev0",3513,12550,12030,13080,546.5,437.2,655.9,"Hamilton City",96,665.7,536.2,820.3,14220
"365","37","2011-2015","Total","0","Glenn",466,10160,21.8,72.87,"lev0",11320,17960,17610,18310,823.5,748.8,898.3,"Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows",476,709.2,646.4,777.3,16360
"366","38","2011-2015","Total","0","Humboldt",108,2686,24.87,69.46,"lev0",5574,9637,9272,10000,387.5,314.4,460.6,"Hoopa/Willow Creek",108,514.7,412.7,637.1,10240
"367","39","2011-2015","Total","0","Humboldt",3186,70860,22.24,72.48,"lev0",72650,19510,19360,19650,877.1,846.7,907.6,"Arcata/Eureka",3187,808.6,780.2,838,18260
"368","4","2011-2015","Total","0","Amador",1513,27380,18.09,77.13,"lev0",26520,20640,20400,20890,1141,1083,1198,"Ione/Jackson/Pine Grove/Sutter Creek",1513,778.1,738.4,820.2,14970
"369","40","2011-2015","Total","0","Humboldt",882,18800,21.32,73.43,"lev0",23530,15980,15760,16210,749.8,700.3,799.3,"Bluelake/McKinleyville/Orick/Trinidad",882,635.2,593.2,679.9,13900
"370","42","2011-2015","Total","0","Humboldt",1334,28350,21.25,73.52,"lev0",25560,22190,21930,22440,1044,988,1100,"Ferndale/Fortuna/Rio Dell/Scotia",1334,853.5,807.7,901.6,19030
"371","44","2011-2015","Total","0","Humboldt",214,5704,26.65,67.47,"lev0",7310,15610,15200,16010,585.5,507.1,663.9,"Garberville/Redway",230,638.1,548.5,740.5,15930
"372","46","2011-2015","Total","0","Imperial",32,973,30.41,63.34,"lev0",2594,7502,7031,7974,246.7,161.2,332.2,"Bard/Winterhaven",32,273.6,183.3,400.9,8442
"373","47","2011-2015","Total","0","Imperial",422,9615,22.79,71.45,"lev0",17450,11020,10800,11240,483.7,437.5,529.8,"Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach",451,557.7,506.7,612.8,12780
"374","48","2011-2015","Total","0","Imperial",2130,48670,22.85,71.75,"lev0",82390,11820,11710,11920,517.1,495.1,539,"El Centro/Heber/Holtville/Imperial/Seeley",2131,646.8,619.2,675.4,13220
"375","49","2011-2015","Total","0","Imperial",1067,23570,22.09,72.58,"lev0",44660,10560,10420,10690,477.9,449.2,506.5,"Calexico/Ocotillo",1073,506.4,476.2,538,11070
"376","5","2011-2015","Total","0","Amador",206,4056,19.69,75.11,"lev0",4833,16790,16270,17300,852.5,736.1,968.9,"Plymouth",206,693.1,580.9,837.6,14940
"377","50","2011-2015","Total","0","Imperial",811,19390,23.93,70.42,"lev0",28110,13790,13600,13990,577,537.3,616.7,"Brawley/Westmorland",810,727.6,675.1,783.6,15220
"378","53","2011-2015","Total","0","Inyo",516,8941,17.33,78.16,"lev0",12910,13850,13570,14140,799.5,730.5,868.5,"Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson",516,499.1,454.9,547.9,9992
"379","54","2011-2015","Total","0","Inyo",121,2536,20.96,73.86,"lev0",2418,20980,20160,21790,1001,822.5,1179,"Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence",121,707.2,582.3,860,16730
"380","55","2011-2015","Total","0","Inyo",96,1734,18.07,77.34,"lev0",3156,10990,10470,11510,608.4,486.7,730.1,"Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville",96,416.4,334.4,522.4,8438
"381","57.1","2011-2015","Total","0","Kern",301,7721,25.65,68.42,"lev0",7877,19600,19170,20040,764.3,677.9,850.6,"Fort Tejon/Frazier Park/Lebec/Pine Mountain",302,751.4,659.7,854.6,17300
"382","57.2","2011-2015","Total","0","Kern",789,21010,26.62,67.47,"lev0",21780,19280,19020,19550,724.4,673.8,774.9,"Blackwells Corners/Ford City/Maricopa/McKittrick/Taft",789,1085,1002,1174,22330
"383","58.1","2011-2015","Total","0","Kern",570,14680,25.81,68.51,"lev0",22160,13250,13040,13460,514.3,472.1,556.6,"Shafter",569,907.1,830.2,990,18370
"384","58.2","2011-2015","Total","0","Kern",491,14500,29.54,64.39,"lev0",29730,9757,9598,9916,330.3,301.1,359.5,"Lost Hills/Wasco",491,613.7,557,675.2,14620
"385","59","2011-2015","Total","0","Kern",102,2988,29.3,64.62,"lev0",3921,15240,14700,15790,520.3,419.3,621.2,"Buttonwillow",102,822.9,663.2,1012,19800
"386","6","2011-2015","Total","0","Amador",317,6647,20.97,73.7,"lev0",6065,21920,21390,22450,1045,930.3,1160,"Pioneer",318,631.1,529.6,767.9,20720
"387","60","2011-2015","Total","0","Kern",1313,35850,27.31,66.94,"lev0",69060,10380,10280,10490,380.3,359.7,400.8,"Delano/McFarland",1313,685.3,646.6,725.9,14800
"388","61","2011-2015","Total","0","Kern",807,23690,29.35,64.62,"lev0",43260,10950,10810,11090,373,347.3,398.8,"Arvin/Lamont/Weed Patch",807,961.4,886.8,1041,18500
"389","62","2011-2015","Total","0","Kern",1323,28380,21.45,73.08,"lev0",36610,15500,15320,15680,722.8,683.8,761.7,"Bear Valley Springs/Keene/Stallion Springs/Tehachapi",1324,725.5,686.1,766.8,14540
"390","63","2011-2015","Total","0","Kern",1430,30850,21.57,72.96,"lev0",15100,40860,40400,41320,1894,1796,1992,"Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights",1430,1099,1035,1168,28540
"391","64","2011-2015","Total","0","Kern",1483,34540,23.29,71.14,"lev0",34240,20170,19960,20390,866.3,822.2,910.4,"Inyokern/Ridgecrest",1483,824.5,782.5,868.4,19020
"392","65","2011-2015","Total","0","Kern",1455,39220,26.96,66.91,"lev0",43830,17900,17720,18080,664,629.9,698.1,"Boron/California City/Desert Lake/Mojave/North Edwards/Rosamond",1455,781.7,740.1,825.2,18490
"393","66a","2011-2015","Total","0","Kern",4469,110300,24.67,69.69,"lev0",105500,20890,20770,21020,846.8,822,871.7,"Bakersfield Northeast/Oildale",4469,908,881.3,935.4,21820
"394","66b","2011-2015","Total","0","Kern",4454,129600,29.1,64.81,"lev0",140800,18400,18300,18500,632.5,613.9,651.1,"Bakersfield East/Lakeview/La Loma",4453,942.6,914.3,971.6,23190
"395","66c","2011-2015","Total","0","Kern",4201,103600,24.66,69.84,"lev0",157800,13130,13050,13210,532.5,516.4,548.6,"Bakersfield Southwest",4200,796.5,771.8,821.8,16580
"396","66d","2011-2015","Total","0","Kern",3612,79150,21.91,72.86,"lev0",116500,13590,13500,13690,620.2,600,640.4,"Bakersfield Northwest/Rosedale",3612,744,719.5,769.2,14640
"397","67","2011-2015","Total","0","Kings",179,5512,30.8,63,"lev0",15000,7349,7155,7543,238.7,203.7,273.6,"Avenal",179,560.3,461.2,678.4,11960
"398","68","2011-2015","Total","0","Kings",591,18080,30.59,63.12,"lev0",29820,12130,11950,12300,396.4,364.5,428.4,"Corcoran/Kettleman City/Stratford",591,657.5,600.3,719.1,15420
"399","69","2011-2015","Total","0","Kings",3019,71500,23.68,70.84,"lev0",107000,13370,13270,13460,564.4,544.2,584.5,"Armona/Hanford/Lemoore",3064,729.1,703.2,755.7,15790
"400","7.1","2011-2015","Total","0","Butte",3631,72230,19.89,75.4,"lev0",95840,15070,14960,15180,757.7,733.1,782.4,"Chapmantown/Chico",3631,756.4,731.4,782.2,15730
"401","7.2","2011-2015","Total","0","Butte",221,4310,19.5,75.51,"lev0",5721,15070,14620,15520,772.6,670.7,874.5,"Capay/Lake/Nord",221,718.5,612.7,840.1,14060
"402","7.3","2011-2015","Total","0","Butte",152,3538,23.27,71.1,"lev0",5241,13500,13050,13940,580,487.8,672.3,"Butte Meadows/Cohasset/Forest Ranch",152,615.7,512,736.7,12830
"403","7.4","2011-2015","Total","0","Butte",184,3372,18.32,76.89,"lev0",5435,12410,11990,12830,677.1,579.3,774.9,"Durham",184,489.2,413.8,582.3,10120
"404","70.1","2011-2015","Total","0","Lake",948,19020,20.07,74.81,"lev0",15710,24220,23870,24560,1207,1130,1284,"Kelseyville/Lakeport",948,872,814.8,933.4,19480
"405","70.2","2011-2015","Total","0","Lake",626,15180,24.25,69.97,"lev0",8215,36950,36360,37540,1524,1405,1643,"Lucerne/Nice/Upper Lake",626,1075,983.7,1175,29850
"406","71.1","2011-2015","Total","0","Lake",1412,34940,24.74,69.41,"lev0",18930,36910,36530,37300,1492,1414,1570,"Clearlake/Clearlake Oaks",1414,1128,1068,1191,29680
"407","71.2","2011-2015","Total","0","Lake",461,9963,21.61,73.07,"lev0",10340,19280,18900,19660,892,810.6,973.5,"Lower Lake",461,602.2,546.5,664.3,14960
"408","71.3","2011-2015","Total","0","Lake",448,11090,24.77,69.38,"lev0",11070,20050,19670,20420,809.5,734.5,884.4,"Cobb/Hidden Valley/Middletown",448,655.8,592.4,725.9,17190
"409","72","2011-2015","Total","0","Lassen",456,10800,23.68,70.99,"lev0",25610,8433,8274,8592,356.1,323.4,388.8,"Susanville",456,441,400.4,484.9,9161
"410","73","2011-2015","Total","0","Lassen",16,462.2,28.89,64.25,"lev0",2626,3520,3200,3841,121.9,62.15,181.6,"Bieber/Madeline/Nubieber",36,313.1,209.3,492.7,5762
"411","74","2011-2015","Total","0","Lassen",41,1221,29.78,63.85,"lev0",3499,6979,6587,7370,234.4,162.6,306.1,"Doyle",41,242.2,171.2,342.8,6500
"412","75","2011-2015","Total","0","Lassen",75,1674,22.32,72.2,"lev0",2282,14670,13970,15370,657.3,508.6,806.1,"Westwood",75,465.9,358.2,607.7,11090
"413","76.1a","2011-2015","Total","0","Los Angeles",2764,56850,20.57,74.48,"lev0",130600,8704,8632,8775,423.2,407.4,439,"Canyon Country/Santa Clarita West/Saugus",2764,559.2,537.9,581.1,10180
"414","76.1b","2011-2015","Total","0","Los Angeles",2666,62090,23.29,71.33,"lev0",116800,10640,10550,10720,456.7,439.3,474,"Newhall/Santa Clarita East/Valencia",2666,638.3,612.6,665,12900
"415","76.2","2011-2015","Total","0","Los Angeles",447,11410,25.52,68.8,"lev0",24860,9179,9010,9347,359.7,326.3,393,"Castaic/Val Verde",448,616.4,555.7,682.8,12680
"416","77.1a","2011-2015","Total","0","Los Angeles",2250,61430,27.3,66.71,"lev0",99450,12350,12260,12450,452.5,433.8,471.2,"Palmdale Central",2250,779.7,745.7,815,16740
"417","77.1b","2011-2015","Total","0","Los Angeles",3249,74300,22.87,71.82,"lev0",105500,14090,13990,14190,616.2,595,637.4,"Desert View Highlands/Lancaster West/Palmdale Northwest/Quartz Hill",3249,732.5,707,758.7,15360
"418","77.1c","2011-2015","Total","0","Los Angeles",3527,96440,27.35,66.67,"lev0",107700,17900,17790,18020,654.7,633.1,676.3,"Lancaster Central/Palmdale North Central",3526,848.4,819.9,877.7,20680
"419","77.2","2011-2015","Total","0","Los Angeles",633,18260,28.84,64.86,"lev0",18560,19670,19390,19960,682.1,629,735.2,"Lake Los Angeles",633,788.4,725.9,855.3,20250
"420","77.3","2011-2015","Total","0","Los Angeles",575,13720,23.86,70.38,"lev0",16870,16260,15990,16530,681.6,625.9,737.3,"Juniper Hills/Littlerock/Longview/Pearblossom/Valyermo",576,725.8,665.7,790.3,15810
"421","77.4","2011-2015","Total","0","Los Angeles",431,10590,24.58,69.6,"lev0",11430,18530,18180,18880,754,682.8,825.2,"Acton/Ravenna",431,1674,1443,1935,24400
"422","77.5","2011-2015","Total","0","Los Angeles",905,20640,22.81,71.82,"lev0",25190,16390,16170,16620,718.6,671.8,765.4,"Elizabeth Lake/Gorman/Green Valley/Lake Hughes/Leona Valley/Neenach",936,818.8,766.2,874.1,17340
"423","78.1","2011-2015","Total","0","Los Angeles",74,1417,19.15,76.31,"lev0",4051,6995,6630,7359,365.3,282.1,448.6,"Avalon",74,508.5,376.3,681.3,8769
"424","78.2a","2011-2015","Total","0","Los Angeles",2211,46840,21.19,73.7,"lev0",81840,11450,11340,11550,540.4,517.8,562.9,"Echo Park/Hollywood North Central/Silverlake South",2211,538.7,516.3,562.1,11390
"425","78.2aa","2011-2015","Total","0","Los Angeles",3602,53740,14.92,81.17,"lev0",100500,10690,10600,10780,716.5,693.1,739.9,"Bel Air/Beverly Glen/Beverly Hills/Brentwood/Malibu/Pacific Palisades/Santa Monica Northwest/Topanga",3610,412.3,398.2,427,7480
"426","78.2aaaa","2011-2015","Total","0","Los Angeles",3939,81420,20.68,74.29,"lev0",113400,14350,14260,14450,694.4,672.7,716.1,"Harbor Gateway South/Lomita/Torrance East Central",3938,652.7,632.3,673.6,13550
"427","78.2b","2011-2015","Total","0","Los Angeles",2989,74090,24.8,69.63,"lev0",151700,9765,9695,9835,394,379.8,408.1,"Pico-Union",2987,532.9,513.6,552.7,11930
"428","78.2bb","2011-2015","Total","0","Los Angeles",2298,56370,24.53,69.98,"lev0",102000,11050,10960,11140,450.4,432,468.9,"North Hollywood Central and North",2298,622.4,596.3,649.4,13260
"429","78.2bbb","2011-2015","Total","0","Los Angeles",2078,61680,29.68,64.1,"lev0",90830,13580,13470,13690,457.6,437.9,477.2,"Compton East",2078,826.5,788.2,866.4,18700
"430","78.2bbbb","2011-2015","Total","0","Los Angeles",1976,51840,26.23,67.91,"lev0",78070,13280,13170,13390,506.2,483.9,528.5,"Gardena West/Hawthorne",1976,724,691.1,758.3,15930
"431","78.2c","2011-2015","Total","0","Los Angeles",2572,62110,24.15,70.43,"lev0",117800,10540,10460,10630,436.6,419.7,453.4,"Bell Northeast/Bell Gardens/Commerce/Maywood/Montebello South",2572,612.2,588,637.3,13190
"432","78.2cc","2011-2015","Total","0","Los Angeles",2854,64650,22.65,72.12,"lev0",105600,12250,12150,12340,540.6,520.7,560.4,"Van Nuys Central",2854,741.4,713.9,769.8,14630
"433","78.2ccc","2011-2015","Total","0","Los Angeles",1788,48010,26.85,67.39,"lev0",104300,9206,9124,9289,342.9,327,358.8,"Huntington Park/South Gate West/Walnut Park",1788,558.1,531.1,586.3,11800
"434","78.2cccc","2011-2015","Total","0","Los Angeles",3828,71620,18.71,76.59,"lev0",108300,13230,13130,13320,706.9,684.5,729.3,"Chatsworth",3828,580.7,562.2,599.6,11330
"435","78.2d","2011-2015","Total","0","Los Angeles",2257,53270,23.6,71.08,"lev0",96590,11030,10940,11120,467.3,448.1,486.6,"City Terrace East/East Los Angeles",2257,609.2,584.2,635.1,13270
"436","78.2dd","2011-2015","Total","0","Los Angeles",3510,64350,18.33,77,"lev0",105600,12190,12090,12280,664.9,642.9,686.8,"Burbank South/Eagle Rock/Glendale Northwest",3510,530.4,512.9,548.5,10240
"437","78.2ddd","2011-2015","Total","0","Los Angeles",1359,36380,26.77,67.44,"lev0",82270,8845,8754,8936,330.4,312.8,348,"Bell Southwest/Cudahy/Vernon",1359,580.8,548.8,614.4,12360
"438","78.2dddd","2011-2015","Total","0","Los Angeles",3880,68320,17.61,77.93,"lev0",104400,13080,12990,13180,743.1,719.7,766.5,"Arcadia Southeast/San Gabriel North",3880,544.8,527.5,562.7,10650
"439","78.2e","2011-2015","Total","0","Los Angeles",2744,65050,23.71,70.87,"lev0",132700,9808,9732,9883,413.7,398.2,429.2,"Country Club Park/Koreatown/Mid-City East",2744,489.7,471.1,508.9,10520
"440","78.2ee","2011-2015","Total","0","Los Angeles",3492,62970,18.03,77.35,"lev0",95290,13220,13110,13320,732.9,708.6,757.2,"Atwater Village/Glendale Central/Glendale Southwest/Griffith Park",3493,559.5,540.9,578.7,10880
"441","78.2eee","2011-2015","Total","0","Los Angeles",2325,47400,20.39,74.77,"lev0",82090,11550,11440,11650,566.5,543.4,589.5,"Downey Northeast",2325,621.4,596.2,647.4,12280
"442","78.2eeee","2011-2015","Total","0","Los Angeles",3630,65610,18.07,77.55,"lev0",110100,11920,11830,12010,659.5,638.1,681,"Alhambra/El Sereno South/San Gabriel Central",3630,513.5,496.3,531.2,10370
"443","78.2f","2011-2015","Total","0","Los Angeles",3252,57180,17.58,78.09,"lev0",93560,12220,12120,12320,695.2,671.3,719.1,"Hollywood Hills/Hollywood West/Mount Olympus/West Hollywood",3252,586.3,565.7,608.2,11290
"444","78.2ff","2011-2015","Total","0","Los Angeles",2826,56730,20.08,75.02,"lev0",95030,11940,11840,12040,594.7,572.8,616.7,"Glassell Park/Glendale Southeast/Silverlake North",2826,545.2,525.2,566,11270
"445","78.2fff","2011-2015","Total","0","Los Angeles",2843,83930,29.52,64.48,"lev0",132400,12680,12590,12760,429.5,413.7,445.2,"Firestone/Florence South/Watts",2843,780.9,750.7,812.2,17900
"446","78.2ffff","2011-2015","Total","0","Los Angeles",2522,57140,22.66,72.13,"lev0",104800,10910,10820,11000,481.4,462.6,500.2,"Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake",2522,548.9,527.5,570.9,12410
"447","78.2g","2011-2015","Total","0","Los Angeles",3027,67870,22.43,72.3,"lev0",115300,11770,11680,11860,525,506.3,543.7,"Hollywood South Central/Inner Sunset",3026,646.9,623.2,671.3,13320
"448","78.2gg","2011-2015","Total","0","Los Angeles",2668,64510,24.18,70.25,"lev0",99920,12910,12810,13010,534,513.8,554.3,"Angeles National Forest West/Kagel Canyon/Lake View Terrace/San Fernando East/Sylmar",2668,647.9,623.2,673.5,14180
"449","78.2ggg","2011-2015","Total","0","Los Angeles",3265,90920,27.85,66.23,"lev0",129600,14030,13930,14120,503.7,486.4,520.9,"South Central Northeast",3265,749.6,723.4,776.6,17790
"450","78.2gggg","2011-2015","Total","0","Los Angeles",3301,61370,18.59,76.64,"lev0",92110,13330,13220,13430,716.8,692.3,741.2,"Altadena East/Angeles National Forest East/Azusa North/Duarte North/Glendora/Pasadena East",3302,579,559.1,599.6,11350
"451","78.2h","2011-2015","Total","0","Los Angeles",2155,52900,24.55,70.04,"lev0",93800,11280,11180,11380,459.5,440.1,478.9,"Boyle Heights Central/City Terrace West",2155,594.6,569.3,620.9,13620
"452","78.2hh","2011-2015","Total","0","Los Angeles",3254,57140,17.56,77.92,"lev0",86650,13190,13080,13300,751.1,725.3,776.9,"Granada Hills/Mission Hills/Porter Ranch",3254,544.9,525.7,564.8,10710
"453","78.2hhh","2011-2015","Total","0","Los Angeles",3201,65700,20.54,74.54,"lev0",94180,13950,13850,14060,679.7,656.2,703.3,"Altadena West/Pasadena Northwest",3200,632.9,610.3,656.1,13840
"454","78.2hhhh","2011-2015","Total","0","Los Angeles",2065,49930,24.18,70.4,"lev0",96160,10390,10290,10480,429.5,411,448,"Canoga Park Northeast/Winnetka",2065,552.8,528.9,577.7,12160
"455","78.2i","2011-2015","Total","0","Los Angeles",3089,68930,22.32,72.55,"lev0",122000,11300,11210,11380,506.3,488.5,524.2,"El Sereno North/Highland Park/Montecito Heights/Monterey Hills",3090,588.6,567.8,609.9,12120
"456","78.2ii","2011-2015","Total","0","Los Angeles",3524,60910,17.29,78.64,"lev0",93760,12990,12890,13100,751.7,726.9,776.5,"Reseda South/Van Nuys Southwest",3524,600,578.9,621.7,11910
"457","78.2iii","2011-2015","Total","0","Los Angeles",2246,62390,27.78,66.16,"lev0",91690,13610,13500,13720,489.9,469.6,510.2,"North Long Beach",2246,822.2,785.6,860.1,17940
"458","78.2iiii","2011-2015","Total","0","Los Angeles",3758,76710,20.41,74.62,"lev0",112500,13630,13540,13730,667.9,646.6,689.3,"Gardena Southeast/Harbor Gateway Central/Lawndale South/Moneta/Redondo Beach North/Torrance North",3758,564.9,546.8,583.5,12270
"459","78.2j","2011-2015","Total","0","Los Angeles",4473,82490,18.44,76.97,"lev0",127200,12970,12890,13060,703.5,682.9,724.1,"Baldwin Hills/Culver City South/Fox Hills/Ladera Heights/Marina del Rey/View Park/Windsor Hills",4473,528.3,512.6,544.5,10750
"460","78.2jj","2011-2015","Total","0","Los Angeles",4043,74090,18.32,77.2,"lev0",128000,11580,11490,11660,631.7,612.2,651.2,"Sherman Oaks/Studio City/Valley Village",4043,588.5,570.2,607.3,10760
"461","78.2jjj","2011-2015","Total","0","Los Angeles",2709,79110,29.2,64.61,"lev0",113100,13990,13890,14090,479.1,461.1,497.2,"Long Beach West Central",2709,805,773.2,837.9,18910
"462","78.2jjjj","2011-2015","Total","0","Los Angeles",3179,73960,23.26,71.3,"lev0",106300,13910,13810,14010,598.1,577.3,618.8,"Norwalk/Studebaker",3179,658.8,635.8,682.6,14780
"463","78.2k","2011-2015","Total","0","Los Angeles",2878,74620,25.93,68.26,"lev0",78310,19060,18920,19190,735.1,708.2,761.9,"South Central Northwest",2878,777.7,749.2,807.1,19250
"464","78.2kk","2011-2015","Total","0","Los Angeles",3046,61660,20.24,74.84,"lev0",113600,10860,10770,10950,536.5,517.4,555.5,"North Hills/Northridge North",3046,631.7,609.2,654.8,11970
"465","78.2kkk","2011-2015","Total","0","Los Angeles",4798,93370,19.46,75.77,"lev0",130700,14280,14190,14370,734,713.2,754.7,"Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples",4798,633.7,615.6,652.3,12700
"466","78.2kkkk","2011-2015","Total","0","Los Angeles",2737,48880,17.86,77.78,"lev0",85230,11470,11370,11570,642.3,618.2,666.4,"Santa Monica Central/Sawtelle/West Los Angeles",2737,520.7,500.7,541.7,10530
"467","78.2l","2011-2015","Total","0","Los Angeles",2582,66920,25.92,68.47,"lev0",95170,14060,13960,14170,542.6,521.7,563.5,"Exposition Park/Leimert Park",2582,743.9,714.8,774,17260
"468","78.2ll","2011-2015","Total","0","Los Angeles",2488,62450,25.1,69.4,"lev0",124700,10020,9939,10100,399.1,383.4,414.8,"Arleta/Pacoima West/Panorama City/San Fernando West",2488,550.2,528.2,572.8,12160
"469","78.2lll","2011-2015","Total","0","Los Angeles",4000,86130,21.54,73.41,"lev0",110300,15620,15520,15730,725.5,703,748,"Bixby Knolls/Long Beach Central",3999,749.9,726.3,774.1,15890
"470","78.2m","2011-2015","Total","0","Los Angeles",2788,67950,24.37,69.99,"lev0",100200,13560,13460,13660,556.3,535.7,577,"Bellflower/Paramount South",2788,751.9,723.5,781.2,16080
"471","78.2mm","2011-2015","Total","0","Los Angeles",3183,53830,16.91,78.81,"lev0",103600,10390,10310,10480,614.6,593.3,636,"Pasadena South/San Marino/South Pasadena",3183,464.9,448.6,481.8,8622
"472","78.2mmm","2011-2015","Total","0","Los Angeles",2392,69170,28.93,65.06,"lev0",98330,14070,13960,14170,486.5,467,506,"Downtown Southeast/Florence North",2391,743,712,775.2,18030
"473","78.2n","2011-2015","Total","0","Los Angeles",3695,76320,20.66,74.33,"lev0",109300,13970,13870,14060,676.1,654.3,697.9,"Cerritos/Hawaiian Gardens",3705,669,647.4,691.2,13650
"474","78.2nn","2011-2015","Total","0","Los Angeles",3129,52760,16.86,78.75,"lev0",81720,12910,12800,13020,765.7,738.9,792.6,"Montebello North/Monterey Park/South San Gabriel",3130,474.4,457.4,492,9490
"475","78.2nnn","2011-2015","Total","0","Los Angeles",3782,91600,24.22,70.32,"lev0",109500,16730,16620,16840,690.8,668.8,712.8,"Crenshaw/Culver City East/Mid-City South/West Adams",3782,762.8,738.2,788.1,17750
"476","78.2o","2011-2015","Total","0","Los Angeles",5143,85350,16.59,79.04,"lev0",121000,14100,14010,14200,849.8,826.6,873,"Miraleste/Palo Verdes Estates/Portuguese Bend/Rancho Palos Verdes/Rolling Hills/San Pedro West",5143,507.7,493.4,522.5,10070
"477","78.2oo","2011-2015","Total","0","Los Angeles",2262,55790,24.67,69.73,"lev0",100500,11100,11010,11200,450.2,431.6,468.8,"El Monte/Five Points",2262,537.7,515.5,560.7,12210
"478","78.2ooo","2011-2015","Total","0","Los Angeles",2995,84710,28.29,65.76,"lev0",135100,12540,12450,12620,443.3,427.4,459.2,"Paramount North/Willowbrook",2994,756.8,728.1,786.4,17210
"479","78.2p","2011-2015","Total","0","Los Angeles",2847,72340,25.41,68.88,"lev0",116300,12440,12350,12530,489.7,471.8,507.7,"Long Beach Port/San Pedro East/Wilmington",2847,679.9,654.5,706.1,14850
"480","78.2pp","2011-2015","Total","0","Los Angeles",2827,56580,20.01,75.06,"lev0",103200,10960,10870,11050,547.6,527.4,567.8,"Hacienda Heights/Industry Central",2829,497.6,479.2,516.7,10050
"481","78.2ppp","2011-2015","Total","0","Los Angeles",2389,61300,25.66,68.68,"lev0",103900,11800,11700,11890,459.8,441.3,478.2,"Pacoima East/Sun Valley West",2389,597.5,573.2,622.5,13340
"482","78.2q","2011-2015","Total","0","Los Angeles",2593,59590,22.98,71.65,"lev0",100800,11830,11730,11920,514.7,494.9,534.5,"Del Aire/Inglewood West/Los Angeles International Airport",2593,616.9,592.8,641.9,12980
"483","78.2qq","2011-2015","Total","0","Los Angeles",3733,78600,21.06,73.76,"lev0",120300,13060,12970,13160,620.5,600.5,640.4,"Asuza/Charter Oak/Covina",3734,687.7,665.5,710.4,14070
"484","78.2qqq","2011-2015","Total","0","Los Angeles",2549,51380,20.17,74.97,"lev0",90840,11310,11220,11410,561.2,539.4,583,"Rosemead/San Gabriel South/South El Monte West/Temple City West",2548,517.2,497.1,537.9,10490
"485","78.2r","2011-2015","Total","0","Los Angeles",2160,54170,25.08,69.24,"lev0",79530,13620,13510,13740,543.2,520.3,566.1,"Inglewood East/Lennox",2160,700.6,670.6,731.6,15410
