"","causeName","CAUSE","sex","county","comName","comID","Ndeaths","cDeathRate","aRate","aLCI","aUCI","aSE","aRateState","aSEState","count","percentGeocoded","myZ","sig","pValue"
"1642","Firearm-Suicide","S2","Total","San Luis Obispo","Arroyo Grande/Nipomo/Oceano/Pismo Beach","171",30,7.165,5.948,3.891,8.879,1.163,3.784,0.04336,11934,0.959778783308195,1.85941321682295,2,0.0314842949113874
"1643","Firearm-Homicide","S3","Total","San Luis Obispo","Arroyo Grande/Nipomo/Oceano/Pismo Beach","171",2,0.4777,0.4747,0.04231,2.054,0.3671,3.405,0.04217,11934,0.959778783308195,-7.93014252051234,3,0.999999999999999
"1644","ALL Firearm","S","Female","San Luis Obispo","San Luis Obispo","172",2,1.303,7.159,0.8623,26.39,5.071,1.683,0.04131,11934,0.959778783308195,1.07983007460816,2,0.140108928043501
"1645","Firearm-Suicide","S2","Female","San Luis Obispo","San Luis Obispo","172",2,1.303,1.097,0.1322,6.736,0.7773,0.7903,0.02782,11934,0.959778783308195,0.394318477671051,2,0.346672961470811
"1646","ALL Firearm","S","Male","San Luis Obispo","San Luis Obispo","172",21,11.17,22.89,13.85,36.3,5.202,13.14,0.1168,11934,0.959778783308195,1.87380685913987,2,0.0304785253334812
"1647","Firearm-Suicide","S2","Male","San Luis Obispo","San Luis Obispo","172",20,10.64,14.15,8.438,23.4,3.301,7.108,0.08629,11934,0.959778783308195,2.13256444433569,1,0.0164802363306767
"1648","Firearm-Homicide","S3","Male","San Luis Obispo","San Luis Obispo","172",1,0.5318,0.6484,0.01642,6.126,0.6484,5.834,0.07741,11934,0.959778783308195,-7.94113984549763,3,0.999999999999999
"1649","ALL Firearm","S","Total","San Luis Obispo","San Luis Obispo","172",23,6.734,12.79,7.905,20.02,2.801,7.303,0.06097,11934,0.959778783308195,1.95847931388037,2,0.0250868980194422
"1650","Firearm-Suicide","S2","Total","San Luis Obispo","San Luis Obispo","172",22,6.442,7.967,4.86,12.81,1.785,3.784,0.04336,11934,0.959778783308195,2.34272628490273,1,0.00957171072102514
"1651","Firearm-Homicide","S3","Total","San Luis Obispo","San Luis Obispo","172",1,0.2928,0.3064,0.007756,2.964,0.3064,3.405,0.04217,11934,0.959778783308195,-10.0184835141152,3,1
"1652","ALL Firearm","S","Female","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",2,1.556,5.793,0.6294,23.16,4.236,1.683,0.04131,11934,0.959778783308195,0.970208823265458,2,0.165971206802351
"1653","Firearm-Suicide","S2","Female","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",2,1.556,1.287,0.1398,5.972,0.9407,0.7903,0.02782,11934,0.959778783308195,0.527780306388083,2,0.29882591369858
"1654","ALL Firearm","S","Male","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",21,16.42,19.07,11.67,29.98,4.249,13.14,0.1168,11934,0.959778783308195,1.39509550725806,2,0.0814935204094458
"1655","Firearm-Suicide","S2","Male","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",20,15.64,14.21,8.576,22.62,3.249,7.108,0.08629,11934,0.959778783308195,2.1851328191263,1,0.0144395547650155
"1656","Firearm-Homicide","S3","Male","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",1,0.7821,0.7592,0.01922,5.034,0.7592,5.834,0.07741,11934,0.959778783308195,-6.64992646799278,3,0.999999999985338
"1657","ALL Firearm","S","Total","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",23,8.972,10.03,6.276,15.54,2.143,7.303,0.06097,11934,0.959778783308195,1.27200046175038,2,0.101686477603966
"1658","Firearm-Suicide","S2","Total","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",22,8.582,7.482,4.626,11.73,1.636,3.784,0.04336,11934,0.959778783308195,2.25959771649393,1,0.0119231147292368
"1659","Firearm-Homicide","S3","Total","San Luis Obispo","El Paso de Robles/Lake Nacimiento/San Miguel/Shandon","173",1,0.3901,0.3925,0.009937,2.605,0.3925,3.405,0.04217,11934,0.959778783308195,-7.63124097312674,3,0.999999999999988
"1660","ALL Firearm","S","Female","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",4,4.245,10.23,2.262,31.3,5.712,1.683,0.04131,11934,0.959778783308195,1.49628439917588,2,0.0672897793967949
"1661","Firearm-Suicide","S2","Female","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",3,3.184,2.315,0.3705,11,1.486,0.7903,0.02782,11934,0.959778783308195,1.02586330656096,2,0.152478010323836
"1662","Firearm-Homicide","S3","Female","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",1,1.061,1.619,0.04099,10.73,1.619,0.8687,0.03016,11934,0.959778783308195,0.463353826426127,2,0.321555384760842
"1663","ALL Firearm","S","Male","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",21,22.56,31.48,18.79,50.71,7.329,13.14,0.1168,11934,0.959778783308195,2.50207005928643,1,0.00617347445777017
"1664","Firearm-Suicide","S2","Male","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",20,21.49,18.25,10.73,30.09,4.359,7.108,0.08629,11934,0.959778783308195,2.55559016003727,1,0.0053003947193736
"1665","Firearm-Homicide","S3","Male","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",1,1.074,1.351,0.0342,8.504,1.351,5.834,0.07741,11934,0.959778783308195,-3.31284901088357,3,0.999538245891934
"1666","ALL Firearm","S","Total","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",25,13.35,14.76,9.098,23.17,3.247,7.303,0.06097,11934,0.959778783308195,2.29617669304499,1,0.0108328903021409
"1667","Firearm-Suicide","S2","Total","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",23,12.28,10.1,6.073,16.41,2.319,3.784,0.04336,11934,0.959778783308195,2.72311178883136,1,0.00323350854815585
"1668","Firearm-Homicide","S3","Total","San Luis Obispo","Baywood/Cambria/Cayucos/Morro Bay/Los Osos","174",2,1.068,1.497,0.1803,5.841,1.06,3.405,0.04217,11934,0.959778783308195,-1.79857726885148,2,0.963957212125535
"1669","ALL Firearm","S","Female","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",1,1.409,13.54,0.3428,75.45,13.54,1.683,0.04131,23431,0.977764500021339,0.875697549171859,2,0.190597239031408
"1670","Firearm-Undermined","S4","Female","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",1,1.409,1.877,0.04753,11.76,1.877,0.01246,0.003389,23431,0.977764500021339,0.99336012830489,2,0.160267242447075
"1671","ALL Firearm","S","Male","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",7,10.38,21.5,7.725,49.55,8.921,13.14,0.1168,23431,0.977764500021339,0.937034364002375,2,0.174370440872498
"1672","Firearm-Suicide","S2","Male","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",4,5.933,3.2,0.8653,11.45,1.607,7.108,0.08629,23431,0.977764500021339,-2.42836228642156,3,0.992416407995375
"1673","Firearm-Homicide","S3","Male","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",3,4.45,5.99,1.235,17.63,3.459,5.834,0.07741,23431,0.977764500021339,0.0450884503287079,2,0.482018403681801
"1674","ALL Firearm","S","Total","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",8,5.78,12.79,4.98,28.08,4.974,7.303,0.06097,23431,0.977764500021339,1.1030534438172,2,0.135001978476655
"1675","Firearm-Suicide","S2","Total","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",4,2.89,1.495,0.4058,5.75,0.7494,3.784,0.04336,23431,0.977764500021339,-3.04934362126404,3,0.998853290017564
"1676","Firearm-Homicide","S3","Total","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",3,2.167,3.013,0.6188,9.004,1.742,3.405,0.04217,23431,0.977764500021339,-0.224962796179258,2,0.588995891608692
"1677","Firearm-Undermined","S4","Total","San Mateo","El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline","175.1",1,0.7225,0.9612,0.02433,5.723,0.9612,0.03476,0.004209,23431,0.977764500021339,0.963827630032689,2,0.167566175862998
"1678","ALL Firearm","S","Male","San Mateo","La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa","175.2",1,9.785,63.29,1.602,352.6,63.29,13.14,0.1168,23431,0.977764500021339,0.792382913580349,2,0.214068719579643
"1679","Firearm-Suicide","S2","Male","San Mateo","La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa","175.2",1,9.785,4.18,0.1058,193.5,4.18,7.108,0.08629,23431,0.977764500021339,-0.700329260116339,2,0.758139148694157
"1680","ALL Firearm","S","Total","San Mateo","La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa","175.2",1,5.047,35.03,0.8868,195.2,35.03,7.303,0.06097,23431,0.977764500021339,0.791520354052076,2,0.21432020170752
"1681","Firearm-Suicide","S2","Total","San Mateo","La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa","175.2",1,5.047,2.313,0.05856,67.13,2.313,3.784,0.04336,23431,0.977764500021339,-0.635858883793104,2,0.737565798153797
"1682","ALL Firearm","S","Female","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",2,1.949,12.74,1.543,46.03,9.011,1.683,0.04131,23431,0.977764500021339,1.22704292653824,2,0.109903228626971
"1683","Firearm-Suicide","S2","Female","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",1,0.9743,0.5559,0.01407,5.541,0.5559,0.7903,0.02782,23431,0.977764500021339,-0.421131539657738,2,0.663170484066795
"1684","Firearm-Homicide","S3","Female","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",1,0.9743,0.5559,0.01407,5.541,0.5559,0.8687,0.03016,23431,0.977764500021339,-0.561864804541051,2,0.712895932557665
"1685","ALL Firearm","S","Male","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",12,12.89,26.28,13.37,46.8,7.745,13.14,0.1168,23431,0.977764500021339,1.69638554636681,2,0.0449064445673224
"1686","Firearm-Accident","S1","Male","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",1,1.074,1.424,0.03606,8.224,1.424,0.1448,0.01212,23431,0.977764500021339,0.89828207104329,2,0.184517594241025
"1687","Firearm-Suicide","S2","Male","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",8,8.596,10.03,4.223,20.47,3.634,7.108,0.08629,23431,0.977764500021339,0.803846061373416,2,0.210742942144767
"1688","Firearm-Homicide","S3","Male","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",3,3.223,3.499,0.7026,11.12,2.045,5.834,0.07741,23431,0.977764500021339,-1.14099213551228,2,0.87306340212817
"1689","ALL Firearm","S","Total","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",14,7.154,13.14,7.01,22.73,3.635,7.303,0.06097,23431,0.977764500021339,1.6055513335344,2,0.054186262838378
"1690","Firearm-Accident","S1","Total","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",1,0.511,0.6405,0.01622,3.754,0.6405,0.07932,0.006368,23431,0.977764500021339,0.876115950505266,2,0.190483501180428
"1691","Firearm-Suicide","S2","Total","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",9,4.599,4.899,2.165,9.73,1.692,3.784,0.04336,23431,0.977764500021339,0.658767175450957,2,0.255022644318994
"1692","Firearm-Homicide","S3","Total","San Mateo","Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar","175.3",4,2.044,1.936,0.4972,5.528,1.001,3.405,0.04217,23431,0.977764500021339,-1.46623194115863,2,0.928707445197906
"1693","ALL Firearm","S","Female","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",5,2.016,4.433,1.355,11.6,2.065,1.683,0.04131,23431,0.977764500021339,1.33145273546186,2,0.0915200435617763
"1694","Firearm-Suicide","S2","Female","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",3,1.21,0.9644,0.1959,3.512,0.5607,0.7903,0.02782,23431,0.977764500021339,0.310123229872456,2,0.378233623827852
"1695","Firearm-Homicide","S3","Female","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",2,0.8066,0.9306,0.1005,3.733,0.6817,0.8687,0.03016,23431,0.977764500021339,0.0907136684001086,2,0.463860054800092
"1696","ALL Firearm","S","Male","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",20,8.143,10.21,6.156,16.22,2.337,13.14,0.1168,23431,0.977764500021339,-1.25218120448954,2,0.894748078403103
"1697","Firearm-Suicide","S2","Male","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",14,5.7,5.497,2.95,9.584,1.508,7.108,0.08629,23431,0.977764500021339,-1.06655770017562,2,0.856914194894409
"1698","Firearm-Homicide","S3","Male","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",6,2.443,2.363,0.8495,5.505,0.9806,5.834,0.07741,23431,0.977764500021339,-3.5286916956593,3,0.999791190321413
"1699","ALL Firearm","S","Total","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",25,5.065,6.255,4.005,9.419,1.279,7.303,0.06097,23431,0.977764500021339,-0.818460727225724,2,0.793452920869658
"1700","Firearm-Suicide","S2","Total","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",17,3.444,3.148,1.811,5.191,0.7789,3.784,0.04336,23431,0.977764500021339,-0.815273869746814,2,0.792542218780822
"1701","Firearm-Homicide","S3","Total","San Mateo","Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco","176a",8,1.621,1.667,0.7043,3.404,0.602,3.405,0.04217,23431,0.977764500021339,-2.87998582106414,3,0.998011534720611
"1702","ALL Firearm","S","Female","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",3,1.531,4.138,0.8491,12.4,2.395,1.683,0.04131,23431,0.977764500021339,1.02489974521997,2,0.152705247427648
"1703","Firearm-Suicide","S2","Female","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",2,1.021,0.9474,0.1147,4.584,0.6699,0.7903,0.02782,23431,0.977764500021339,0.234310652035844,2,0.407371908475271
"1704","Firearm-Homicide","S3","Female","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",1,0.5103,0.5453,0.01381,4.092,0.5453,0.8687,0.03016,23431,0.977764500021339,-0.592162988830311,2,0.723129274635656
"1705","ALL Firearm","S","Male","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",21,9.94,14.24,8.435,24.31,3.359,13.14,0.1168,23431,0.977764500021339,0.327280616895726,2,0.371727825692416
"1706","Firearm-Suicide","S2","Male","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",7,3.313,3.666,1.303,9.136,1.535,7.108,0.08629,23431,0.977764500021339,-2.23881060716278,3,0.987415879089521
"1707","Firearm-Homicide","S3","Male","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",14,6.626,5.113,2.761,10.16,1.391,5.834,0.07741,23431,0.977764500021339,-0.517531359818016,2,0.697607358289031
"1708","ALL Firearm","S","Total","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",24,5.893,7.495,4.693,11.96,1.601,7.303,0.06097,23431,0.977764500021339,0.119838179298923,2,0.452305668579
"1709","Firearm-Suicide","S2","Total","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",9,2.21,2.311,0.9982,4.961,0.8167,3.784,0.04336,23431,0.977764500021339,-1.80106328397451,2,0.964153547027598
"1710","Firearm-Homicide","S3","Total","San Mateo","East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East","176b",15,3.683,2.964,1.643,5.48,0.7762,3.405,0.04217,23431,0.977764500021339,-0.567315905420005,2,0.714750213656784
"1711","ALL Firearm","S","Female","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",1,0.4465,3.783,0.09577,21.08,3.783,1.683,0.04131,23431,0.977764500021339,0.555081893909271,2,0.289419323323738
"1712","Firearm-Suicide","S2","Female","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",1,0.4465,0.5129,0.01298,3.359,0.5129,0.7903,0.02782,23431,0.977764500021339,-0.540052324014196,2,0.705419525791407
"1713","ALL Firearm","S","Male","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",9,4.241,6.467,2.897,12.86,2.203,13.14,0.1168,23431,0.977764500021339,-3.0248029571962,3,0.998756024210238
"1714","Firearm-Suicide","S2","Male","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",8,3.769,3.439,1.448,7.154,1.246,7.108,0.08629,23431,0.977764500021339,-2.93758679387439,3,0.998346112161351
"1715","Firearm-Homicide","S3","Male","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",1,0.4712,0.4871,0.01233,3.022,0.4871,5.834,0.07741,23431,0.977764500021339,-10.8409628184112,3,1
"1716","ALL Firearm","S","Total","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",10,2.293,3.503,1.642,6.826,1.137,7.303,0.06097,23431,0.977764500021339,-3.33733362215485,3,0.999577068260782
"1717","Firearm-Suicide","S2","Total","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",9,2.063,1.877,0.8357,3.81,0.6437,3.784,0.04336,23431,0.977764500021339,-2.95586175624081,3,0.998441015950003
"1718","Firearm-Homicide","S3","Total","San Mateo","Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills","176c",1,0.2293,0.2498,0.006325,1.59,0.2498,3.405,0.04217,23431,0.977764500021339,-12.4546814247182,3,1
"1719","ALL Firearm","S","Female","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",6,1.85,6.663,2.401,14.86,2.76,1.683,0.04131,23431,0.977764500021339,1.80414575250984,2,0.0356042304397094
"1720","Firearm-Suicide","S2","Female","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",4,1.233,0.9298,0.2453,3.081,0.4735,0.7903,0.02782,23431,0.977764500021339,0.294107376250713,2,0.38433792729825
"1721","Firearm-Homicide","S3","Female","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",2,0.6167,0.5549,0.06721,2.637,0.3924,0.8687,0.03016,23431,0.977764500021339,-0.797342502094846,2,0.787373928694457
"1722","ALL Firearm","S","Male","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",19,6.001,6.898,4.122,10.93,1.603,13.14,0.1168,23431,0.977764500021339,-3.88365319508553,3,0.999948550675749
"1723","Firearm-Suicide","S2","Male","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",12,3.79,3.352,1.713,6.241,0.9815,7.108,0.08629,23431,0.977764500021339,-3.8120916734338,3,0.999931102126108
"1724","Firearm-Homicide","S3","Male","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",7,2.211,2.065,0.8211,4.635,0.7881,5.834,0.07741,23431,0.977764500021339,-4.75948369180333,3,0.99999902955597
"1725","ALL Firearm","S","Total","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",25,3.901,4.292,2.752,6.45,0.8745,7.303,0.06097,23431,0.977764500021339,-3.43477250136379,3,0.999703474263287
"1726","Firearm-Suicide","S2","Total","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",16,2.496,2.039,1.149,3.54,0.5207,3.784,0.04336,23431,0.977764500021339,-3.33969866963591,3,0.99958065330992
"1727","Firearm-Homicide","S3","Total","San Mateo","Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough","176d",9,1.404,1.332,0.6041,2.722,0.4477,3.405,0.04217,23431,0.977764500021339,-4.60992779148273,3,0.999997985955729
"1728","ALL Firearm","S","Female","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",3,1.14,2.996,0.5825,9.574,1.776,1.683,0.04131,23431,0.977764500021339,0.739101889254178,2,0.229922564868544
"1729","Firearm-Suicide","S2","Female","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",1,0.38,0.4152,0.01051,2.766,0.4152,0.7903,0.02782,23431,0.977764500021339,-0.901398881970712,2,0.816311862176513
"1730","Firearm-Homicide","S3","Female","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",2,0.76,0.8915,0.0958,3.584,0.654,0.8687,0.03016,23431,0.977764500021339,0.0348253733475627,2,0.486109493947265
"1731","ALL Firearm","S","Male","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",16,6.474,7.284,4.036,12.49,1.909,13.14,0.1168,23431,0.977764500021339,-3.06184903677637,3,0.99890012818413
"1732","Firearm-Suicide","S2","Male","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",14,5.665,4.663,2.476,8.366,1.298,7.108,0.08629,23431,0.977764500021339,-1.8795185081077,2,0.969913135610853
"1733","Firearm-Homicide","S3","Male","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",2,0.8093,1.057,0.1264,3.939,0.7502,5.834,0.07741,23431,0.977764500021339,-6.33400451574394,3,0.999999999880561
"1734","ALL Firearm","S","Total","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",19,3.723,4.259,2.465,7.028,1.044,7.303,0.06097,23431,0.977764500021339,-2.91074932962338,3,0.99819718419637
"1735","Firearm-Suicide","S2","Total","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",15,2.94,2.381,1.274,4.242,0.656,3.784,0.04336,23431,0.977764500021339,-2.13406285242631,3,0.983581181904962
"1736","Firearm-Homicide","S3","Total","San Mateo","Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West","176e",4,0.7839,0.9629,0.2531,2.585,0.4914,3.405,0.04217,23431,0.977764500021339,-4.95147959575785,3,0.999999631743284
"1737","ALL Firearm","S","Female","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",3,1.225,3.302,0.6799,9.734,1.908,1.683,0.04131,23431,0.977764500021339,0.848333684185122,2,0.198126081713539
"1738","Firearm-Suicide","S2","Female","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",3,1.225,0.9538,0.1964,3.645,0.5511,0.7903,0.02782,23431,0.977764500021339,0.296302072964335,2,0.383499701499838
"1739","ALL Firearm","S","Male","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",11,4.508,5.938,2.906,11.07,1.834,13.14,0.1168,23431,0.977764500021339,-3.91899617769747,3,0.999955540737705
"1740","Firearm-Suicide","S2","Male","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",9,3.689,3.629,1.625,7.257,1.237,7.108,0.08629,23431,0.977764500021339,-2.80563150895931,3,0.997489095771481
"1741","Firearm-Homicide","S3","Male","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",2,0.8197,0.9416,0.1066,3.678,0.68,5.834,0.07741,23431,0.977764500021339,-7.14853553288547,3,0.999999999999561
"1742","ALL Firearm","S","Total","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",14,2.864,3.581,1.917,6.308,0.9858,7.303,0.06097,23431,0.977764500021339,-3.7684131169794,3,0.999917855676218
"1743","Firearm-Suicide","S2","Total","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",12,2.455,2.259,1.145,4.186,0.6679,3.784,0.04336,23431,0.977764500021339,-2.27847955570089,3,0.988650989392431
"1744","Firearm-Homicide","S3","Total","San Mateo","Foster City/Redwood Shores/San Mateo East","176f",2,0.4092,0.498,0.05607,1.951,0.3602,3.405,0.04217,23431,0.977764500021339,-8.01577011508206,3,0.999999999999999
"1745","ALL Firearm","S","Male","San Mateo","Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands","176g",17,7.29,9.224,5.295,15.44,2.29,13.14,0.1168,23431,0.977764500021339,-1.70782370587139,2,0.956165470488047
"1746","Firearm-Suicide","S2","Male","San Mateo","Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands","176g",16,6.861,5.534,3.115,9.584,1.417,7.108,0.08629,23431,0.977764500021339,-1.10874355476554,2,0.866229586585801
"1747","Firearm-Undermined","S4","Male","San Mateo","Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands","176g",1,0.4288,0.43,0.01089,3.039,0.43,0.057,0.007704,23431,0.977764500021339,0.867302672566263,2,0.1928880963693
"1748","ALL Firearm","S","Total","San Mateo","Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands","176g",17,3.496,4.157,2.379,7.03,1.037,7.303,0.06097,23431,0.977764500021339,-3.02852121766967,3,0.998771230903778
"1749","Firearm-Suicide","S2","Total","San Mateo","Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands","176g",16,3.29,2.477,1.391,4.349,0.6364,3.784,0.04336,23431,0.977764500021339,-2.04898944523606,3,0.97976842648748
