county,comName,Ndeaths 2008-2012,Ndeaths 2013-2017,Rate 2008-2012,Rate 2013-2017,Percent Change,pValue,Community 13-17 Compared to State 15-17
Shasta,Big Bend/Montgomery Creek/Oak Run/Round Mountain,2,2,13.94,3.186,-77.14490674318508,0.14517314327366948,No Diff
Shasta,Burney/Cassel/Fall River Mills/Hat Creek/McArthur,1,2,6.335,4.815,-23.9936858721389,0.41744395297537173,No Diff
Shasta,Castella/Lakehead/OBrien,1,1,8.989,11.62,29.269106685949474,0.4289339853927764,No Diff
Shasta,Manton/Millville/Shingletown/Viola,1,5,1.269,30.48,2301.891252955083,0.027978695723316238,Higher
Shasta,Palo Cedro,NA,2,NA,10.04,NA,NA,No Diff
Shasta,Redding,12,23,2.555,4.675,82.97455968688844,0.04375186279259391,No Diff
Siskiyou,Carrick/Edgewood/Mount Shasta/Weed,1,3,0.781,3.562,356.08194622279126,0.13983037187182024,No Diff
Siskiyou,Etna/Fort Jones/Greenview,1,2,3.948,3.773,-4.432624113475173,0.48535159201107136,No Diff
Siskiyou,Gazelle/Grenada/Hilt/Hornbrook/Yreka,4,7,6.176,9.156,48.25129533678757,0.2689394599044235,No Diff
Siskiyou,Happy Camp,1,1,11.18,8.297,-25.78711985688729,0.41797498176196757,No Diff
Solano,Benicia/Collinsville/Suisun City,13,9,8.377,4.805,-42.64056344753492,0.10634865432355833,No Diff
Solano,Dixon,NA,3,NA,2.841,NA,NA,No Diff
Solano,Fairfield,54,52,9.387,8.774,-6.530307872589765,0.3658770877324291,Higher
Solano,Rio Vista,1,NA,0.9941,NA,NA,NA,NA
Solano,Vacaville,18,12,3.563,2.253,-36.76676957619983,0.11115857139856145,Lower
Solano,Vallejo,83,97,12.09,14.22,17.617866004962785,0.14252135166743007,Higher
Sonoma,Bodega/Sebastopol,2,2,3.634,0.8265,-77.25646670335719,0.14520396484610576,Lower
Sonoma,Boyes Hot Springs/Glen Ellen/Kenwood/Sonoma/Vineburg,4,3,1.994,1.194,-40.12036108324975,0.27073735173276636,Lower
Sonoma,Cloverdale,3,2,4.977,3.434,-31.002612015270245,0.34082872217629123,No Diff
Sonoma,Forestville/Fort Ross/Guerneville/Jenner/Monte Rio/Occidental/Sea Ranch,3,7,1.848,5.491,197.1320346320346,0.0740304335533506,No Diff
Sonoma,Geyserville/Healdsburg,5,1,7.11,2.184,-69.28270042194093,0.10578232760407047,No Diff
Sonoma,Petaluma,14,13,2.231,1.987,-10.936799641416396,0.3831342471326358,Lower
Sonoma,Santa Rosa,29,19,2.974,1.937,-34.868863483523874,0.0755039659811394,Lower
Sonoma,Two Rock/Valley Ford,2,NA,3.24,NA,NA,NA,NA
Sonoma,Windsor,1,3,0.8798,1.795,104.02364173675835,0.25060177610292467,Lower
Stanislaus,Ceres/Modesto South Central,54,36,11.79,7.441,-36.88719253604749,0.017582438432775294,Higher
Stanislaus,Crows Landing/Empire/Grayson/Newman/Patterson/Westley,12,14,6.084,6.853,12.639710716633795,0.3819099247471903,No Diff
Stanislaus,Denair/Turlock,16,19,4.471,5.192,16.126146276000895,0.3308460278830614,No Diff
Stanislaus,Hughson,16,9,7.055,4.334,-38.56839121190645,0.11879726601952345,No Diff
Stanislaus,Keyes,4,1,4.745,1.209,-74.52054794520548,0.09529333787126071,Lower
Stanislaus,Modesto East,34,29,7.506,6.451,-14.055422328803632,0.2763137834052256,No Diff
Stanislaus,Modesto West,17,26,4.225,6.256,48.07100591715978,0.10751902371598399,No Diff
Stanislaus,Oakdale/Riverbank,17,7,5.973,2.451,-58.96534404821698,0.020757391080557297,Lower
Stanislaus,Salida,6,7,4.814,4.73,-1.744910677191517,0.487465788686976,No Diff
Sutter,Live Oak,3,4,5.863,8.541,45.67627494456762,0.31512973450969883,No Diff
Sutter,Meridian/Robbins/Yuba City,22,18,5.346,4.558,-14.7399925177703,0.3090025429818686,No Diff
Sutter,Nicolaus/Pleasant Grove,NA,1,NA,9.172,NA,NA,No Diff
Tehama,Corning/Los Molinos/Tehama/Vina,3,4,3.447,4.774,38.4972439802727,0.3360260821752833,No Diff
Tehama,Dairyville/Manton/Mineral/Paynes Creek,3,3,17.01,17.64,3.7037037037036975,0.4831879463444789,No Diff
Tehama,Gerber/Los Flores/Proberta/Red Bluff,8,4,4.547,2.159,-52.518143831097426,0.11620468043752297,Lower
Tehama,Paskenta/Rancho Tehama,2,4,11.05,17.64,59.63800904977375,0.2953200356026282,No Diff
Trinity,Douglas City/Lewiston/Trinity Center/Weaverville,NA,2,NA,8.089,NA,NA,No Diff
Trinity,Forest Glen/Hayfork/Hyampom/Peanut,1,3,7.154,24.15,237.57338551859098,0.13902262582679525,No Diff
Tulare,Alpaugh/Earlimart/Pixley/Porterville/Rich Grove/Terra Bella,42,48,8.403,9.871,17.46995120790194,0.22814353761358663,Higher
Tulare,Cutler-Orosi,16,10,14.67,10.41,-29.038854805725972,0.19789232900689568,No Diff
Tulare,Dinuba,5,9,3.271,5.001,52.889024763069415,0.2216983987138641,No Diff
Tulare,Exeter/Lemon Cove/Lindsay/Strathmore,19,16,8.535,8.275,-3.046280023432921,0.4642539229217365,No Diff
Tulare,Farmersville/Goshen/Visalia,46,63,6.114,8.128,32.94079162577691,0.07194404763590179,Higher
Tulare,Ivanhoe/Woodlake,4,6,5.174,6.981,34.92462311557788,0.3233814378682194,No Diff
Tulare,Springville,5,1,15.35,4.84,-68.46905537459284,0.1240756666589713,No Diff
Tulare,Three Rivers,1,3,3.503,20.1,473.79389095061373,0.09349059253080916,No Diff
Tulare,Tipton/Tulare/Woodville,32,33,8.098,8.988,10.990367992096798,0.3401001988932266,Higher
Tuolumne,Columbia/Jamestown/Sonora,2,5,1.983,5.191,161.77508825012603,0.13360583170341434,No Diff
Tuolumne,East Sonora/Mi-Wuk Village/Soulsbyville/Tuolumne City/Twain Harte,2,1,2.85,0.4555,-84.01754385964911,0.12343247948102698,Lower
Ventura,Camarillo/Moorpark,9,8,1.827,1.624,-11.111111111111102,0.40567118817283065,Lower
Ventura,Fillmore/Los Padres National Forest/Piru/Santa Paula/Saticoy,13,19,3.774,5.171,37.016428192898786,0.19020222652113672,No Diff
Ventura,Meiners Oaks/Oak View/Ojai,5,4,4.115,2.414,-41.33657351154313,0.22462162696836008,Lower
Ventura,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,25,20,4.282,3.483,-18.659504904250348,0.24744534128017381,Lower
Ventura,Oxnard North Central,36,57,5.371,7.842,46.00633029231054,0.039061769086645715,Higher
Ventura,Simi Valley East,6,7,1.377,1.613,17.138707334785764,0.3899225982681742,Lower
Ventura,Simi Valley West/Thousand Oaks East,9,6,2.258,1.34,-40.65544729849424,0.16484215692419824,Lower
Ventura,Thousand Oaks Central and West,3,5,0.5023,0.8206,63.36850487756322,0.2553067370761999,Lower
Ventura,Ventura,10,17,2.305,3.748,62.60303687635575,0.11141794780716929,Lower
Yolo,Bryte/Broderick/Clarksburg/Riverview/West Sacramento,10,13,3.748,4.442,18.51654215581643,0.34353509411099203,No Diff
Yolo,Davis,4,3,1.408,1.2,-14.772727272727272,0.421683037175444,Lower
Yolo,Knights Landing,NA,1,NA,8.959,NA,NA,No Diff
Yolo,Winters,NA,1,NA,2.314,NA,NA,No Diff
Yolo,Woodland,7,9,2.341,2.934,25.331055104656127,0.32787286470549737,Lower
Yuba,Browns Valley/Brownsville/Dobbins/Oregon House,1,2,5.114,16.19,216.5819319515057,0.1885525919836223,No Diff
Yuba,Marysville,14,19,4.748,5.992,26.200505475989885,0.2573285515480933,No Diff
