  Year          Age             Female            Male           Total
     1978    105-109             930.22          388.53         1318.75
     1978    110+                178.57           95.21          273.78
     1979        0           1648567.12      1727569.86      3376136.98
     1979      1-4           6118654.79      6404660.27     12523315.06
     1979      5-9           8374753.41      8747260.26     17122013.67
     1979     10-14          9147183.56      9534665.75     18681849.31
     1979     15-19         10525920.54     10864956.15     21390876.69
     1979     20-24         10457731.51     10464246.58     20921978.09
     1979     25-29          9476827.39      9354345.20     18831172.59
     1979     30-34          8392512.33      8198005.48     16590517.81
     1979     35-39          6784865.76      6537873.97     13322739.73
     1979     40-44          5832139.74      5589632.89     11421772.63
     1979     45-49          5802400.00      5478904.11     11281304.11
     1979     50-54          6129427.39      5639953.42     11769380.81
     1979     55-59          6067117.80      5437591.78     11504709.58
     1979     60-64          5244646.58      4531600.01      9776246.59
     1979     65-69          4836073.97      3850589.04      8686663.01
     1979     70-74          3759183.56      2721619.19      6480802.75
     1979     75-79          2853624.66      1794084.93      4647709.59
     1979     80-84          1862816.59       993299.52      2856116.11
     1979     85-89           999678.07       458132.91      1457810.98
     1979     90-94           354106.86       141173.24       495280.10
     1979     95-99            76306.24        26170.34       102476.58
     1979    100-104            9414.63         2852.72        12267.35
     1979    105-109             947.35          387.82         1335.17
     1979    110+                192.32           88.34          280.66
     1980        0           1706540.64      1786571.22      3493111.86
     1980      1-4           6236202.71      6528807.80     12765010.51
     1980      5-9           8197731.06      8575476.06     16773207.12
     1980     10-14          8977412.36      9362969.30     18340381.66
     1980     15-19         10439029.11     10789118.89     21228148.00
     1980     20-24         10612874.15     10628375.20     21241249.35
     1980     25-29          9745103.40      9636715.18     19381818.58
     1980     30-34          8775642.79      8577281.06     17352923.85
     1980     35-39          7038853.19      6796177.81     13835031.00
     1980     40-44          5936328.71      5688704.04     11625032.75
     1980     45-49          5721290.35      5407507.80     11128798.15
     1980     50-54          6090666.81      5619647.84     11710314.65
     1980     55-59          6121766.65      5474465.97     11596232.62
     1980     60-64          5371858.79      4632854.20     10004712.99
     1980     65-69          4878387.54      3899438.92      8777826.46
     1980     70-74          3898023.79      2818436.50      6716460.29
     1980     75-79          2933475.19      1843585.77      4777060.96
     1980     80-84          1883029.10       995140.45      2878169.55
     1980     85-89          1041871.27       470827.53      1512698.80
     1980     90-94           382330.55       148623.46       530954.01
     1980     95-99            84042.86        28244.62       112287.48
     1980    100-104           10294.61         3086.73        13381.34
     1980    105-109            1030.14          370.94         1401.08
     1980    110+                186.63           91.03          277.66
     1981        0           1750850.42      1832863.26      3583713.68
     1981      1-4           6394243.50      6694599.16     13088842.66
     1981      5-9           7977934.09      8352560.12     16330494.21
     1981     10-14          8935970.10      9332488.67     18268458.77
     1981     15-19         10238230.40     10586736.76     20824967.16
     1981     20-24         10744321.56     10780332.59     21524654.15
     1981     25-29         10006849.49      9921323.28     19928172.77
     1981     30-34          9217608.22      9020831.76     18238439.98
     1981     35-39          7232041.94      6989775.97     14221817.91
     1981     40-44          6064010.95      5814788.73     11878799.68
     1981     45-49          5656814.84      5359570.68     11016385.52
     1981     50-54          6047270.44      5597265.46     11644535.90
     1981     55-59          6122171.64      5460656.85     11582828.49
     1981     60-64          5499205.75      4752121.14     10251326.89
     1981     65-69          4917810.40      3936041.84      8853852.24
     1981     70-74          4014373.18      2902394.20      6916767.38
     1981     75-79          3007674.55      1886502.76      4894177.31
     1981     80-84          1958250.63      1024064.32      2982314.95
     1981     85-89          1082768.28       481830.78      1564599.06
     1981     90-94           405764.65       152872.58       558637.23
     1981     95-99            89972.80        29394.75       119367.55
     1981    100-104           11259.99         3281.38        14541.37
     1981    105-109            1135.01          343.97         1478.98
     1981    110+                176.79           98.60          275.39
     1982        0           1770832.33      1854722.16      3625554.49
     1982      1-4           6564915.77      6870262.79     13435178.56
     1982      5-9           7818355.42      8190537.62     16008893.04
     1982     10-14          8907880.84      9314398.18     18222279.02
     1982     15-19          9951806.39     10298521.15     20250327.54
     1982     20-24         10804851.23     10867663.69     21672514.92
     1982     25-29         10247677.70     10189433.19     20437110.89
     1982     30-34          9454921.86      9267563.61     18722485.47
     1982     35-39          7606915.90      7360840.46     14967756.36
     1982     40-44          6247799.31      5999055.37     12246854.68
     1982     45-49          5640042.04      5358185.86     10998227.90
     1982     50-54          5964724.56      5539258.27     11503982.83
     1982     55-59          6087347.04      5421031.12     11508378.16
     1982     60-64          5605767.72      4857871.12     10463638.84
     1982     65-69          4970100.83      3980771.68      8950872.51
     1982     70-74          4102992.61      2965373.34      7068365.95
     1982     75-79          3090201.02      1937637.82      5027838.84
     1982     80-84          1983893.39      1032603.20      3016496.59
     1982     85-89          1124527.62       493474.37      1618001.99
     1982     90-94           428182.16       157717.48       585899.64
     1982     95-99            96916.90        30587.12       127504.02
     1982    100-104           12375.38         3486.45        15861.83
     1982    105-109            1155.24          336.09         1491.33
     1982    110+                161.84          103.44          265.28
     1983        0           1780609.01      1865775.68      3646384.69
     1983      1-4           6715512.80      7025895.57     13741408.37
     1983      5-9           7813255.25      8192473.31     16005728.56
     1983     10-14          8798382.87      9207790.98     18006173.85
     1983     15-19          9661315.27     10012721.30     19674036.57
     1983     20-24         10783372.08     10873767.64     21657139.72
     1983     25-29         10477040.88     10445716.14     20922757.02
     1983     30-34          9532892.06      9357940.31     18890832.37
     1983     35-39          8046346.75      7796008.51     15842355.26
     1983     40-44          6529274.37      6278893.33     12808167.70
     1983     45-49          5688525.97      5417922.00     11106447.97
     1983     50-54          5843217.19      5440629.16     11283846.35
     1983     55-59          6057730.17      5402024.10     11459754.27
     1983     60-64          5683115.42      4928130.12     10611245.54
     1983     65-69          5028688.66      4036591.20      9065279.86
     1983     70-74          4187739.09      3028012.78      7215751.87
     1983     75-79          3175557.82      1991781.01      5167338.83
     1983     80-84          2053192.66      1066198.49      3119391.15
     1983     85-89          1148253.08       497021.21      1645274.29
     1983     90-94           459565.65       166076.38       625642.03
     1983     95-99           103757.29        31973.17       135730.46
     1983    100-104           13908.13         3772.05        17680.18
     1983    105-109            1191.06          349.78         1540.84
     1983    110+                164.10           90.85          254.95
     1984        0           1762780.79      1847655.85      3610436.64
     1984      1-4           6846323.25      7164336.89     14010660.14
     1984      5-9           7905119.06      8290858.89     16195977.95
     1984     10-14          8624730.65      9034096.91     17658827.56
     1984     15-19          9400711.51      9757958.02     19158669.53
     1984     20-24         10724314.75     10856377.29     21580692.04
     1984     25-29         10651722.41     10648352.78     21300075.19
     1984     30-34          9723018.70      9562693.99     19285712.69
     1984     35-39          8372810.79      8120438.97     16493249.76
     1984     40-44          6823432.92      6570129.96     13393562.88
     1984     45-49          5790129.32      5525023.35     11315152.67
     1984     50-54          5718584.24      5336751.13     11055335.37
     1984     55-59          6017662.76      5386436.85     11404099.61
     1984     60-64          5748080.46      4980902.36     10728982.82
     1984     65-69          5080139.37      4090548.18      9170687.55
     1984     70-74          4264299.20      3085317.75      7349616.95
     1984     75-79          3259655.58      2046122.38      5305777.96
     1984     80-84          2108672.01      1095665.37      3204337.38
     1984     85-89          1182971.96       502782.40      1685754.36
     1984     90-94           480101.81       170380.10       650481.91
     1984     95-99           113327.96        34085.92       147413.88
     1984    100-104           15164.09         4013.55        19177.64
     1984    105-109            1259.54          332.86         1592.40
     1984    110+                149.43           81.75          231.18
     1985        0           1770423.82      1854993.40      3625417.22
     1985      1-4           6909307.64      7233739.12     14143046.76
     1985      5-9           8055915.48      8445923.38     16501838.86
     1985     10-14          8414208.59      8824066.19     17238274.78
     1985     15-19          9230520.29      9598135.59     18828655.88
     1985     20-24         10613913.56     10782717.75     21396631.31
     1985     25-29         10773669.35     10791485.59     21565154.94
     1985     30-34          9954478.78      9810460.66     19764939.44
     1985     35-39          8743635.20      8492861.38     17236496.58
     1985     40-44          7058464.08      6803640.36     13862104.44
     1985     45-49          5890026.48      5627425.29     11517451.77
     1985     50-54          5636583.90      5268429.05     10905012.95
     1985     55-59          5942768.60      5347159.56     11289928.16
     1985     60-64          5818877.09      5035812.67     10854689.76
     1985     65-69          5132097.42      4146874.54      9278971.96
     1985     70-74          4328603.53      3135366.91      7463970.44
     1985     75-79          3341573.86      2101050.61      5442624.47
     1985     80-84          2190564.01      1135693.42      3326257.43
     1985     85-89          1193802.31       502104.61      1695906.92
     1985     90-94           501320.80       174442.32       675763.12
     1985     95-99           122574.72        35741.02       158315.74
     1985    100-104           16520.27         4169.25        20689.52
     1985    105-109            1275.06          364.46         1639.52
     1985    110+                150.92           66.83          217.75
     1986        0           1801361.10      1887764.05      3689125.15
     1986      1-4           6942506.19      7270595.25     14213101.44
     1986      5-9           8242566.20      8639655.19     16882221.39
     1986     10-14          8173584.88      8576490.81     16750075.69
     1986     15-19          9190039.76      9579983.63     18770023.39
     1986     20-24         10399568.23     10604050.70     21003618.93
     1986     25-29         10871477.60     10910865.94     21782343.54
     1986     30-34         10189496.75     10063151.26     20252648.01
     1986     35-39          9176867.25      8931839.28     18108706.53
     1986     40-44          7246772.63      6996330.81     14243103.44
     1986     45-49          6001015.93      5741051.84     11742067.77
     1986     50-54          5586891.43      5230429.78     10817321.21
     1986     55-59          5871804.89      5309921.91     11181726.80
     1986     60-64          5840822.33      5041763.41     10882585.74
     1986     65-69          5214035.41      4229803.04      9443838.45
     1986     70-74          4377264.85      3177237.83      7554502.68
     1986     75-79          3421234.91      2157220.78      5578455.69
     1986     80-84          2230914.27      1159105.16      3390019.43
     1986     85-89          1248102.97       519350.35      1767453.32
     1986     90-94           522143.02       178266.19       700409.21
     1986     95-99           130352.31        36877.67       167229.98
     1986    100-104           17738.23         4331.13        22069.36
     1986    105-109            1359.53          381.55         1741.08
     1986    110+                161.55           49.06          210.61
     1987        0           1807388.95      1894031.16      3701420.11
     1987      1-4           6986954.60      7319101.17     14306055.77
     1987      5-9           8430091.24      8834691.36     17264782.60
     1987     10-14          8013123.69      8412282.92     16425406.61
     1987     15-19          9172252.87      9583031.09     18755283.96
     1987     20-24         10114423.58     10352623.06     20467046.64
     1987     25-29         10908148.33     10966604.29     21874752.62
     1987     30-34         10421807.60     10310243.11     20732050.71
     1987     35-39          9422428.95      9192496.19     18614925.14
     1987     40-44          7627386.95      7377057.62     15004444.57
     1987     45-49          6172375.78      5914149.63     12086525.41
     1987     50-54          5566078.38      5225398.28     10791476.66
     1987     55-59          5792916.12      5258438.18     11051354.30
     1987     60-64          5812541.27      5008060.78     10820602.05
     1987     65-69          5315005.21      4324815.80      9639821.01
     1987     70-74          4422390.24      3220154.70      7642544.94
     1987     75-79          3499073.84      2214989.99      5714063.83
     1987     80-84          2310009.22      1197767.43      3507776.65
     1987     85-89          1264546.92       523232.44      1787779.36
     1987     90-94           542926.73       181699.85       724626.58
     1987     95-99           136710.30        37820.41       174530.71
     1987    100-104           18799.51         4498.67        23298.18
     1987    105-109            1508.13          388.19         1896.32
     1987    110+                151.77           43.37          195.14
     1988        0           1821704.18      1908273.27      3729977.45
     1988      1-4           7029237.22      7364794.01     14394031.23
     1988      5-9           8591577.21      9003653.53     17595230.74
     1988     10-14          8015485.39      8421219.67     16436705.06
     1988     15-19          9083806.45      9513240.37     18597046.82
     1988     20-24          9829963.06     10092343.81     19922306.87
     1988     25-29         10866362.83     10931382.89     21797745.72
     1988     30-34         10646156.74     10541866.66     21188023.40
     1988     35-39          9509658.34      9296663.04     18806321.38
     1988     40-44          8074775.99      7823632.04     15898408.03
     1988     45-49          6442242.12      6182982.95     12625225.07
     1988     50-54          5614201.13      5284306.82     10898507.95
     1988     55-59          5676565.25      5168373.23     10844938.48
     1988     60-64          5791563.11      4995378.29     10786941.40
     1988     65-69          5390092.18      4388216.11      9778308.29
     1988     70-74          4474260.35      3274197.31      7748457.66
     1988     75-79          3572748.02      2272402.82      5845150.84
     1988     80-84          2372073.72      1234531.54      3606605.26
     1988     85-89          1315122.95       542814.15      1857937.10
     1988     90-94           551583.76       182061.82       733645.58
     1988     95-99           145777.30        39097.30       184874.60
     1988    100-104           19517.98         4586.43        24104.41
     1988    105-109            1629.49          380.67         2010.16
     1988    110+                134.60           33.36          167.96
     1989        0           1860348.60      1947269.48      3807618.08
     1989      1-4           7102475.72      7442073.48     14544549.20
     1989      5-9           8708709.02      9129554.24     17838263.26
     1989     10-14          8117444.11      8529504.18     16646948.29
     1989     15-19          8934413.54      9379810.88     18314224.42
     1989     20-24          9581134.97      9874417.85     19455552.82
     1989     25-29         10788419.25     10861049.51     21649468.76
     1989     30-34         10818114.62     10715822.67     21533937.29
     1989     35-39          9711615.32      9512729.24     19224344.56
     1989     40-44          8409760.91      8165028.94     16574789.85
     1989     45-49          6725534.39      6462968.01     13188502.40
     1989     50-54          5714798.93      5388854.57     11103653.50
     1989     55-59          5556097.10      5071737.92     10627835.02
     1989     60-64          5762576.66      4986574.24     10749150.90
     1989     65-69          5455878.45      4436025.29      9891903.74
     1989     70-74          4522663.81      3330961.72      7853625.53
     1989     75-79          3640101.54      2327636.00      5967737.54
     1989     80-84          2439594.00      1271973.05      3711567.05
     1989     85-89          1350814.41       557873.30      1908687.71
     1989     90-94           568912.91       184111.45       753024.36
     1989     95-99           150704.84        39338.12       190042.96
     1989    100-104           21105.70         4725.85        25831.55
     1989    105-109            1701.92          414.56         2116.48
     1989    110+                132.52           28.22          160.74
     1990        0           1916414.47      2006217.96      3922632.43
     1990      1-4           7206823.15      7553274.17     14760097.32
     1990      5-9           8784750.81      9212237.80     17996988.61
     1990     10-14          8293622.35      8711809.07     17005431.42
     1990     15-19          8747667.32      9204185.47     17951852.79
     1990     20-24          9434710.84      9769163.21     19203874.05
     1990     25-29         10667428.94     10750809.67     21418238.61
     1990     30-34         10953291.29     10854545.92     21807837.21
     1990     35-39          9952262.35      9770918.48     19723180.83
     1990     40-44          8807741.33      8569797.38     17377538.71
     1990     45-49          6945357.99      6680329.11     13625687.10
     1990     50-54          5810249.17      5484833.47     11295082.64
     1990     55-59          5487188.84      5018687.02     10505875.86
     1990     60-64          5703956.76      4961295.98     10665252.74
     1990     65-69          5530671.03      4490068.33     10020739.36
     1990     70-74          4572700.23      3390933.04      7963633.27
     1990     75-79          3704426.21      2382867.81      6087294.02
     1990     80-84          2495667.47      1308309.70      3803977.17
     1990     85-89          1411255.72       582208.64      1993464.36
     1990     90-94           571681.62       183203.17       754884.79
     1990     95-99           156891.32        40377.03       197268.35
     1990    100-104           22679.97         4893.47        27573.44
     1990    105-109            1846.02          439.66         2285.68
     1990    110+                136.42           36.46          172.88
     1991        0           1951483.31      2043674.38      3995157.69
     1991      1-4           7341998.97      7695571.48     15037570.45
     1991      5-9           8872613.32      9306604.66     18179217.98
     1991     10-14          8527655.12      8957509.82     17485164.94
     1991     15-19          8531069.00      8989180.78     17520249.78
     1991     20-24          9423872.96      9768647.64     19192520.60
     1991     25-29         10502746.02     10596861.18     21099607.20
     1991     30-34         11095535.80     11024779.21     22120315.01
     1991     35-39         10225163.72     10059461.96     20284625.68
     1991     40-44          9254055.71      9019788.24     18273843.95
     1991     45-49          7124357.61      6855107.45     13979465.06
     1991     50-54          5929893.36      5604946.82     11534840.18
     1991     55-59          5457666.27      5002759.29     10460425.56
     1991     60-64          5659096.21      4954152.83     10613249.04
     1991     65-69          5552304.60      4506284.34     10058588.94
     1991     70-74          4657462.30      3483153.92      8140616.22
     1991     75-79          3769073.91      2445643.12      6214717.03
     1991     80-84          2570032.75      1352342.22      3922374.97
     1991     85-89          1448517.40       599855.92      2048373.32
     1991     90-94           606815.79       193217.77       800033.56
     1991     95-99           165496.20        41894.17       207390.37
     1991    100-104           24297.13         5100.09        29397.22
     1991    105-109            1959.26          403.81         2363.07
     1991    110+                137.65           39.19          176.84
     1992        0           1949155.90      2039079.13      3988235.03
     1992      1-4           7509775.15      7870471.67     15380246.82
     1992      5-9           8958638.97      9397683.49     18356322.46
     1992     10-14          8778430.55      9223099.42     18001529.97
     1992     15-19          8397913.82      8860313.23     17258227.05
     1992     20-24          9433911.87      9777238.03     19211149.90
     1992     25-29         10300632.89     10411668.05     20712300.94
     1992     30-34         11211060.52     11186813.54     22397874.06
     1992     35-39         10513943.44     10367761.64     20881705.08
     1992     40-44          9503927.58      9268153.45     18772081.03
     1992     45-49          7523308.56      7249344.80     14772653.36
     1992     50-54          6120110.55      5793537.63     11913648.18
     1992     55-59          5460314.77      5021636.74     10481951.51
     1992     60-64          5604696.44      4935246.06     10539942.50
     1992     65-69          5523719.60      4493190.77     10016910.37
     1992     70-74          4773625.94      3599688.36      8373314.30
     1992     75-79          3830994.76      2510524.17      6341518.93
     1992     80-84          2620548.82      1389861.89      4010410.71
     1992     85-89          1507848.40       624371.71      2132220.11
     1992     90-94           618643.03       196209.32       814852.35
     1992     95-99           173668.88        42939.49       216608.37
     1992    100-104           25530.18         5105.44        30635.62
     1992    105-109            2075.79          399.30         2475.09
     1992    110+                166.59           44.27          210.86
     1993        0           1920502.71      2012872.64      3933375.35
     1993      1-4           7664732.00      8030826.30     15695558.30
     1993      5-9           9047821.76      9491002.58     18538824.34
     1993     10-14          9013338.06      9470896.49     18484234.55
     1993     15-19          8442500.85      8917857.46     17360358.31
     1993     20-24          9372048.84      9716642.82     19088691.66
     1993     25-29         10081604.52     10203556.33     20285160.85
     1993     30-34         11264175.66     11274874.47     22539050.13
     1993     35-39         10790694.89     10665544.85     21456239.74
     1993     40-44          9614342.76      9374640.64     18988983.40
     1993     45-49          7997385.53      7716448.24     15713833.77
     1993     50-54          6412367.16      6081435.63     12493802.79
     1993     55-59          5528843.71      5100027.80     10628871.51
     1993     60-64          5510018.76      4874415.90     10384434.66
     1993     65-69          5512515.54      4507226.01     10019741.55
     1993     70-74          4872614.93      3697245.55      8569860.48
     1993     75-79          3879667.66      2564372.91      6444040.57
     1993     80-84          2690012.67      1439041.56      4129054.23
     1993     85-89          1558143.90       648857.23      2207001.13
     1993     90-94           653017.58       206251.78       859269.36
     1993     95-99           179005.16        42959.12       221964.28
     1993    100-104           27478.29         5295.21        32773.50
     1993    105-109            2193.97          431.64         2625.61
     1993    110+                159.05           38.90          197.95
     1994        0           1885457.71      1980116.10      3865573.81
     1994      1-4           7758350.32      8129209.56     15887559.88
     1994      5-9           9192681.83      9643154.47     18835836.30
     1994     10-14          9197480.29      9664247.62     18861727.91
     1994     15-19          8592847.73      9082533.89     17675381.62
     1994     20-24          9247546.32      9574990.34     18822536.66
     1994     25-29          9889868.99     10013908.89     19903777.88
     1994     30-34         11276567.94     11310186.93     22586754.87
     1994     35-39         11021073.04     10910086.89     21931159.93
     1994     40-44          9838892.25      9596398.73     19435290.98
     1994     45-49          8347936.05      8055075.68     16403011.73
     1994     50-54          6722006.55      6385102.23     13107108.78
     1994     55-59          5650047.24      5222935.85     10872983.09
     1994     60-64          5412762.70      4808237.21     10220999.91
     1994     65-69          5498567.92      4527135.19     10025703.11
     1994     70-74          4945323.81      3770311.19      8715635.00
     1994     75-79          3923329.92      2616193.54      6539523.46
     1994     80-84          2736360.25      1478156.35      4214516.60
     1994     85-89          1606156.89       670909.61      2277066.50
     1994     90-94           675110.14       213318.77       888428.91
     1994     95-99           184559.26        43432.24       227991.50
     1994    100-104           28242.05         5238.64        33480.69
     1994    105-109            2271.83          424.63         2696.46
     1994    110+                146.83           38.57          185.40
     1995        0           1861161.21      1953025.65      3814186.86
     1995      1-4           7757307.71      8129982.96     15887290.67
     1995      5-9           9385054.67      9846936.77     19231991.44
     1995     10-14          9316159.51      9788289.87     19104449.38
     1995     15-19          8809409.40      9316176.53     18125585.93
     1995     20-24          9076599.91      9401051.62     18477651.53
     1995     25-29          9789780.82      9919888.01     19709668.83
     1995     30-34         11215440.49     11265349.16     22480789.65
     1995     35-39         11206223.33     11107379.23     22313602.56
     1995     40-44         10097064.00      9855372.22     19952436.22
     1995     45-49          8755793.27      8452503.55     17208296.82
     1995     50-54          6976506.75      6633514.89     13610021.64
     1995     55-59          5761490.79      5334378.65     11095869.44
     1995     60-64          5363597.33      4780333.12     10143930.45
     1995     65-69          5458426.13      4533636.57      9992062.70
     1995     70-74          5006507.36      3829473.95      8835981.31
     1995     75-79          3974790.54      2675090.80      6649881.34
     1995     80-84          2803392.19      1531042.89      4334435.08
     1995     85-89          1644074.68       691186.67      2335261.35
     1995     90-94           703881.15       221894.07       925775.22
     1995     95-99           184685.31        42864.26       227549.57
     1995    100-104           29272.58         5322.19        34594.77
     1995    105-109            2443.55          416.49         2860.04
     1995    110+                154.24           44.57          198.81
     1996        0           1838712.29      1929416.67      3768128.96
     1996      1-4           7689784.42      8059176.17     15748960.59
     1996      5-9           9588785.99     10061143.08     19649929.07
     1996     10-14          9421568.25      9899823.14     19321391.39
     1996     15-19          9061538.77      9586288.40     18647827.17
     1996     20-24          8877851.20      9209998.07     18087849.27
     1996     25-29          9818849.85      9953440.49     19772290.34
     1996     30-34         11048626.89     11109464.17     22158091.06
     1996     35-39         11363231.94     11275856.48     22639088.42
     1996     40-44         10366494.63     10126583.80     20493078.43
     1996     45-49          9216081.00      8902404.27     18118485.27
     1996     50-54          7185416.91      6838007.67     14023424.58
     1996     55-59          5878851.01      5453056.75     11331907.76
     1996     60-64          5344626.74      4778839.30     10123466.04
     1996     65-69          5424139.38      4546129.63      9970269.01
     1996     70-74          5024361.33      3850600.67      8874962.00
     1996     75-79          4052082.04      2753971.18      6806053.22
     1996     80-84          2836265.65      1570212.21      4406477.86
     1996     85-89          1690003.03       714531.68      2404534.71
     1996     90-94           721610.08       227717.41       949327.49
     1996     95-99           195340.42        45340.17       240680.59
     1996    100-104           30263.81         5390.68        35654.49
     1996    105-109            2478.25          408.86         2887.11
     1996    110+                172.73           34.09          206.82
     1997        0           1829189.52      1918888.89      3748078.41
     1997      1-4           7602651.87      7969500.65     15572152.52
     1997      5-9           9788960.48     10268859.55     20057820.03
     1997     10-14          9517100.09     10001029.75     19518129.84
     1997     15-19          9309512.22      9850067.42     19159579.64
     1997     20-24          8775659.48      9117746.83     17893406.31
     1997     25-29          9871967.46     10009670.34     19881637.80
     1997     30-34         10814305.27     10880554.84     21694860.11
     1997     35-39         11462078.68     11382768.78     22844847.46
     1997     40-44         10639766.04     10406153.09     21045919.13
     1997     45-49          9485582.57      9163104.68     18648687.25
     1997     50-54          7596476.96      7245459.32     14841936.28
     1997     55-59          6061182.79      5632292.07     11693474.86
     1997     60-64          5349178.00      4802693.35     10151871.35
     1997     65-69          5372599.62      4534202.37      9906801.99
     1997     70-74          5003430.84      3843755.57      8847186.41
     1997     75-79          4153815.68      2847710.65      7001526.33
     1997     80-84          2876853.56      1608916.92      4485770.48
     1997     85-89          1718993.57       735523.83      2454517.40
     1997     90-94           746114.84       235388.37       981503.21
     1997     95-99           197140.11        45465.36       242605.47
     1997    100-104           31090.19         5420.70        36510.89
     1997    105-109            2386.00          388.47         2774.47
     1997    110+                175.21           28.05          203.26
     1998        0           1832735.70      1924255.29      3756990.99
     1998      1-4           7535509.00      7896176.82     15431685.82
     1998      5-9           9946141.42     10436389.66     20382531.08
     1998     10-14          9612258.02     10100988.50     19713246.52
     1998     15-19          9533376.16     10085940.88     19619317.04
     1998     20-24          8841237.26      9197704.33     18038941.59
     1998     25-29          9853134.19      9998077.13     19851211.32
     1998     30-34         10564102.24     10634617.83     21198720.07
     1998     35-39         11494714.89     11420225.03     22914939.92
     1998     40-44         10897154.26     10677002.57     21574156.83
     1998     45-49          9613379.89      9287607.25     18900987.14
     1998     50-54          8080540.51      7724599.18     15805139.69
     1998     55-59          6341452.59      5906751.89     12248204.48
     1998     60-64          5421479.80      4886697.55     10308177.35
     1998     65-69          5281040.15      4482270.97      9763311.12
     1998     70-74          5000386.68      3863207.06      8863593.74
     1998     75-79          4238374.14      2925276.97      7163651.11
     1998     80-84          2901580.18      1645120.43      4546700.61
     1998     85-89          1762291.34       762144.50      2524435.84
     1998     90-94           765504.77       243584.71      1009089.48
     1998     95-99           206528.87        47500.06       254028.93
     1998    100-104           31027.36         5202.13        36229.49
     1998    105-109            2419.41          377.01         2796.42
     1998    110+                165.95           21.81          187.76
     1999        0           1843308.22      1936022.42      3779330.64
     1999      1-4           7503522.28      7857367.74     15360890.02
     1999      5-9          10029640.12     10528885.55     20558525.67
     1999     10-14          9761521.64     10258282.63     20019804.27
     1999     15-19          9701447.17     10261055.26     19962502.43
     1999     20-24          9000185.42      9379661.85     18379847.27
     1999     25-29          9761482.51      9927554.85     19689037.36
     1999     30-34         10343881.17     10433748.53     20777629.70
     1999     35-39         11486746.41     11417566.80     22904313.21
     1999     40-44         11106651.95     10902000.10     22008652.05
     1999     45-49          9854321.51      9530603.27     19384924.78
     1999     50-54          8442099.24      8079657.76     16521757.00
     1999     55-59          6639599.10      6198213.50     12837812.60
     1999     60-64          5545238.66      5012490.03     10557728.69
     1999     65-69          5185032.75      4424162.77      9609195.52
     1999     70-74          4996004.46      3889170.70      8885175.16
     1999     75-79          4301285.25      2984233.59      7285518.84
     1999     80-84          2947495.74      1691849.46      4639345.20
     1999     85-89          1791173.01       787602.67      2578775.68
     1999     90-94           787505.61       251967.40      1039473.01
     1999     95-99           212005.37        48865.92       260871.29
     1999    100-104           31628.60         5250.09        36878.69
     1999    105-109            2425.55          370.73         2796.28
     1999    110+                154.10           17.21          171.31
     2000        0           1867013.18      1958928.27      3825941.45
     2000      1-4           7489722.37      7841313.24     15331035.61
     2000      5-9          10018463.19     10516497.46     20534960.65
     2000     10-14          9959643.10     10466468.19     20426111.29
     2000     15-19          9808378.39     10381688.25     20190066.64
     2000     20-24          9224558.61      9630208.89     18854767.50
     2000     25-29          9613945.90      9813310.27     19427256.17
     2000     30-34         10222084.12     10341599.01     20563683.13
     2000     35-39         11415793.05     11350590.06     22766383.11
     2000     40-44         11273716.85     11082786.30     22356503.15
     2000     45-49         10127315.37      9810326.04     19937641.41
     2000     50-54          8860907.58      8491794.30     17352701.88
     2000     55-59          6887155.17      6438882.90     13326038.07
     2000     60-64          5655080.48      5123319.30     10778399.78
     2000     65-69          5133687.33      4398992.08      9532679.41
     2000     70-74          4966619.05      3902076.64      8868695.69
     2000     75-79          4356548.21      3034195.83      7390744.04
     2000     80-84          2957988.71      1718654.36      4676643.07
     2000     85-89          1828789.14       816451.37      2645240.51
     2000     90-94           797612.57       257913.47      1055526.04
     2000     95-99           215352.65        49983.04       265335.69
     2000    100-104           30970.59         5056.05        36026.64
     2000    105-109            2411.19          355.19         2766.38
     2000    110+                154.54           14.78          169.32
     2001        0           1922474.57      2012047.09      3934521.66
     2001      1-4           7477170.28      7826727.34     15303897.62
     2001      5-9           9914204.43     10404004.63     20318209.06
     2001     10-14         10147492.22     10661161.89     20808654.11
     2001     15-19          9881988.43     10493852.07     20375840.50
     2001     20-24          9513830.13      9924023.93     19437854.06
     2001     25-29          9417428.93      9631744.66     19049173.59
     2001     30-34         10229655.66     10358724.10     20588379.76
     2001     35-39         11249334.28     11193482.31     22442816.59
     2001     40-44         11426442.11     11240878.40     22667320.51
     2001     45-49         10386370.02     10073541.77     20459911.79
     2001     50-54          9309234.08      8925375.54     18234609.62
     2001     55-59          7109277.55      6658730.56     13768008.11
     2001     60-64          5765376.99      5234721.74     11000098.73
     2001     65-69          5130037.59      4413085.92      9543123.51
     2001     70-74          4929144.32      3911790.53      8840934.85
     2001     75-79          4379943.10      3067095.90      7447039.00
     2001     80-84          3031112.09      1785347.20      4816459.29
     2001     85-89          1846792.29       840014.94      2686807.23
     2001     90-94           813033.32       265932.01      1078965.33
     2001     95-99           217912.09        50618.25       268530.34
     2001    100-104           32158.36         5317.14        37475.50
     2001    105-109            2423.55          346.91         2770.46
     2001    110+                147.78           17.70          165.48
     2002        0           1947880.95      2034094.72      3981975.67
     2002      1-4           7516755.24      7865153.00     15381908.24
     2002      5-9           9771818.46     10250658.78     20022477.24
     2002     10-14         10301637.22     10818799.61     21120436.83
