year,county,Ndeaths,GEOID
2011,Los Angeles,104,6037572002
2011,Los Angeles,12,6037572100
2011,Los Angeles,69,6037572201
2011,Los Angeles,39,6037572202
2011,Los Angeles,17,6037572301
2011,Los Angeles,35,6037572302
2011,Los Angeles,6,6037572400
2011,Los Angeles,26,6037572500
2011,Los Angeles,34,6037572600
2011,Los Angeles,40,6037572700
2011,Los Angeles,7,6037572800
2011,Los Angeles,20,6037572900
2011,Los Angeles,13,6037573002
2011,Los Angeles,16,6037573003
2011,Los Angeles,17,6037573004
2011,Los Angeles,37,6037573100
2011,Los Angeles,19,6037573201
2011,Los Angeles,25,6037573202
2011,Los Angeles,22,6037573300
2011,Los Angeles,6,6037573401
2011,Los Angeles,38,6037573402
2011,Los Angeles,15,6037573403
2011,Los Angeles,59,6037573601
2011,Los Angeles,36,6037573700
2011,Los Angeles,34,6037573800
2011,Los Angeles,25,6037573902
2011,Los Angeles,41,6037574000
2011,Los Angeles,43,6037574100
2011,Los Angeles,30,6037574201
2011,Los Angeles,36,6037574202
2011,Los Angeles,63,6037574300
2011,Los Angeles,52,6037574400
2011,Los Angeles,64,6037574500
2011,Los Angeles,18,6037574602
2011,Los Angeles,1,6037574700
2011,Los Angeles,23,6037574800
2011,Los Angeles,21,6037574901
2011,Los Angeles,16,6037574902
2011,Los Angeles,14,6037575001
2011,Los Angeles,63,6037575002
2011,Los Angeles,20,6037575101
2011,Los Angeles,19,6037575102
2011,Los Angeles,25,6037575103
2011,Los Angeles,32,6037575201
2011,Los Angeles,12,6037575202
2011,Los Angeles,19,6037575300
2011,Los Angeles,9,6037575401
2011,Los Angeles,8,6037575402
2011,Los Angeles,1,6037575500
2011,Los Angeles,9,6037575801
2011,Los Angeles,18,6037575802
2011,Los Angeles,30,6037575803
2011,Los Angeles,13,6037575901
2011,Los Angeles,39,6037575902
2011,Los Angeles,26,6037576001
2011,Los Angeles,44,6037576200
2011,Los Angeles,25,6037576301
2011,Los Angeles,27,6037576302
2011,Los Angeles,24,6037576401
2011,Los Angeles,13,6037576402
2011,Los Angeles,21,6037576403
2011,Los Angeles,25,6037576501
2011,Los Angeles,20,6037576502
2011,Los Angeles,53,6037576503
2011,Los Angeles,33,6037576601
2011,Los Angeles,41,6037576602
2011,Los Angeles,40,6037576700
2011,Los Angeles,27,6037576801
2011,Los Angeles,28,6037576802
2011,Los Angeles,25,6037576901
2011,Los Angeles,6,6037576903
2011,Los Angeles,17,6037576904
2011,Los Angeles,30,6037577000
2011,Los Angeles,44,6037577100
2011,Los Angeles,38,6037577200
2011,Los Angeles,27,6037577300
2011,Los Angeles,14,6037577400
2011,Los Angeles,30,6037577501
2011,Los Angeles,11,6037577504
2011,Los Angeles,41,6037577602
2011,Los Angeles,57,6037577603
2011,Los Angeles,5,6037577604
2011,Los Angeles,9,6037599000
2011,Los Angeles,35,6037600100
2011,Los Angeles,18,6037600201
2011,Los Angeles,40,6037600202
2011,Los Angeles,18,6037600302
2011,Los Angeles,25,6037600303
2011,Los Angeles,18,6037600304
2011,Los Angeles,53,6037600400
2011,Los Angeles,28,6037600501
2011,Los Angeles,20,6037600502
2011,Los Angeles,25,6037600601
2011,Los Angeles,12,6037600602
2011,Los Angeles,33,6037600702
2011,Los Angeles,22,6037600703
2011,Los Angeles,28,6037600704
2011,Los Angeles,39,6037600801
2011,Los Angeles,20,6037600802
2011,Los Angeles,46,6037600902
2011,Los Angeles,7,6037600911
2011,Los Angeles,24,6037600912
2011,Los Angeles,27,6037601001
2011,Los Angeles,21,6037601002
2011,Los Angeles,37,6037601100
2011,Los Angeles,13,6037601202
2011,Los Angeles,23,6037601211
2011,Los Angeles,30,6037601212
2011,Los Angeles,12,6037601301
2011,Los Angeles,31,6037601302
2011,Los Angeles,22,6037601303
2011,Los Angeles,8,6037601401
2011,Los Angeles,22,6037601402
2011,Los Angeles,13,6037601501
2011,Los Angeles,12,6037601502
2011,Los Angeles,16,6037601600
2011,Los Angeles,13,6037601700
2011,Los Angeles,19,6037601801
2011,Los Angeles,7,6037601802
2011,Los Angeles,24,6037601900
2011,Los Angeles,8,6037602002
2011,Los Angeles,15,6037602003
2011,Los Angeles,17,6037602004
2011,Los Angeles,37,6037602103
2011,Los Angeles,22,6037602104
2011,Los Angeles,17,6037602105
2011,Los Angeles,26,6037602106
2011,Los Angeles,29,6037602200
2011,Los Angeles,32,6037602301
2011,Los Angeles,18,6037602302
2011,Los Angeles,36,6037602402
2011,Los Angeles,16,6037602403
2011,Los Angeles,29,6037602404
2011,Los Angeles,12,6037602504
2011,Los Angeles,14,6037602505
2011,Los Angeles,11,6037602506
2011,Los Angeles,25,6037602507
2011,Los Angeles,26,6037602508
2011,Los Angeles,17,6037602509
2011,Los Angeles,62,6037602600
2011,Los Angeles,26,6037602700
2011,Los Angeles,16,6037602801
2011,Los Angeles,20,6037602802
2011,Los Angeles,31,6037602900
2011,Los Angeles,50,6037603001
2011,Los Angeles,24,6037603004
2011,Los Angeles,26,6037603005
2011,Los Angeles,33,6037603006
2011,Los Angeles,24,6037603101
2011,Los Angeles,34,6037603102
2011,Los Angeles,28,6037603200
2011,Los Angeles,39,6037603301
2011,Los Angeles,35,6037603302
2011,Los Angeles,40,6037603400
2011,Los Angeles,17,6037603500
2011,Los Angeles,23,6037603600
2011,Los Angeles,47,6037603702
2011,Los Angeles,15,6037603703
2011,Los Angeles,15,6037603704
2011,Los Angeles,16,6037603801
2011,Los Angeles,19,6037603802
2011,Los Angeles,33,6037603900
2011,Los Angeles,14,6037604001
2011,Los Angeles,19,6037604002
2011,Los Angeles,29,6037604100
2011,Los Angeles,27,6037609900
2011,Los Angeles,21,6037620001
2011,Los Angeles,18,6037620002
2011,Los Angeles,25,6037620101
2011,Los Angeles,20,6037620102
2011,Los Angeles,2,6037620201
2011,Los Angeles,28,6037620301
2011,Los Angeles,28,6037620303
2011,Los Angeles,16,6037620305
2011,Los Angeles,41,6037620400
2011,Los Angeles,29,6037620501
2011,Los Angeles,14,6037620521
2011,Los Angeles,22,6037620522
2011,Los Angeles,27,6037620601
2011,Los Angeles,34,6037620602
2011,Los Angeles,25,6037620701
2011,Los Angeles,25,6037620702
2011,Los Angeles,47,6037620800
2011,Los Angeles,14,6037620901
2011,Los Angeles,12,6037620904
2011,Los Angeles,27,6037621001
2011,Los Angeles,2,6037621002
2011,Los Angeles,23,6037621004
2011,Los Angeles,16,6037621102
2011,Los Angeles,12,6037621104
2011,Los Angeles,42,6037621201
2011,Los Angeles,30,6037621204
2011,Los Angeles,34,6037621301
2011,Los Angeles,17,6037621324
2011,Los Angeles,23,6037621326
2011,Los Angeles,27,6037621400
2011,Los Angeles,42,6037650001
2011,Los Angeles,13,6037650003
2011,Los Angeles,18,6037650004
2011,Los Angeles,49,6037650101
2011,Los Angeles,16,6037650102
2011,Los Angeles,45,6037650200
2011,Los Angeles,50,6037650300
2011,Los Angeles,40,6037650401
2011,Los Angeles,19,6037650501
2011,Los Angeles,43,6037650502
2011,Los Angeles,75,6037650602
2011,Los Angeles,31,6037650603
2011,Los Angeles,18,6037650604
2011,Los Angeles,15,6037650605
2011,Los Angeles,22,6037650701
2011,Los Angeles,33,6037650702
2011,Los Angeles,26,6037650800
2011,Los Angeles,32,6037650901
2011,Los Angeles,27,6037650902
2011,Los Angeles,48,6037651001
2011,Los Angeles,27,6037651002
2011,Los Angeles,54,6037651101
2011,Los Angeles,46,6037651102
2011,Los Angeles,37,6037651201
2011,Los Angeles,28,6037651221
2011,Los Angeles,28,6037651222
2011,Los Angeles,52,6037651302
2011,Los Angeles,37,6037651304
2011,Los Angeles,28,6037651401
2011,Los Angeles,29,6037651402
2011,Los Angeles,30,6037670001
2011,Los Angeles,39,6037670002
2011,Los Angeles,44,6037670003
2011,Los Angeles,40,6037670100
2011,Los Angeles,43,6037670201
2011,Los Angeles,26,6037670202
2011,Los Angeles,47,6037670324
2011,Los Angeles,30,6037670326
2011,Los Angeles,40,6037670328
2011,Los Angeles,26,6037670403
2011,Los Angeles,47,6037670405
2011,Los Angeles,16,6037670406
2011,Los Angeles,22,6037670407
2011,Los Angeles,23,6037670411
2011,Los Angeles,34,6037670413
2011,Los Angeles,23,6037670416
2011,Los Angeles,13,6037670500
2011,Los Angeles,69,6037670602
2011,Los Angeles,79,6037670701
2011,Los Angeles,61,6037670702
2011,Los Angeles,60,6037700101
2011,Los Angeles,42,6037700102
2011,Los Angeles,32,6037700200
2011,Los Angeles,38,6037700300
2011,Los Angeles,30,6037700400
2011,Los Angeles,21,6037700501
2011,Los Angeles,25,6037700502
2011,Los Angeles,46,6037700600
2011,Los Angeles,31,6037700700
2011,Los Angeles,67,6037700801
2011,Los Angeles,38,6037700802
2011,Los Angeles,30,6037700901
2011,Los Angeles,46,6037700902
2011,Los Angeles,28,6037701000
2011,Los Angeles,15,6037701100
2011,Los Angeles,31,6037701201
2011,Los Angeles,21,6037701202
2011,Los Angeles,27,6037701302
2011,Los Angeles,58,6037701304
2011,Los Angeles,85,6037701402
2011,Los Angeles,30,6037701501
2011,Los Angeles,75,6037701502
2011,Los Angeles,23,6037701601
2011,Los Angeles,27,6037701602
2011,Los Angeles,17,6037701701
2011,Los Angeles,15,6037701702
2011,Los Angeles,36,6037701801
2011,Los Angeles,25,6037701802
2011,Los Angeles,39,6037701902
2011,Los Angeles,20,6037702002
2011,Los Angeles,39,6037702102
2011,Los Angeles,25,6037702201
2011,Los Angeles,26,6037702202
2011,Los Angeles,46,6037702300
2011,Los Angeles,31,6037702400
2011,Los Angeles,23,6037702501
2011,Los Angeles,26,6037702502
2011,Los Angeles,61,6037702600
2011,Los Angeles,19,6037702700
2011,Los Angeles,51,6037702801
2011,Los Angeles,21,6037702802
2011,Los Angeles,35,6037702803
2011,Los Angeles,38,6037702901
2011,Los Angeles,29,6037703001
2011,Los Angeles,63,6037703002
2011,Los Angeles,63,6037703100
2011,Los Angeles,54,6037703200
2011,Los Angeles,37,6037800101
2011,Los Angeles,31,6037800102
2011,Los Angeles,26,6037800202
2011,Los Angeles,23,6037800203
2011,Los Angeles,43,6037800204
2011,Los Angeles,28,6037800324
2011,Ventura,3,6037800324
2011,Los Angeles,1,6037800325
2011,Ventura,35,6037800325
2011,Los Angeles,11,6037800326
2011,Ventura,32,6037800326
2011,Los Angeles,42,6037800327
2011,Los Angeles,6,6037800328
2011,Los Angeles,25,6037800329
2011,Los Angeles,7,6037800330
2011,Ventura,6,6037800331
2011,Los Angeles,30,6037800332
2011,Los Angeles,14,6037800406
2011,Los Angeles,49,6037800408
2011,Los Angeles,2,6037800410
2011,Los Angeles,14,6037800504
2011,Los Angeles,29,6037800506
2011,Los Angeles,3,6037900102
2011,Los Angeles,31,6037900103
2011,Los Angeles,29,6037900104
2011,Los Angeles,10,6037900201
2011,Los Angeles,27,6037900300
2011,Los Angeles,44,6037900501
2011,Los Angeles,32,6037900504
2011,Los Angeles,15,6037900505
2011,Los Angeles,26,6037900506
2011,Los Angeles,42,6037900507
2011,Los Angeles,8,6037900508
2011,Los Angeles,38,6037900602
2011,Los Angeles,49,6037900605
2011,Los Angeles,26,6037900606
2011,Los Angeles,35,6037900607
2011,Los Angeles,23,6037900608
2011,Los Angeles,14,6037900609
2011,Los Angeles,39,6037900701
2011,Los Angeles,43,6037900703
2011,Los Angeles,17,6037900704
2011,Los Angeles,43,6037900705
2011,Los Angeles,32,6037900803
2011,Los Angeles,18,6037900804
2011,Los Angeles,67,6037900805
2011,Los Angeles,48,6037900806
2011,Los Angeles,47,6037900900
2011,Los Angeles,4,6037901003
2011,Los Angeles,47,6037901004
2011,Los Angeles,17,6037901007
2011,Los Angeles,10,6037901008
2011,Los Angeles,35,6037901009
2011,Los Angeles,33,6037901010
2011,Los Angeles,38,6037901011
2011,Los Angeles,46,6037901101
2011,Los Angeles,43,6037901102
2011,Los Angeles,83,6037901205
2011,Los Angeles,12,6037901209
2011,Los Angeles,11,6037901210
2011,Los Angeles,20,6037901213
2011,Los Angeles,37,6037910001
2011,Los Angeles,47,6037910002
2011,Los Angeles,2,6037910101
2011,Los Angeles,24,6037910201
2011,Los Angeles,32,6037910202
2011,Los Angeles,8,6037910205
2011,Los Angeles,12,6037910206
2011,Los Angeles,18,6037910207
2011,Los Angeles,32,6037910208
2011,Los Angeles,12,6037910209
2011,Los Angeles,25,6037910210
2011,Los Angeles,39,6037910301
2011,Los Angeles,44,6037910302
2011,Los Angeles,30,6037910401
2011,Los Angeles,16,6037910402
2011,Los Angeles,7,6037910403
2011,Los Angeles,20,6037910404
2011,Los Angeles,24,6037910501
2011,Los Angeles,18,6037910502
2011,Los Angeles,21,6037910504
2011,Los Angeles,12,6037910505
2011,Los Angeles,33,6037910601
2011,Los Angeles,19,6037910602
2011,Los Angeles,31,6037910603
2011,Los Angeles,20,6037910605
2011,Los Angeles,7,6037910606
2011,Los Angeles,42,6037910705
2011,Los Angeles,22,6037910706
2011,Los Angeles,33,6037910707
2011,Los Angeles,10,6037910709
2011,Los Angeles,39,6037910711
2011,Los Angeles,8,6037910712
2011,Los Angeles,20,6037910713
2011,Los Angeles,11,6037910714
2011,Los Angeles,26,6037910715
2011,Los Angeles,32,6037910716
2011,Los Angeles,22,6037910804
2011,Los Angeles,34,6037910805
2011,Los Angeles,21,6037910807
2011,Los Angeles,16,6037910808
2011,Los Angeles,14,6037910809
2011,Los Angeles,2,6037910810
2011,Los Angeles,2,6037910811
2011,Los Angeles,4,6037910812
2011,Los Angeles,25,6037910813
2011,Los Angeles,32,6037911001
2011,Los Angeles,1,6037920011
2011,Los Angeles,3,6037920012
2011,Solano,5,6037920012
2011,Los Angeles,43,6037920013
2011,Los Angeles,10,6037920015
2011,Los Angeles,16,6037920016
2011,Los Angeles,21,6037920017
2011,Los Angeles,10,6037920018
2011,Los Angeles,36,6037920020
2011,Los Angeles,16,6037920023
2011,Los Angeles,5,6037920026
2011,Los Angeles,9,6037920028
2011,Los Angeles,20,6037920029
2011,Los Angeles,9,6037920030
2011,Los Angeles,75,6037920031
2011,Los Angeles,12,6037920032
2011,Los Angeles,2,6037920033
2011,Los Angeles,17,6037920034
2011,Los Angeles,20,6037920035
2011,Los Angeles,14,6037920036
2011,Los Angeles,20,6037920037
2011,Los Angeles,23,6037920038
2011,Los Angeles,7,6037920039
2011,Los Angeles,11,6037920040
2011,Los Angeles,4,6037920041
2011,Los Angeles,31,6037920042
2011,Los Angeles,10,6037920043
2011,Los Angeles,12,6037920044
2011,Los Angeles,18,6037920045
2011,Los Angeles,21,6037920102
2011,Los Angeles,14,6037920104
2011,Los Angeles,5,6037920106
2011,Los Angeles,7,6037920107
2011,Los Angeles,6,6037920108
2011,Los Angeles,27,6037920109
2011,Los Angeles,4,6037920110
2011,Los Angeles,19,6037920111
2011,Los Angeles,26,6037920112
2011,Los Angeles,10,6037920114
2011,Los Angeles,18,6037920115
2011,Los Angeles,17,6037920116
2011,Los Angeles,19,6037920118
2011,Los Angeles,4,6037920119
2011,Los Angeles,4,6037920303
2011,Los Angeles,48,6037920312
2011,Los Angeles,34,6037920313
2011,Los Angeles,11,6037920314
2011,Los Angeles,16,6037920322
2011,Los Angeles,29,6037920326
2011,Los Angeles,5,6037920328
2011,Los Angeles,26,6037920329
2011,Los Angeles,34,6037920330
2011,Los Angeles,29,6037920331
2011,Los Angeles,5,6037920332
2011,Los Angeles,54,6037920334
2011,Los Angeles,14,6037920336
2011,Los Angeles,20,6037920337
2011,Los Angeles,15,6037920338
2011,Los Angeles,14,6037920339
2011,Los Angeles,1,6037930200
2011,Los Angeles,21,6037930401
2011,Los Angeles,3,6037980008
2011,Los Angeles,2,6037980010
2011,Los Angeles,4,6037980015
2011,Los Angeles,1,6037980023
2011,Los Angeles,2,6037980024
2011,Los Angeles,1,6037980025
2011,Los Angeles,3,6037980031
2011,Los Angeles,1,6037980033
2011,Fresno,1,6039000102
2011,Madera,39,6039000102
2011,Madera,76,6039000103
2011,Madera,53,6039000104
2011,Fresno,1,6039000106
2011,Madera,40,6039000106
2011,Madera,68,6039000108
2011,Los Angeles,5,6039000109
2011,Madera,12,6039000109
2011,Kern,1,6039000201
2011,Madera,21,6039000201
2011,Madera,29,6039000202
2011,Madera,83,6039000300
2011,Fresno,4,6039000400
2011,Madera,2,6039000400
2011,Madera,48,6039000502
2011,Madera,36,6039000503
2011,Madera,25,6039000506
2011,Madera,50,6039000507
2011,Madera,44,6039000508
2011,Madera,38,6039000509
2011,Madera,40,6039000602
2011,Madera,22,6039000603
2011,Madera,18,6039000604
2011,Madera,109,6039000700
2011,Madera,39,6039000800
2011,Madera,25,6039000900
2011,Madera,41,6039001000
2011,Marin,24,6041101100
2011,Marin,17,6041101200
2011,Marin,14,6041102100
2011,Marin,43,6041102202
2011,Marin,28,6041102203
2011,Marin,57,6041103100
2011,Marin,97,6041103200
2011,Marin,67,6041104101
2011,Marin,22,6041104102
2011,Marin,40,6041104200
2011,Marin,10,6041104300
2011,Marin,34,6041105000
2011,Marin,68,6041106001
2011,Marin,71,6041106002
2011,Marin,48,6041107000
2011,Marin,53,6041108100
2011,Marin,131,6041108200
2011,Marin,24,6041109001
2011,Marin,29,6041109002
2011,Marin,62,6041110100
2011,Marin,33,6041110200
2011,Marin,43,6041111000
2011,Marin,18,6041112100
2011,Marin,7,6041112201
2011,Marin,16,6041112202
2011,Marin,12,6041113000
2011,Marin,23,6041114100
2011,Marin,27,6041114200
2011,Marin,35,6041115000
2011,Marin,17,6041116000
2011,Marin,31,6041117000
2011,Marin,7,6041118100
2011,Marin,28,6041119100
2011,Marin,41,6041119201
2011,Marin,28,6041119202
2011,Marin,29,6041120000
2011,Marin,35,6041121100
2011,Marin,49,6041121200
2011,Marin,25,6041123000
2011,Marin,44,6041124100
2011,Marin,49,6041124200
2011,Marin,23,6041125000
2011,Marin,32,6041126100
2011,Marin,57,6041126200
2011,Marin,20,6041127000
2011,Marin,26,6041128100
2011,Marin,19,6041128200
2011,Marin,15,6041129000
2011,Marin,17,6041130201
2011,Marin,19,6041130202
2011,Marin,4,6041131100
2011,Marin,9,6041132100
2011,Marin,15,6041132200
2011,Marin,19,6041133000
2011,Sonoma,2,6041133000
2011,Mariposa,34,6043000101
2011,Los Angeles,1,6043000102
2011,Mariposa,20,6043000102
2011,Merced,1,6043000102
2011,Mariposa,22,6043000200
2011,Stanislaus,2,6043000200
2011,Tuolumne,1,6043000200
2011,Mariposa,38,6043000301
2011,Mariposa,21,6043000302
2011,Mariposa,1,6043000400
2011,Mendocino,17,6045010100
2011,Mendocino,21,6045010200
2011,Mendocino,40,6045010300
2011,Mendocino,33,6045010400
2011,Mendocino,46,6045010500
2011,Mendocino,56,6045010600
2011,Mendocino,58,6045010700
2011,Mendocino,40,6045010801
2011,Mendocino,10,6045010802
2011,Mendocino,45,6045010900
2011,Mendocino,15,6045011001
2011,Mendocino,46,6045011002
2011,Mendocino,26,6045011102
2011,Mendocino,16,6045011200
2011,Mendocino,31,6045011300
2011,Mendocino,49,6045011400
2011,Mendocino,61,6045011500
2011,Mendocino,66,6045011600
2011,Mendocino,30,6045011700
2011,Mendocino,12,6045011800
2011,Merced,13,6047000201
2011,Stanislaus,1,6047000201
2011,Merced,10,6047000202
2011,Stanislaus,2,6047000202
2011,Merced,30,6047000203
2011,Merced,11,6047000301
2011,Merced,12,6047000303
2011,Merced,33,6047000304
2011,Merced,9,6047000401
2011,Merced,41,6047000402
2011,Stanislaus,3,6047000402
2011,Merced,10,6047000503
2011,Merced,21,6047000504
2011,Merced,34,6047000505
2011,Merced,23,6047000601
2011,Merced,26,6047000602
2011,Merced,36,6047000603
2011,Merced,21,6047000701
2011,Merced,24,6047000702
2011,Merced,30,6047000801
2011,Merced,37,6047000802
2011,Los Angeles,1,6047000901
2011,Madera,1,6047000901
2011,Merced,8,6047000901
2011,Merced,40,6047000902
2011,Merced,67,6047001002
2011,Merced,19,6047001003
2011,Merced,42,6047001004
2011,Merced,21,6047001005
2011,Merced,46,6047001101
2011,Merced,36,6047001200
2011,Merced,25,6047001301
2011,Merced,39,6047001302
2011,Merced,30,6047001401
2011,Merced,32,6047001402
2011,Merced,8,6047001501
2011,Merced,10,6047001502
2011,Merced,26,6047001503
2011,Merced,14,6047001601
2011,Merced,37,6047001602
2011,Merced,48,6047001700
2011,Merced,21,6047001801
2011,Merced,20,6047001901
2011,Merced,9,6047001902
2011,Merced,61,6047002000
2011,Merced,28,6047002100
2011,Merced,41,6047002201
2011,Merced,46,6047002202
2011,Merced,41,6047002301
2011,Merced,72,6047002302
2011,Merced,8,6047002401
2011,Merced,54,6047002402
2011,Merced,9,6047002500
2011,Stanislaus,2,6047002500
2011,Merced,30,6047002600
2011,Modoc,32,6049000100
2011,Lassen,1,6049000200
2011,Modoc,2,6049000200
2011,Shasta,2,6049000200
2011,Siskiyou,4,6049000200
2011,Modoc,11,6049000300
2011,Modoc,10,6049000400
2011,Inyo,1,6051000101
2011,Mono,8,6051000101
2011,Mono,4,6051000102
2011,Mono,11,6051000200
2011,Monterey,11,6053000101
2011,Monterey,43,6053000102
2011,Monterey,21,6053000103
2011,Monterey,21,6053000104
2011,Monterey,37,6053000200
2011,Monterey,26,6053000300
2011,Monterey,44,6053000400
2011,Monterey,9,6053000501
2011,Monterey,24,6053000502
2011,Monterey,30,6053000600
2011,Monterey,16,6053000701
2011,Monterey,11,6053000702
2011,Monterey,11,6053000800
2011,Monterey,23,6053000900
2011,Monterey,51,6053001200
2011,Monterey,14,6053001300
2011,Monterey,22,6053001400
2011,Monterey,73,6053001500
2011,Monterey,19,6053001600
2011,Monterey,20,6053001700
2011,Monterey,10,6053001801
2011,Monterey,25,6053001802
2011,Monterey,4,6053010101
2011,Santa Cruz,9,6053010101
2011,Monterey,15,6053010102
2011,Santa Cruz,3,6053010102
2011,Monterey,7,6053010202
2011,Santa Cruz,9,6053010202
2011,Monterey,32,6053010305
2011,Monterey,8,6053010306
2011,Monterey,22,6053010400
2011,Monterey,39,6053010501
2011,Monterey,25,6053010504
2011,Monterey,22,6053010505
2011,Monterey,20,6053010506
2011,Monterey,23,6053010603
2011,Monterey,25,6053010604
2011,Monterey,11,6053010605
2011,Monterey,11,6053010606
2011,Monterey,8,6053010607
2011,Monterey,3,6053010608
2011,Monterey,34,6053010701
2011,Monterey,33,6053010702
2011,Monterey,23,6053010804
2011,Monterey,2,6053010900
2011,Monterey,46,6053011000
2011,Monterey,29,6053011101
2011,Monterey,33,6053011102
2011,Monterey,20,6053011202
2011,Monterey,21,6053011203
2011,Monterey,11,6053011204
2011,Monterey,21,6053011302
2011,Monterey,19,6053011303
2011,Monterey,16,6053011304
2011,Monterey,12,6053011400
2011,San Luis Obispo,3,6053011400
2011,Monterey,6,6053011502
2011,Monterey,82,6053011602
2011,Monterey,28,6053011604
2011,Monterey,50,6053011700
2011,Monterey,1,6053011801
2011,Monterey,4,6053011802
2011,Monterey,65,6053011900
2011,Monterey,28,6053012000
2011,Monterey,27,6053012100
2011,Monterey,28,6053012200
2011,Monterey,19,6053012302
2011,Monterey,12,6053012401
2011,Monterey,32,6053012402
2011,Monterey,37,6053012502
2011,Monterey,19,6053012700
2011,Monterey,108,6053012800
2011,Monterey,54,6053013000
2011,Monterey,1,6053013100
2011,Monterey,41,6053013200
2011,Monterey,32,6053013300
2011,Monterey,14,6053013400
2011,Monterey,33,6053013500
2011,Monterey,28,6053013600
2011,Monterey,17,6053013700
2011,Monterey,40,6053013800
2011,Monterey,19,6053013900
2011,Monterey,11,6053014000
2011,Monterey,6,6053014102
2011,Monterey,4,6053014105
2011,Monterey,13,6053014107
2011,Monterey,35,6053014201
2011,Monterey,32,6053014202
2011,Monterey,32,6053014301
2011,Monterey,16,6053014302
2011,Monterey,26,6053014500
2011,Monterey,4,6053014601
2011,Santa Cruz,13,6053014601
2011,Monterey,29,6053014700
2011,Monterey,14,6053014800
2011,Napa,28,6055200201
2011,Napa,9,6055200202
2011,Napa,11,6055200203
2011,Napa,21,6055200301
2011,Napa,18,6055200302
2011,Napa,25,6055200400
2011,Napa,30,6055200501
2011,Napa,8,6055200503
2011,Napa,95,6055200504
2011,Napa,10,6055200505
2011,Napa,32,6055200601
2011,Napa,51,6055200602
2011,Napa,23,6055200703
2011,Napa,46,6055200704
2011,Napa,19,6055200705
2011,Napa,24,6055200706
2011,Napa,49,6055200707
2011,Napa,59,6055200802
2011,Napa,20,6055200803
2011,Napa,20,6055200804
2011,Napa,9,6055200900
2011,Napa,17,6055201003
2011,Napa,33,6055201004
2011,Napa,10,6055201005
2011,Napa,33,6055201006
2011,Napa,18,6055201007
2011,Napa,12,6055201101
2011,Napa,12,6055201102
2011,Napa,57,6055201200
2011,Napa,152,6055201300
2011,Napa,35,6055201401
2011,Napa,29,6055201402
2011,Napa,6,6055201403
2011,Napa,13,6055201500
2011,Napa,17,6055201601
2011,Napa,18,6055201602
2011,Napa,31,6055201700
2011,Napa,9,6055201800
2011,Napa,8,6055201900
2011,Napa,32,6055202000
2011,Nevada,51,6057000102
2011,Nevada,15,6057000103
2011,Placer,51,6057000103
2011,Nevada,44,6057000104
2011,Nevada,29,6057000105
2011,Placer,2,6057000105
2011,Nevada,30,6057000200
2011,Nevada,29,6057000300
2011,Nevada,80,6057000401
2011,Nevada,68,6057000402
2011,Nevada,137,6057000501
2011,Nevada,57,6057000502
2011,Nevada,92,6057000600
2011,Nevada,65,6057000701
2011,Nevada,28,6057000702
2011,Nevada,32,6057000801
2011,Nevada,63,6057000802
2011,Los Angeles,2,6057000900
2011,Nevada,25,6057000900
2011,Nevada,8,6057001203
2011,Nevada,5,6057001204
2011,Nevada,11,6057001205
2011,Nevada,22,6057001206
2011,Los Angeles,1,6059001101
2011,Orange,33,6059001101
2011,Orange,16,6059001102
2011,Orange,36,6059001103
2011,Orange,19,6059001201
2011,Orange,15,6059001202
2011,Orange,21,6059001301
2011,Orange,33,6059001303
2011,Orange,24,6059001304
2011,Orange,48,6059001401
2011,Orange,41,6059001402
2011,Orange,25,6059001403
2011,Orange,19,6059001404
2011,Orange,56,6059001501
2011,Orange,32,6059001503
2011,Orange,20,6059001504
2011,Orange,35,6059001505
2011,Orange,31,6059001506
2011,Orange,19,6059001507
2011,Orange,105,6059001601
2011,Orange,44,6059001602
2011,Orange,33,6059001704
2011,Orange,19,6059001705
2011,Orange,54,6059001706
2011,Orange,35,6059001707
2011,Orange,21,6059001708
2011,Orange,12,6059001801
2011,Orange,30,6059001802
2011,Orange,12,6059001901
2011,Orange,17,6059001902
2011,Orange,29,6059001903
2011,Orange,55,6059011000
2011,Orange,25,6059011101
2011,Orange,21,6059011102
2011,Orange,32,6059011200
2011,Orange,35,6059011300
2011,Orange,26,6059011401
2011,Orange,25,6059011402
2011,Orange,41,6059011403
2011,Orange,19,6059011502
2011,Orange,15,6059011503
2011,Orange,6,6059011504
2011,Orange,20,6059011601
2011,Orange,46,6059011602
2011,Orange,32,6059011707
2011,Orange,16,6059011708
2011,Orange,27,6059011709
2011,Orange,33,6059011710
2011,Orange,45,6059011711
2011,Orange,26,6059011712
2011,Orange,2,6059011714
2011,Orange,62,6059011715
2011,Orange,14,6059011716
2011,Orange,15,6059011717
2011,Orange,23,6059011718
2011,Orange,12,6059011720
2011,Orange,16,6059011721
2011,Orange,31,6059011722
2011,Orange,70,6059021802
2011,Orange,19,6059021807
2011,Orange,27,6059021809
2011,Orange,20,6059021810
2011,Orange,28,6059021812
2011,Orange,33,6059021814
2011,Orange,43,6059021815
2011,Orange,33,6059021816
2011,Orange,11,6059021817
2011,Orange,17,6059021820
2011,Orange,17,6059021821
2011,Orange,31,6059021822
2011,Orange,17,6059021823
2011,Orange,11,6059021824
2011,Orange,19,6059021825
2011,Orange,10,6059021826
2011,Orange,5,6059021827
2011,Orange,10,6059021828
