MSSA_ID,changeCode,changeSystem,adjustedID,adjustedID2,adjustedMSSA_NAME,CNTY_FIPS,COUNTY,MSSA_NAME,DEFINITION,POPDENSITY,AREA_SQMI,POP,POP_CIV
1.1,0,1.1,1.1,1.1,Livermore Central and West/Spring Town,1,Alameda,Livermore Central and West/Spring Town,Urban,1657.610562,31.352961,51971,51731
1.2,0,1.2,1.2,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1,Alameda,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,Rural,111.10332,326.470891,36272,36228
2a,0,2a,2a,2a,Berkeley South and West/Emeryville/Oakland Northwest,1,Alameda,Berkeley South and West/Emeryville/Oakland Northwest,Urban,7246.479672,11.67215,84582,73765
2b,0,2b,2b,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,1,Alameda,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,Urban,7095.027191,14.948216,106058,104466
2c,0,2c,2c,2c,Oakland West Central,1,Alameda,Oakland West Central,Urban,7859.963359,9.953863,78237,76915
2d,0,2d,2d,2d,Fruitvale/Melrose/Oakland Airport,1,Alameda,Fruitvale/Melrose/Oakland Airport,Urban,6426.660195,19.90863,127946,126849
2e,0,2e,2e,2e,Alameda/Jack London Square/Oakland Inner Harbor,1,Alameda,Alameda/Jack London Square/Oakland Inner Harbor,Urban,4145.275764,16.137647,66895,66228
2f,0,2f,2f,2f,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,1,Alameda,Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East,Urban,1062.89155,94.625834,100577,99039
2g,0,2g,2g,2g,San Leandro West/San Lorenzo West/Hayward West,1,Alameda,San Leandro West/San Lorenzo West/Hayward West,Urban,2528.508067,37.486137,94784,94258
2h,0,2h,2h,2h,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,1,Alameda,Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East,Urban,9853.839947,10.68487,105287,104062
2i,0,2i,2i,2i,Fremont South/Mission San Jose/Newark South/Warm Springs,1,Alameda,Fremont South/Mission San Jose/Newark South/Warm Springs,Urban,1319.889319,67.626882,89260,88393
2j,0,2j,2j,2j,Centerville/Fremont West/Irvington/Newark East Central,1,Alameda,Centerville/Fremont West/Irvington/Newark East Central,Urban,9829.183167,8.645581,84979,84306
2k,0,2k,2k,2k,Dublin/Pleasanton/Santa Rita/Sunol,1,Alameda,Dublin/Pleasanton/Santa Rita/Sunol,Urban,1723.370579,61.053032,105217,99129
2l,0,2l,2l,2l,Fremont East/Niles/Union City Central,1,Alameda,Fremont East/Niles/Union City Central,Urban,4394.826707,25.621715,112603,111763
2m,0,2m,2m,2m,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,1,Alameda,Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen,Urban,6827.28128,17.241709,117714,116000
2n,0,2n,2n,2n,Hayward Central,1,Alameda,Hayward Central,Urban,8187.484226,14.118866,115598,114392
3,2,"3,4,5,6",4plusALPINE,4plus,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords/Ione/Jackson/Pine Grove/Sutter Creek/Plymouth/Pioneer,3,Alpine,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords,Frontier,1.582376,743.185778,1176,1176
4,1,"3,4,5,6",4plus,4plus,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords/Ione/Jackson/Pine Grove/Sutter Creek/Plymouth/Pioneer,5,Amador,Ione/Jackson/Pine Grove/Sutter Creek,Rural,98.571654,277.595016,27363,22974
5,2,"3,4,5,6",4plus,4plus,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords/Ione/Jackson/Pine Grove/Sutter Creek/Plymouth/Pioneer,5,Amador,Plymouth,Rural,39.114164,124.814119,4882,4882
6,2,"3,4,5,6",4plus,4plus,Alpine Village/Bear Valley/Kirkwood/Markleeville/Mesa Valley/Woodfords/Ione/Jackson/Pine Grove/Sutter Creek/Plymouth/Pioneer,5,Amador,Pioneer,Rural,29.881291,203.538726,6082,6082
10,1,"9,10,11",10plus,10plus,Oroville/Palermo/Thermalito/Berry Creek/Brownsville/Concow/Feather Falls/Forbestown/Biggs/East Biggs/Gridley,7,Butte,Oroville/Palermo/Thermalito,Rural,174.013078,277.473396,48284,46769
11,2,"9,10,11",10plus,10plus,Oroville/Palermo/Thermalito/Berry Creek/Brownsville/Concow/Feather Falls/Forbestown/Biggs/East Biggs/Gridley,7,Butte,Berry Creek/Brownsville/Concow/Feather Falls/Forbestown,Frontier,10.923847,444.715113,4858,4858
7.1,0,7.1,7.1,7.1,Chapmantown/Chico,7,Butte,Chapmantown/Chico,Urban,2612.82511,35.963754,93967,90919
7.2,2,"7.2,7.3,7.4,8",8plus,8plus,Capay/Lake/Nord/Butte Meadows/Cohasset/Forest Ranch/Durham/Magalia/Paradise/Stirling City,7,Butte,Capay/Lake/Nord,Rural,47.429551,125.364879,5946,5946
7.3,2,"7.2,7.3,7.4,8",8plus,8plus,Capay/Lake/Nord/Butte Meadows/Cohasset/Forest Ranch/Durham/Magalia/Paradise/Stirling City,7,Butte,Butte Meadows/Cohasset/Forest Ranch,Rural,23.933781,215.720192,5163,5163
7.4,2,"7.2,7.3,7.4,8",8plus,8plus,Capay/Lake/Nord/Butte Meadows/Cohasset/Forest Ranch/Durham/Magalia/Paradise/Stirling City,7,Butte,Durham,Rural,38.746532,136.786433,5300,5259
8,1,"7.2,7.3,7.4,8",8plus,8plus,Capay/Lake/Nord/Butte Meadows/Cohasset/Forest Ranch/Durham/Magalia/Paradise/Stirling City,7,Butte,Magalia/Paradise/Stirling City,Rural,173.29824,238.923372,41405,40958
9,2,"9,10,11",10plus,10plus,Oroville/Palermo/Thermalito/Berry Creek/Brownsville/Concow/Feather Falls/Forbestown/Biggs/East Biggs/Gridley,7,Butte,Biggs/East Biggs/Gridley,Rural,67.821711,202.177144,13712,13648
12,0,12,12,12,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,9,Calaveras,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,Rural,44.356219,1036.923349,45994,45769
15,1,"15,16.1,16.2,16.3",15plus,15plus,Colusa/Williams/Loduga/Maxwell/Princeton/Stonyford/Arbuckle/Grimes,11,Colusa,Colusa,Rural,51.026941,151.096651,7710,7626
16.1,2,"15,16.1,16.2,16.3",15plus,15plus,Colusa/Williams/Loduga/Maxwell/Princeton/Stonyford/Arbuckle/Grimes,11,Colusa,Williams,Rural,16.329311,367.927333,6008,5280
16.2,2,"15,16.1,16.2,16.3",15plus,15plus,Colusa/Williams/Loduga/Maxwell/Princeton/Stonyford/Arbuckle/Grimes,11,Colusa,Loduga/Maxwell/Princeton/Stonyford,Frontier,5.400911,418.262753,2259,2220
16.3,2,"15,16.1,16.2,16.3",15plus,15plus,Colusa/Williams/Loduga/Maxwell/Princeton/Stonyford/Arbuckle/Grimes,11,Colusa,Arbuckle/Grimes,Rural,23.682267,219.066863,5188,5188
17,0,17,17,17,Brentwood East/Byron/Discovery Bay/Knightsen,13,Contra Costa,Brentwood East/Byron/Discovery Bay/Knightsen,Urban,337.141247,143.485854,48375,48099
18a,0,18a,18a,18a,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,13,Contra Costa,Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo,Urban,986.585416,87.32442,86153,84509
18b,0,18b,18b,18b,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,13,Contra Costa,Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East,Urban,3648.510093,20.950743,76439,74183
18c,0,18c,18c,18c,Avon/Clyde/Concord Central/Pittsburg Southwest,13,Contra Costa,Avon/Clyde/Concord Central/Pittsburg Southwest,Urban,1738.492546,50.123309,87139,86517
18d,0,18d,18d,18d,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,13,Contra Costa,Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg,Urban,3117.809854,30.559272,95278,94963
18e,0,18e,18e,18e,Brentwood Central and West/Oakley,13,Contra Costa,Brentwood Central and West/Oakley,Urban,1487.437937,82.574201,122824,122478
18f,0,18f,18f,18f,Richmond Central/San Pablo Central,13,Contra Costa,Richmond Central/San Pablo Central,Urban,3687.340494,25.790403,95098,93907
18g,0,18g,18g,18g,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,13,Contra Costa,El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon,Urban,4220.095458,18.409299,77689,77239
18h,0,18h,18h,18h,Alamo/Danville/Diablo/San Ramon,13,Contra Costa,Alamo/Danville/Diablo/San Ramon,Urban,767.547363,168.362248,129226,128556
18i,0,18i,18i,18i,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,13,Contra Costa,Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest,Urban,1417.559656,77.040143,109209,106446
18j,0,18j,18j,18j,Clayton/Concord South/Walnut Creek Central and East,13,Contra Costa,Clayton/Concord South/Walnut Creek Central and East,Urban,1475.859662,65.981205,97379,96657
19,0,19,19,19,Crescent City/Gasquet/Klamath/Smith River,15,Del Norte,Crescent City/Gasquet/Klamath/Smith River,Rural,27.009447,1054.112627,28471,25321
22,2,"22,23.2",23.2plus,23.2plus,Garden Valley/Georgetown/Greenwood/Kelsey/Volcanoville/Camino/Pollock Pines,17,El Dorado,Garden Valley/Georgetown/Greenwood/Kelsey/Volcanoville,Rural,15.286596,619.03902,9463,9221
23.1,0,23.1,23.1,23.1,Cameron Park/El Dorado Hills/Shingle Springs,17,El Dorado,Cameron Park/El Dorado Hills/Shingle Springs,Urban,734.476759,89.810874,65964,65964
23.2,1,"22,23.2",23.2plus,23.2plus,Garden Valley/Georgetown/Greenwood/Kelsey/Volcanoville/Camino/Pollock Pines,17,El Dorado,Camino/Pollock Pines,Rural,41.020949,583.872393,23951,23834
23.3,0,23.3,23.3,23.3,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,17,El Dorado,Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville,Rural,180.637324,272.568252,49236,48677
24,0,24,24,24,South Lake Tahoe,17,El Dorado,South Lake Tahoe,Rural,180.073105,169.036902,30439,30140
25,1,"25,26",25plus,25plus,Firebaugh/Mendota/Cantua Creek/San Joaquin/Tranquility,19,Fresno,Firebaugh/Mendota,Rural,27.301887,755.075996,20615,20615
26,2,"25,26",25plus,25plus,Firebaugh/Mendota/Cantua Creek/San Joaquin/Tranquility,19,Fresno,Cantua Creek/San Joaquin/Tranquility,Rural,20.717119,316.935949,6566,6566
27,1,"27,28",27plus,27plus,Coalinga/Huron,19,Fresno,Coalinga,Rural,21.149496,713.917716,15099,9308
28,2,"27,28",27plus,27plus,Coalinga/Huron,19,Fresno,Huron,Rural,25.73231,315.439999,8117,8097
29,0,29,29,29,Biola/Herndon/Highway City/Kerman,19,Fresno,Biola/Herndon/Highway City/Kerman,Rural,145.215764,240.13233,34871,34477
30,0,30,30,30,Bowles/Caruthers/Easton/Kingsburg/Lanare/Laton/Raisin City/Riverdale/Selma,19,Fresno,Bowles/Caruthers/Easton/Kingsburg/Lanare/Laton/Raisin City/Riverdale/Selma,Rural,187.378605,474.696669,88948,87438
31,0,31,31,31,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,19,Fresno,Auberry/Calwa/Centerville/Clovis East/Del Rey/Fowler/Friant/Sanger/Shaver Lake,Rural,43.16847,2107.950501,90997,90536
32,0,32,32,32,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,19,Fresno,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,Rural,64.365505,947.836885,61008,59441
35a,0,35a,35a,35a,Fresno Northwest,19,Fresno,Fresno Northwest,Urban,3372.963417,39.810393,134279,134125
35b,0,35b,35b,35b,Clovis West/Fresno East,19,Fresno,Clovis West/Fresno East,Urban,2781.370058,33.763216,93908,93425
35c,0,35c,35c,35c,Fresno West Central,19,Fresno,Fresno West Central,Urban,6936.823245,12.264836,85079,81366
35d,0,35d,35d,35d,Fresno East Central,19,Fresno,Fresno East Central,Urban,7517.987437,13.476346,101315,99848
35e,0,35e,35e,35e,Fresno South and West,19,Fresno,Fresno South and West,Urban,3790.140505,23.338712,88457,87625
35f,0,35f,35f,35f,Fresno North Central,19,Fresno,Fresno North Central,Urban,4848.688921,16.410828,79571,77710
36.1,1,"36.1,36.2,37",36.1plus,36.1plus,Orland/Hamilton City/Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,21,Glenn,Orland,Rural,228.068948,58.644546,13375,13375
36.2,2,"36.1,36.2,37",36.1plus,36.1plus,Orland/Hamilton City/Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,21,Glenn,Hamilton City,Rural,53.299753,62.964643,3356,3356
37,2,"36.1,36.2,37",36.1plus,36.1plus,Orland/Hamilton City/Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,21,Glenn,Artois/Elk Creek/Glenn/Grindstone Indian Rancheria/Willows,Frontier,9.295131,1205.362221,11204,11204
38,2,"38,40",40plus,40plus,Hoopa/Willow Creek/Bluelake/McKinleyville/Orick/Trinidad,23,Humboldt,Hoopa/Willow Creek,Frontier,5.291503,927.335699,4907,4907
39,0,39,39,39,Arcata/Eureka,23,Humboldt,Arcata/Eureka,Rural,154.438076,466.225699,72003,69157
40,1,"38,40",40plus,40plus,Hoopa/Willow Creek/Bluelake/McKinleyville/Orick/Trinidad,23,Humboldt,Bluelake/McKinleyville/Orick/Trinidad,Rural,43.73999,536.53418,23468,23468
42,1,"42,44",42plus,42plus,Ferndale/Fortuna/Rio Dell/Scotia/Garberville/Redway,23,Humboldt,Ferndale/Fortuna/Rio Dell/Scotia,Rural,26.822569,973.02387,26099,25521
44,2,"42,44",42plus,42plus,Ferndale/Fortuna/Rio Dell/Scotia/Garberville/Redway,23,Humboldt,Garberville/Redway,Frontier,8.903572,739.141511,6581,6127
46,2,"46,47,50",50plus,50plus,Bard/Winterhaven/Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach/Brawley/Westmorland,25,Imperial,Bard/Winterhaven,Rural,74.784197,45.196714,3380,3380
47,2,"46,47,50",50plus,50plus,Bard/Winterhaven/Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach/Brawley/Westmorland,25,Imperial,Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach,Frontier,5.684669,2820.040611,16031,11897
48,0,48,48,48,El Centro/Heber/Holtville/Imperial/Seeley,25,Imperial,El Centro/Heber/Holtville/Imperial/Seeley,Rural,237.206585,332.199883,78800,77707
49,0,49,49,49,Calexico/Ocotillo,25,Imperial,Calexico/Ocotillo,Rural,41.97732,1007.901391,42309,37572
50,1,"46,47,50",50plus,50plus,Bard/Winterhaven/Bombay Beach/Calipatria/Desert Shores/Niland/Salton City/Salton Sea Beach/Brawley/Westmorland,25,Imperial,Brawley/Westmorland,Rural,99.633892,276.331671,27532,27295
53,1,"53,54,55,102,103",53plusINYO,53plus,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson/Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence/Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville/Benton/Bridgeport/Chalfant/Crowley Lake/Coleville/Hammill Valley/June Lake/Lee Vining/Paradise/Sunny Slopes/Topaz/Walker/Mammoth Lakes,27,Inyo,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson,Rural,17.480259,735.629806,12859,12859
54,2,"53,54,55,102,103",53plusINYO,53plus,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson/Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence/Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville/Benton/Bridgeport/Chalfant/Crowley Lake/Coleville/Hammill Valley/June Lake/Lee Vining/Paradise/Sunny Slopes/Topaz/Walker/Mammoth Lakes,27,Inyo,Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence,Frontier,0.88248,2624.420506,2316,2316
55,2,"53,54,55,102,103",53plusINYO,53plus,Bishop/Bishop Paiute Tribe/Mustang Mesa/Round Valley/West Bishop/Wilkerson/Aberdeen/Big Pine/Big Pine Reservation/Fort Independence Indian/Independence/Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville/Benton/Bridgeport/Chalfant/Crowley Lake/Coleville/Hammill Valley/June Lake/Lee Vining/Paradise/Sunny Slopes/Topaz/Walker/Mammoth Lakes,27,Inyo,Alabama Hills/Cartago/Darwin/Keeler/Lone Pine/Lone Pine Paiute Shoshone Tribe/Olancha/Pearsonville,Frontier,0.4746,6866.827614,3259,3259
57.1,2,"57.1,57.2,59",57.2plus,57.2plus,Fort Tejon/Frazier Park/Lebec/Pine Mountain/Blackwells Corners/Ford City/Maricopa/McKittrick/Taft/Buttonwillow,29,Kern,Fort Tejon/Frazier Park/Lebec/Pine Mountain,Rural,18.031923,429.516019,7745,7745
57.2,1,"57.1,57.2,59",57.2plus,57.2plus,Fort Tejon/Frazier Park/Lebec/Pine Mountain/Blackwells Corners/Ford City/Maricopa/McKittrick/Taft/Buttonwillow,29,Kern,Blackwells Corners/Ford City/Maricopa/McKittrick/Taft,Rural,29.271945,721.134177,21109,18509
58.1,0,58.1,58.1,58.1,Shafter,29,Kern,Shafter,Rural,130.042158,161.801374,21041,18635
58.2,0,58.2,58.2,58.2,Lost Hills/Wasco,29,Kern,Lost Hills/Wasco,Rural,30.93057,945.666371,29250,23518
59,2,"57.1,57.2,59",57.2plus,57.2plus,Fort Tejon/Frazier Park/Lebec/Pine Mountain/Blackwells Corners/Ford City/Maricopa/McKittrick/Taft/Buttonwillow,29,Kern,Buttonwillow,Rural,20.596596,186.729877,3846,3744
60,0,60,60,60,Delano/McFarland,29,Kern,Delano/McFarland,Urban,295.872706,225.299591,66660,54786
61,0,61,61,61,Arvin/Lamont/Weed Patch,29,Kern,Arvin/Lamont/Weed Patch,Rural,205.956355,197.852597,40749,40654
62,0,62,62,62,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,29,Kern,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,27.10022,1325.192168,35913,29433
63,2,"63,64",64plus,64plus,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights/Inyokern/Ridgecrest,29,Kern,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights,Frontier,9.422211,1683.787231,15865,15675
64,1,"63,64",64plus,64plus,Alta Sierra/Bodfish/Glennville/Kernville/Lake Isabella/Weldon/Wofford Heights/Inyokern/Ridgecrest,29,Kern,Inyokern/Ridgecrest,Rural,84.249889,400.249783,33721,33289
65,0,65,65,65,Boron/California City/Desert Lake/Mojave/North Edwards/Rosamond,29,Kern,Boron/California City/Desert Lake/Mojave/North Edwards/Rosamond,Rural,30.71091,1409.271143,43280,41154
66a,0,66a,66a,66a,Bakersfield Northeast/Oildale,29,Kern,Bakersfield Northeast/Oildale,Urban,606.570966,168.099044,101964,100091
66b,0,66b,66b,66b,Bakersfield East/Lakeview/La Loma,29,Kern,Bakersfield East/Lakeview/La Loma,Urban,3585.65856,38.31681,137391,135672
66c,0,66c,66c,66c,Bakersfield Southwest,29,Kern,Bakersfield Southwest,Urban,737.864682,194.818919,143750,143087
66d,0,66d,66d,66d,Bakersfield Northwest/Rosedale,29,Kern,Bakersfield Northwest/Rosedale,Urban,1514.47495,74.883377,113409,112950
67,2,"67,68",68plus,68plus,Avenal/Corcoran/Kettleman City/Stratford,31,Kings,Avenal,Rural,51.545348,305.536783,15749,15007
68,1,"67,68",68plus,68plus,Avenal/Corcoran/Kettleman City/Stratford,31,Kings,Corcoran/Kettleman City/Stratford,Rural,44.416024,678.313739,30128,18016
69,0,69,69,69,Armona/Hanford/Lemoore,31,Kings,Armona/Hanford/Lemoore,Urban,258.158325,407.67618,105245,100858
70.1,1,"70.1,70.2",70.1plus,70.1plus,Kelseyville/Lakeport/Lucerne/Nice/Upper Lake,33,Lake,Kelseyville/Lakeport,Rural,135.86913,118.84966,16148,15530
70.2,2,"70.1,70.2",70.1plus,70.1plus,Kelseyville/Lakeport/Lucerne/Nice/Upper Lake,33,Lake,Lucerne/Nice/Upper Lake,Rural,13.0723,632.252921,8265,8265
71.1,1,"71.1,71.2,71.3",71.1plus,71.1plus,Clearlake/Clearlake Oaks/Lower Lake/Cobb/Hidden Valley/Middletown,33,Lake,Clearlake/Clearlake Oaks,Rural,96.221402,188.835326,18170,18013
71.2,2,"71.1,71.2,71.3",71.1plus,71.1plus,Clearlake/Clearlake Oaks/Lower Lake/Cobb/Hidden Valley/Middletown,33,Lake,Lower Lake,Rural,48.248819,195.548826,9435,9435
71.3,2,"71.1,71.2,71.3",71.1plus,71.1plus,Clearlake/Clearlake Oaks/Lower Lake/Cobb/Hidden Valley/Middletown,33,Lake,Cobb/Hidden Valley/Middletown,Rural,63.698217,193.930074,12353,12353
72,1,"72,73,74,75,191",72plusLASSEN,72plus,Susanville/Bieber/Madeline/Nubieber/Doyle/Westwood/Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville,35,Lassen,Susanville,Rural,58.656234,421.012368,24695,19708
73,2,"72,73,74,75,191",72plusLASSEN,72plus,Susanville/Bieber/Madeline/Nubieber/Doyle/Westwood/Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville,35,Lassen,Bieber/Madeline/Nubieber,Frontier,1.841175,2936.168415,5406,1147
74,2,"72,73,74,75,191",72plusLASSEN,72plus,Susanville/Bieber/Madeline/Nubieber/Doyle/Westwood/Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville,35,Lassen,Doyle,Frontier,5.141764,599.988629,3085,1721
75,2,"72,73,74,75,191",72plusLASSEN,72plus,Susanville/Bieber/Madeline/Nubieber/Doyle/Westwood/Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville,35,Lassen,Westwood,Frontier,2.483854,762.927052,1895,1895
76.1a,0,76.1a,76.1a,76.1a,Canyon Country/Santa Clarita West/Saugus,37,Los Angeles,Canyon Country/Santa Clarita West/Saugus,Urban,1289.153745,95.686026,123354,114607
76.1b,0,76.1b,76.1b,76.1b,Newhall/Santa Clarita East/Valencia,37,Los Angeles,Newhall/Santa Clarita East/Valencia,Urban,1760.559029,64.683431,113879,111656
76.2,0,76.2,76.2,76.2,Castaic/Val Verde,37,Los Angeles,Castaic/Val Verde,Rural,63.5816,390.584691,24834,24269
77.1a,0,77.1a,77.1a,77.1a,Palmdale Central,37,Los Angeles,Palmdale Central,Urban,1633.820515,57.363094,93721,93677
77.1b,0,77.1b,77.1b,77.1b,Desert View Highlands/Lancaster West/Palmdale Northwest/Quartz Hill,37,Los Angeles,Desert View Highlands/Lancaster West/Palmdale Northwest/Quartz Hill,Urban,2391.597106,43.173659,103254,98645
77.1c,0,77.1c,77.1c,77.1c,Lancaster Central/Palmdale North Central,37,Los Angeles,Lancaster Central/Palmdale North Central,Urban,1607.787931,64.083078,103032,102082
77.2,1,"77.2,77.3",77.2plus,77.2plus,Lake Los Angeles/Juniper Hills/Littlerock/Longview/Pearblossom/Valyermo,37,Los Angeles,Lake Los Angeles,Rural,46.743212,382.451245,17877,17775
77.3,2,"77.2,77.3",77.2plus,77.2plus,Lake Los Angeles/Juniper Hills/Littlerock/Longview/Pearblossom/Valyermo,37,Los Angeles,Juniper Hills/Littlerock/Longview/Pearblossom/Valyermo,Rural,78.395823,200.99285,15757,15640
77.4,2,"77.4,77.5",77.5plus,77.5plus,Acton/Ravenna/Elizabeth Lake/Gorman/Green Valley/Lake Hughes/Leona Valley/Neenach,37,Los Angeles,Acton/Ravenna,Rural,48.532643,224.61171,10901,10725
77.5,1,"77.4,77.5",77.5plus,77.5plus,Acton/Ravenna/Elizabeth Lake/Gorman/Green Valley/Lake Hughes/Leona Valley/Neenach,37,Los Angeles,Elizabeth Lake/Gorman/Green Valley/Lake Hughes/Leona Valley/Neenach,Rural,56.908576,411.976568,23445,23374
78.1,2,"78.1,78.2gggg",78.2ggggplus,78.2ggggplus,Avalon/Altadena East/Angeles National Forest East/Azusa North/Duarte North/Glendora/Pasadena East,37,Los Angeles,Avalon,Frontier,7.417387,555.856067,4123,3938
78.2a,0,78.2a,78.2a,78.2a,Echo Park/Hollywood North Central/Silverlake South,37,Los Angeles,Echo Park/Hollywood North Central/Silverlake South,Urban,14103.37417,5.83137,82242,80328
78.2aa,0,78.2aa,78.2aa,78.2aa,Bel Air/Beverly Glen/Beverly Hills/Brentwood/Malibu/Pacific Palisades/Santa Monica Northwest/Topanga,37,Los Angeles,Bel Air/Beverly Glen/Beverly Hills/Brentwood/Malibu/Pacific Palisades/Santa Monica Northwest/Topanga,Urban,721.123966,138.451923,99841,96559
78.2aaaa,0,78.2aaaa,78.2aaaa,78.2aaaa,Harbor Gateway South/Lomita/Torrance East Central,37,Los Angeles,Harbor Gateway South/Lomita/Torrance East Central,Urban,6183.120029,18.36128,113530,112367
78.2b,0,78.2b,78.2b,78.2b,Pico-Union,37,Los Angeles,Pico-Union,Urban,31287.28107,4.824931,150959,144016
78.2bb,0,78.2bb,78.2bb,78.2bb,North Hollywood Central and North,37,Los Angeles,North Hollywood Central and North,Urban,12962.78271,7.63586,98982,98348
78.2bbb,0,78.2bbb,78.2bbb,78.2bbb,Compton East,37,Los Angeles,Compton East,Urban,11407.85909,7.781214,88767,88264
78.2bbbb,0,78.2bbbb,78.2bbbb,78.2bbbb,Gardena West/Hawthorne,37,Los Angeles,Gardena West/Hawthorne,Urban,14202.83763,5.458557,77527,76757
78.2c,0,78.2c,78.2c,78.2c,Bell Northeast/Bell Gardens/Commerce/Maywood/Montebello South,37,Los Angeles,Bell Northeast/Bell Gardens/Commerce/Maywood/Montebello South,Urban,7681.911541,15.412309,118396,116007
78.2cc,0,78.2cc,78.2cc,78.2cc,Van Nuys Central,37,Los Angeles,Van Nuys Central,Urban,14599.93469,7.168525,104660,103753
78.2ccc,0,78.2ccc,78.2ccc,78.2ccc,Huntington Park/South Gate West/Walnut Park,37,Los Angeles,Huntington Park/South Gate West/Walnut Park,Urban,20334.15307,5.220478,106154,105549
78.2cccc,0,78.2cccc,78.2cccc,78.2cccc,Chatsworth,37,Los Angeles,Chatsworth,Urban,3933.259121,26.764064,105270,102639
78.2d,0,78.2d,78.2d,78.2d,City Terrace East/East Los Angeles,37,Los Angeles,City Terrace East/East Los Angeles,Urban,15800.4024,5.808333,91774,91148
