Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate,SE Adjusted Rate
Suicide,Yolo,2008,Sex,Total,28,197589,14.1708,14.3099,2.78139
Suicide,Kings,2008,Sex,Total,12,151834,7.90337,7.85053,2.28366
Suicide,Humboldt,2008,Sex,Total,33,133201,24.7746,23.4231,4.15965
Suicide,Riverside,2008,Sex,Total,198,2122920,9.32678,9.80847,0.699068
Suicide,Alameda,2008,Sex,Total,130,1491780,8.71442,8.46911,0.749782
Suicide,Santa Clara,2008,Sex,Total,157,1759530,8.92282,8.89722,0.714941
Suicide,San Luis Obispo,2008,Sex,Total,31,266850,11.617,11.4782,2.13466
Suicide,Tulare,2008,Sex,Total,32,431471,7.41649,8.48979,1.51642
Suicide,Yuba,2008,Sex,Total,11,71422,15.4014,16.062,4.88788
Suicide,El Dorado,2008,Sex,Total,16,178599,8.95862,8.67391,2.27029
Suicide,Lake,2008,Sex,Total,16,64370,24.8563,26.4934,6.96694
Suicide,San Bernardino,2008,Sex,Total,201,2016530,9.96764,10.6923,0.769612
Suicide,Santa Cruz,2008,Sex,Total,31,259873,11.9289,11.4448,2.11718
Suicide,San Francisco,2008,Sex,Total,89,798673,11.1435,9.7311,1.04353
Suicide,Merced,2008,Sex,Total,17,251932,6.74785,7.81251,1.92912
Suicide,Mendocino,2008,Sex,Total,23,87782,26.2013,24.7516,5.30243
Suicide,Santa Barbara,2008,Sex,Total,39,419970,9.28638,9.35272,1.51484
Suicide,Sonoma,2008,Sex,Total,76,476650,15.9446,14.7905,1.72805
Suicide,San Joaquin,2008,Sex,Total,73,675248,10.8108,11.7261,1.38205
Suicide,Contra Costa,2008,Sex,Total,119,1033290,11.5166,11.2665,1.04381
Suicide,San Mateo,2008,Sex,Total,70,711374,9.84011,9.29952,1.12158
Suicide,Los Angeles,2008,Sex,Total,786,9796810,8.02302,8.10076,0.290697
Suicide,Tehama,2008,Sex,Total,11,62720,17.5383,16.1641,5.03156
Suicide,Placer,2008,Sex,Total,46,337914,13.6129,13.3294,1.99978
Suicide,Solano,2008,Sex,Total,39,413167,9.43928,9.41115,1.52772
Suicide,Sacramento,2008,Sex,Total,185,1400940,13.2054,13.2812,0.982777
Suicide,Fresno,2008,Sex,Total,65,913239,7.11752,7.80219,0.977656
Suicide,Monterey,2008,Sex,Total,46,410877,11.1956,11.5397,1.71772
Suicide,Stanislaus,2008,Sex,Total,56,510396,10.9719,11.5816,1.55935
Suicide,Alameda,2009,Sex,Female,38,765745,4.96249,4.7815,0.781603
Suicide,San Mateo,2009,Sex,Female,21,363936,5.77024,5.47901,1.22522
Suicide,Solano,2009,Sex,Female,11,206166,5.33551,5.51647,1.67715
Suicide,Ventura,2009,Sex,Female,20,411541,4.85979,4.50721,1.02003
Suicide,Kern,2009,Sex,Female,13,402699,3.22822,3.39866,0.945939
Suicide,Sacramento,2009,Sex,Female,36,719853,5.00102,4.76598,0.800315
Suicide,Los Angeles,2009,Sex,Female,192,4969130,3.86385,3.74397,0.271561
Suicide,Riverside,2009,Sex,Female,43,1084970,3.96323,4.07613,0.624313
Suicide,Santa Clara,2009,Sex,Female,43,882602,4.87196,4.68058,0.718773
Suicide,Contra Costa,2009,Sex,Female,24,533877,4.49542,4.07395,0.844599
Suicide,Monterey,2009,Sex,Female,12,201138,5.96605,5.67239,1.64774
Suicide,San Bernardino,2009,Sex,Female,55,1015720,5.41489,5.66365,0.770525
Suicide,San Joaquin,2009,Sex,Female,12,341446,3.51447,3.61115,1.05412
Suicide,San Francisco,2009,Sex,Female,27,394990,6.83562,6.3761,1.29014
Suicide,Marin,2009,Sex,Female,13,127284,10.2133,9.83081,3.00089
Suicide,CALIFORNIA,2009,Sex,Female,890,18633000,4.77648,4.63853,0.156764
Suicide,Fresno,2009,Sex,Female,12,461947,2.5977,2.71196,0.79367
Suicide,Sonoma,2009,Sex,Female,22,243970,9.01749,8.67347,1.91644
Suicide,Orange,2009,Sex,Female,56,1512750,3.70187,3.59475,0.483225
Suicide,San Diego,2009,Sex,Female,96,1531510,6.26832,5.98562,0.61545
Suicide,Santa Barbara,2009,Sex,Female,15,210296,7.13281,6.95855,1.81779
Suicide,Stanislaus,2009,Sex,Female,12,258796,4.63686,5.06105,1.47422
Suicide,Sonoma,2009,Sex,Male,41,236628,17.3268,15.9567,2.55696
Suicide,Monterey,2009,Sex,Male,22,212452,10.3553,10.5263,2.2747
Suicide,Contra Costa,2009,Sex,Male,87,509624,17.0714,17.1944,1.8756
Suicide,San Joaquin,2009,Sex,Male,48,338975,14.1603,15.4782,2.27105
Suicide,Orange,2009,Sex,Male,192,1486070,12.92,13.0239,0.951248
Suicide,San Francisco,2009,Sex,Male,65,406809,15.978,14.1367,1.7872
Suicide,Kern,2009,Sex,Male,76,428435,17.739,19.9308,2.37843
Suicide,Santa Barbara,2009,Sex,Male,40,212127,18.8566,18.6202,2.99435
Suicide,Fresno,2009,Sex,Male,51,461948,11.0402,12.1562,1.74948
Suicide,Marin,2009,Sex,Male,19,123946,15.3293,13.0453,3.1334
Suicide,Sacramento,2009,Sex,Male,123,691550,17.7861,17.6922,1.61643
Suicide,CALIFORNIA,2009,Sex,Male,2847,18444200,15.4357,15.6442,0.297638
Suicide,Solano,2009,Sex,Male,30,206322,14.5404,15.4396,2.88757
Suicide,San Bernardino,2009,Sex,Male,178,1006600,17.6833,18.6397,1.43889
Suicide,Santa Clara,2009,Sex,Male,103,892288,11.5434,11.6647,1.16561
Suicide,Stanislaus,2009,Sex,Male,45,253256,17.7686,18.9701,2.86948
Suicide,Los Angeles,2009,Sex,Male,572,4836100,11.8277,12.1736,0.518068
Suicide,Alameda,2009,Sex,Male,104,738082,14.0906,14.0521,1.40263
Suicide,Riverside,2009,Sex,Male,174,1073420,16.2098,17.0251,1.30724
Suicide,San Diego,2009,Sex,Male,268,1546120,17.3337,17.4535,1.08265
Suicide,Ventura,2009,Sex,Male,82,407005,20.1472,20.4146,2.28998
Suicide,San Mateo,2009,Sex,Male,41,352328,11.6369,11.1209,1.778
Suicide,El Dorado,2009,Sex,Total,36,179701,20.0333,18.0385,3.15117
Suicide,Kern,2009,Sex,Total,89,831134,10.7083,11.5697,1.24696
Suicide,Placer,2009,Sex,Total,55,344088,15.9843,15.1897,2.08436
Suicide,CALIFORNIA,2009,Sex,Total,3737,37077200,10.079,9.91795,0.163622
Suicide,Humboldt,2009,Sex,Total,32,133766,23.9224,21.2606,3.82494
Suicide,Butte,2009,Sex,Total,41,219287,18.697,18.6311,3.062
Suicide,Yolo,2009,Sex,Total,15,199697,7.51138,7.75726,2.02716
Suicide,Santa Cruz,2009,Sex,Total,38,261912,14.5087,14.5641,2.41798
Suicide,Sonoma,2009,Sex,Total,63,480598,13.1087,12.1055,1.57029
Suicide,Shasta,2009,Sex,Total,36,176881,20.3527,18.5199,3.19375
Suicide,San Luis Obispo,2009,Sex,Total,44,268224,16.4042,14.868,2.3229
Suicide,Lake,2009,Sex,Total,23,64396,35.7165,33.7008,7.51455
Suicide,Nevada,2009,Sex,Total,22,98432,22.3505,22.5553,5.22161
Suicide,Santa Barbara,2009,Sex,Total,55,422423,13.0201,12.6954,1.73979
Suicide,Tuolumne,2009,Sex,Total,17,55258,30.7648,27.8408,7.14313
Suicide,Marin,2009,Sex,Total,32,251230,12.7373,11.0916,2.09564
Suicide,Mendocino,2009,Sex,Total,22,87569,25.123,25.072,5.49875
Suicide,Santa Clara,2009,Sex,Total,146,1774890,8.22586,8.11412,0.675822
Suicide,Fresno,2009,Sex,Total,63,923895,6.81896,7.14725,0.914033
Suicide,Alameda,2009,Sex,Total,142,1503830,9.44258,9.13559,0.773658
Suicide,Tulare,2009,Sex,Total,39,438408,8.89582,9.58923,1.55053
Suicide,San Mateo,2009,Sex,Total,62,716264,8.65603,8.07711,1.04687
Suicide,Sutter,2009,Sex,Total,12,94372,12.7156,12.6699,3.6928
Suicide,Sacramento,2009,Sex,Total,159,1411400,11.2654,10.9304,0.874984
Suicide,Merced,2009,Sex,Total,30,254123,11.8053,12.3357,2.35647
Suicide,San Diego,2009,Sex,Total,364,3077630,11.8273,11.5057,0.608275
Suicide,Riverside,2009,Sex,Total,217,2158400,10.0537,10.1913,0.696606
Suicide,Stanislaus,2009,Sex,Total,57,512052,11.1317,11.8161,1.57977
Suicide,Contra Costa,2009,Sex,Total,111,1043500,10.6373,10.2136,0.983666
Suicide,San Bernardino,2009,Sex,Total,233,2022320,11.5214,11.9948,0.798119
Suicide,San Francisco,2009,Sex,Total,92,801799,11.4742,10.1212,1.08126
Suicide,Ventura,2009,Sex,Total,102,818546,12.4611,12.1053,1.2116
Suicide,San Joaquin,2009,Sex,Total,60,680421,8.81807,9.31129,1.21176
Suicide,Napa,2009,Sex,Total,11,135664,8.10827,8.00856,2.46824
Suicide,Orange,2009,Sex,Total,248,2998820,8.26993,8.144,0.520224
Suicide,Siskiyou,2009,Sex,Total,13,44950,28.921,29.1723,8.72984
Suicide,Monterey,2009,Sex,Total,34,413590,8.2207,8.18927,1.41547
Suicide,Los Angeles,2009,Sex,Total,764,9805230,7.79176,7.72668,0.281835
Suicide,Solano,2009,Sex,Total,41,412488,9.93968,10.1377,1.60293
Suicide,Fresno,2010,Sex,Female,19,466700,4.07113,4.19631,0.975427
Suicide,San Luis Obispo,2010,Sex,Female,14,131089,10.6798,9.4526,2.64024
Suicide,San Joaquin,2010,Sex,Female,11,345211,3.18645,3.24256,0.983265
Suicide,Monterey,2010,Sex,Female,11,201452,5.46036,5.23342,1.58976
Suicide,Los Angeles,2010,Sex,Female,152,4987230,3.04778,2.97999,0.243371
Suicide,Kern,2010,Sex,Female,21,404863,5.18694,5.57608,1.22649
Suicide,Solano,2010,Sex,Female,14,206767,6.77092,6.85952,1.86161
Suicide,San Bernardino,2010,Sex,Female,52,1028170,5.05755,5.17324,0.726284
Suicide,San Diego,2010,Sex,Female,76,1539400,4.93699,4.65918,0.538989
Suicide,Stanislaus,2010,Sex,Female,12,260684,4.60328,4.55566,1.32465
Suicide,Sonoma,2010,Sex,Female,22,245931,8.94561,7.65321,1.7272
Suicide,Santa Clara,2010,Sex,Female,33,892053,3.69933,3.51908,0.616221
Suicide,Contra Costa,2010,Sex,Female,39,538755,7.23892,7.23251,1.17469
Suicide,Alameda,2010,Sex,Female,28,772193,3.62604,3.54098,0.675385
Suicide,San Mateo,2010,Sex,Female,17,366252,4.64162,4.45407,1.10026
Suicide,Ventura,2010,Sex,Female,28,414921,6.74828,6.10481,1.16838
Suicide,San Francisco,2010,Sex,Female,16,397656,4.02358,3.40188,0.867087
Suicide,Orange,2010,Sex,Female,69,1523710,4.52842,4.34219,0.526606
Suicide,Riverside,2010,Sex,Female,38,1103310,3.44418,3.3905,0.553856
Suicide,Marin,2010,Sex,Female,12,128136,9.36506,9.63003,2.97245
Suicide,Sacramento,2010,Sex,Female,55,725379,7.58224,7.54484,1.02933
Suicide,CALIFORNIA,2010,Sex,Female,857,18764000,4.56726,4.439,0.153026
Suicide,CALIFORNIA,2010,Sex,Male,2948,18569600,15.8754,16.0876,0.300838
Suicide,San Mateo,2010,Sex,Male,54,354244,15.2437,14.1513,1.95701
Suicide,San Bernardino,2010,Sex,Male,158,1016060,15.5502,17.3066,1.4364
Suicide,Solano,2010,Sex,Male,45,205806,21.8652,21.1531,3.21619
Suicide,Los Angeles,2010,Sex,Male,622,4849780,12.8253,13.0922,0.533639
Suicide,Fresno,2010,Sex,Male,47,465928,10.0874,10.9421,1.62823
Suicide,Orange,2010,Sex,Male,208,1491250,13.948,14.0254,0.988468
Suicide,Sonoma,2010,Sex,Male,52,237913,21.8567,20.8485,2.96065
Suicide,Monterey,2010,Sex,Male,31,213463,14.5224,15.0425,2.75625
Suicide,Contra Costa,2010,Sex,Male,85,512770,16.5766,15.7678,1.74844
Suicide,Kern,2010,Sex,Male,59,437024,13.5004,14.8237,2.0073
Suicide,San Luis Obispo,2010,Sex,Male,42,137924,30.4516,26.1511,4.15564
Suicide,Santa Clara,2010,Sex,Male,113,898248,12.58,12.322,1.17312
Suicide,Stanislaus,2010,Sex,Male,38,255204,14.89,15.7883,2.61059
Suicide,Sacramento,2010,Sex,Male,133,696249,19.1024,19.6415,1.73204
Suicide,Riverside,2010,Sex,Male,155,1092830,14.1834,14.6914,1.18955
Suicide,San Diego,2010,Sex,Male,276,1561130,17.6795,17.781,1.0883100000000001
Suicide,Alameda,2010,Sex,Male,115,743145,15.4748,15.7557,1.50228
Suicide,Ventura,2010,Sex,Male,59,409546,14.4062,15.4592,2.0447
Suicide,San Francisco,2010,Sex,Male,73,411518,17.7392,15.872,1.93669
Suicide,San Joaquin,2010,Sex,Male,51,342616,14.8855,16.2542,2.32175
Suicide,Marin,2010,Sex,Male,33,124049,26.6024,23.2837,4.22391
Suicide,Sacramento,2010,Sex,Total,188,1421630,13.2243,13.1329,0.969425
Suicide,San Luis Obispo,2010,Sex,Total,56,269013,20.8168,17.5095,2.42101
Suicide,Shasta,2010,Sex,Total,39,177062,22.0262,20.4216,3.42003
Suicide,Solano,2010,Sex,Total,59,412573,14.3005,13.7332,1.80886
Suicide,Humboldt,2010,Sex,Total,36,134929,26.6807,25.272,4.32015
Suicide,San Francisco,2010,Sex,Total,89,809174,10.9989,9.76826,1.07424
Suicide,El Dorado,2010,Sex,Total,42,180975,23.2076,20.4357,3.31933
Suicide,Riverside,2010,Sex,Total,193,2196140,8.78816,8.93533,0.646775
Suicide,Ventura,2010,Sex,Total,87,824467,10.5523,10.3752,1.12609
Suicide,Santa Cruz,2010,Sex,Total,35,262341,13.3414,12.4572,2.16153
Suicide,CALIFORNIA,2010,Sex,Total,3805,37333600,10.1919,10.0116,0.163761
Suicide,Alameda,2010,Sex,Total,143,1515340,9.43684,9.21993,0.77956
Suicide,San Mateo,2010,Sex,Total,71,720496,9.85432,9.04999,1.09094
Suicide,San Diego,2010,Sex,Total,352,3100530,11.3529,10.9354,0.588967
Suicide,Yolo,2010,Sex,Total,19,202352,9.38958,9.64732,2.26284
Suicide,Merced,2010,Sex,Total,25,256803,9.73509,10.843,2.19095
Suicide,Stanislaus,2010,Sex,Total,50,515888,9.69203,9.87963,1.41179
Suicide,Lake,2010,Sex,Total,18,64905,27.7328,24.2872,6.15672
Suicide,San Joaquin,2010,Sex,Total,62,687827,9.01389,9.48688,1.21736
Suicide,Tulare,2010,Sex,Total,44,442551,9.94236,10.9393,1.67143
Suicide,Sutter,2010,Sex,Total,12,94859,12.6504,12.5375,3.6263
Suicide,Mendocino,2010,Sex,Total,24,87661,27.3782,23.3994,5.06876
Suicide,Napa,2010,Sex,Total,17,136237,12.4783,11.1984,2.77974
Suicide,Santa Barbara,2010,Sex,Total,43,423552,10.1522,10.2118,1.57612
Suicide,Calaveras,2010,Sex,Total,11,45535,24.1572,22.8167,7.6707
Suicide,Santa Clara,2010,Sex,Total,146,1790300,8.15505,7.87536,0.656183
Suicide,Marin,2010,Sex,Total,45,252185,17.844,16.0906,2.54045
Suicide,Los Angeles,2010,Sex,Total,774,9837010,7.86824,7.7907,0.282274
Suicide,Sonoma,2010,Sex,Total,74,483844,15.2942,13.8549,1.66154
Suicide,Nevada,2010,Sex,Total,13,98517,13.1957,12.8569,3.82719
Suicide,Butte,2010,Sex,Total,51,220157,23.1653,21.3679,3.14557
Suicide,Fresno,2010,Sex,Total,66,932628,7.07678,7.45406,0.929589
Suicide,Placer,2010,Sex,Total,55,350052,15.712,14.9399,2.06122
Suicide,Madera,2010,Sex,Total,25,150193,16.6452,17.428,3.5235
Suicide,Contra Costa,2010,Sex,Total,124,1051520,11.7924,11.2921,1.03341
Suicide,Orange,2010,Sex,Total,277,3014960,9.18751,8.89188,0.538361
Suicide,San Bernardino,2010,Sex,Total,210,2044230,10.2728,10.8808,0.766077
Suicide,Amador,2010,Sex,Total,14,38069,36.7753,33.0393,9.49621
Suicide,Kern,2010,Sex,Total,80,841887,9.50246,10.1963,1.1585
Suicide,Monterey,2010,Sex,Total,42,414915,10.1226,10.1723,1.58468
Suicide,Fresno,2011,Sex,Female,27,471219,5.72982,6.09874,1.18508
Suicide,San Luis Obispo,2011,Sex,Female,15,131733,11.3866,11.7532,3.17229
Suicide,San Bernardino,2011,Sex,Female,38,1038130,3.66043,3.67112,0.601111
Suicide,San Mateo,2011,Sex,Female,22,370729,5.93425,5.03095,1.09606
Suicide,Alameda,2011,Sex,Female,34,780552,4.35589,4.0052,0.696049
Suicide,San Diego,2011,Sex,Female,90,1556410,5.78254,5.48217,0.584428
Suicide,Ventura,2011,Sex,Female,21,418281,5.02054,4.58392,1.0198
Suicide,Kern,2011,Sex,Female,23,408880,5.62512,5.9221,1.2441
Suicide,Los Angeles,2011,Sex,Female,173,5018310,3.44738,3.336,0.255454
Suicide,San Joaquin,2011,Sex,Female,17,348313,4.88067,5.30306,1.29502
Suicide,Marin,2011,Sex,Female,13,129390,10.0471,7.49047,2.26364
Suicide,Stanislaus,2011,Sex,Female,14,262047,5.34256,5.38871,1.44622
Suicide,Contra Costa,2011,Sex,Female,36,545014,6.60534,5.95346,1.01466
Suicide,Santa Clara,2011,Sex,Female,42,904163,4.64518,4.57667,0.710676
Suicide,Riverside,2011,Sex,Female,51,1119220,4.55676,4.44437,0.627005
Suicide,CALIFORNIA,2011,Sex,Female,944,18932800,4.98607,4.81408,0.158443
Suicide,Sacramento,2011,Sex,Female,43,731253,5.88032,5.63409,0.873394
Suicide,Sonoma,2011,Sex,Female,21,247342,8.49028,7.13553,1.63013
Suicide,Solano,2011,Sex,Female,12,207785,5.7752,6.19871,1.82137
Suicide,San Francisco,2011,Sex,Female,31,403153,7.68939,6.98828,1.30579
Suicide,Santa Cruz,2011,Sex,Female,11,132825,8.28156,8.30673,2.56893
Suicide,Orange,2011,Sex,Female,82,1540870,5.32167,5.20254,0.579244
Suicide,Shasta,2011,Sex,Female,11,90164.8,12.1999,11.0792,3.57545
Suicide,Amador,2011,Sex,Male,11,20742.9,53.0302,42.6623,13.4533
Suicide,Solano,2011,Sex,Male,49,206863,23.6872,24.0101,3.53304
Suicide,Los Angeles,2011,Sex,Male,589,4882550,12.0634,12.2662,0.513938
Suicide,San Mateo,2011,Sex,Male,52,358563,14.5023,13.4096,1.89431
Suicide,Contra Costa,2011,Sex,Male,82,518863,15.8038,15.6069,1.76321
Suicide,San Joaquin,2011,Sex,Male,62,345887,17.9249,19.3531,2.50626
Suicide,Santa Clara,2011,Sex,Male,117,909697,12.8614,12.7131,1.19105
Suicide,Fresno,2011,Sex,Male,62,470857,13.1675,13.9538,1.8119
Suicide,Marin,2011,Sex,Male,27,124999,21.6002,18.9936,3.80648
Suicide,San Diego,2011,Sex,Male,291,1579400,18.4247,18.4601,1.10027
Suicide,Sonoma,2011,Sex,Male,50,239488,20.8778,19.3534,2.81327
Suicide,Alameda,2011,Sex,Male,99,751390,13.1756,13.1595,1.35021
Suicide,Sacramento,2011,Sex,Male,134,702539,19.0737,19.5559,1.7155
Suicide,Kern,2011,Sex,Male,74,441054,16.778,18.7036,2.2532
Suicide,San Francisco,2011,Sex,Male,73,416744,17.5167,16.2706,1.96188
Suicide,San Bernardino,2011,Sex,Male,156,1026600,15.1957,16.4138,1.36503
Suicide,Ventura,2011,Sex,Male,80,413169,19.3626,19.3974,2.20766
Suicide,Santa Cruz,2011,Sex,Male,24,132358,18.1327,18.596800000000002,3.95089
Suicide,San Luis Obispo,2011,Sex,Male,31,138611,22.3648,20.2308,3.76452
Suicide,CALIFORNIA,2011,Sex,Male,2995,18742200,15.98,16.132,0.299082
Suicide,Orange,2011,Sex,Male,222,1508120,14.7203,14.5547,0.988591
Suicide,Riverside,2011,Sex,Male,172,1108830,15.5119,16.1105,1.23814
Suicide,Shasta,2011,Sex,Male,41,87290.2,46.9698,45.1357,7.26639
Suicide,Stanislaus,2011,Sex,Male,47,256765,18.3046,19.7206,2.9388
Suicide,Kings,2011,Sex,Total,11,151382,7.26639,7.47111,2.29771
Suicide,Humboldt,2011,Sex,Total,26,135332,19.212,18.7932,3.78256
Suicide,Ventura,2011,Sex,Total,101,831450,12.1475,11.7093,1.18305
Suicide,Santa Clara,2011,Sex,Total,159,1813860,8.76584,8.55857,0.683742
Suicide,CALIFORNIA,2011,Sex,Total,3939,37675000,10.4552,10.2495,0.164893
Suicide,Fresno,2011,Sex,Total,89,942076,9.44722,9.88803,1.06448
Suicide,Butte,2011,Sex,Total,42,220551,19.0432,17.9615,2.87321
Suicide,Mendocino,2011,Sex,Total,18,87236,20.6337,18.2358,4.54323
Suicide,Los Angeles,2011,Sex,Total,762,9900860,7.6963,7.55467,0.276059
Suicide,Tuolumne,2011,Sex,Total,14,55190,25.3669,22.3163,6.51302
Suicide,Santa Barbara,2011,Sex,Total,39,425335,9.16924,9.63886,1.56453
Suicide,Merced,2011,Sex,Total,31,260072,11.9198,13.0372,2.38111
Suicide,Contra Costa,2011,Sex,Total,118,1063880,11.0915,10.5325,0.989598
Suicide,Marin,2011,Sex,Total,40,254389,15.724,13.213,2.20763
Suicide,San Diego,2011,Sex,Total,381,3135810,12.15,11.801,0.611166
Suicide,El Dorado,2011,Sex,Total,35,180837,19.3544,17.787,3.20783
Suicide,Amador,2011,Sex,Total,11,37894,29.0283,22.9299,7.63572
Suicide,Yolo,2011,Sex,Total,15,203025,7.38825,7.39349,1.96542
Suicide,Calaveras,2011,Sex,Total,18,45414,39.6354,32.1627,8.81577
Suicide,Tehama,2011,Sex,Total,15,63621,23.5771,22.9436,6.16729
Suicide,Nevada,2011,Sex,Total,24,98392,24.3922,24.4278,5.4211
Suicide,Tulare,2011,Sex,Total,38,447493,8.49175,9.6553,1.59302
Suicide,Shasta,2011,Sex,Total,52,177455,29.3032,27.5533,3.98766
Suicide,Siskiyou,2011,Sex,Total,13,44792,29.023,27.7224,8.3934
Suicide,San Mateo,2011,Sex,Total,74,729292,10.1468,9.06793,1.07463
Suicide,Alameda,2011,Sex,Total,133,1531940,8.68179,8.34243,0.73196
Suicide,Monterey,2011,Sex,Total,34,419417,8.10649,8.16342,1.41924
Suicide,Sacramento,2011,Sex,Total,177,1433790,12.3449,12.0996,0.919477
Suicide,Solano,2011,Sex,Total,61,414648,14.7113,14.7044,1.92477
Suicide,Lake,2011,Sex,Total,17,64745,26.2569,21.3489,5.53423
Suicide,Madera,2011,Sex,Total,26,151491,17.1627,17.7928,3.53196
Suicide,Kern,2011,Sex,Total,97,849934,11.4127,12.324,1.27424
Suicide,Stanislaus,2011,Sex,Total,61,518812,11.7576,12.1171,1.56787
Suicide,Sonoma,2011,Sex,Total,71,486830,14.5841,13.0039,1.59313
Suicide,Placer,2011,Sex,Total,51,355482,14.3467,14.0033,1.99891
Suicide,Napa,2011,Sex,Total,19,137232,13.8452,12.401,2.92213
Suicide,Imperial,2011,Sex,Total,17,177718,9.56572,9.94769,2.43397
Suicide,Riverside,2011,Sex,Total,223,2228040,10.0088,10.1186,0.681638
Suicide,San Joaquin,2011,Sex,Total,79,694200,11.38,12.0039,1.36424
Suicide,San Francisco,2011,Sex,Total,104,819897,12.6845,11.6791,1.18059
Suicide,San Bernardino,2011,Sex,Total,194,2064730,9.39588,9.727,0.710634
Suicide,Santa Cruz,2011,Sex,Total,35,265183,13.1984,13.2348,2.30696
Suicide,San Luis Obispo,2011,Sex,Total,46,270344,17.0154,15.8196,2.4384
Suicide,Orange,2011,Sex,Total,304,3048990,9.97051,9.71266,0.561384
Suicide,Kern,2012,Sex,Female,20,413067,4.84183,5.02734,1.13766
Suicide,San Diego,2012,Sex,Female,103,1575720,6.5367,6.30555,0.62978
Suicide,Ventura,2012,Sex,Female,26,420637,6.1811,5.63159,1.12358
Suicide,Santa Clara,2012,Sex,Female,31,917684,3.37807,3.27364,0.593248
Suicide,Monterey,2012,Sex,Female,14,205765,6.80387,6.84192,1.87117
Suicide,Sonoma,2012,Sex,Female,17,248730,6.83472,6.3556,1.60062
Suicide,Contra Costa,2012,Sex,Female,26,550971,4.71894,4.44696,0.895507
Suicide,Los Angeles,2012,Sex,Female,158,5061130,3.12183,3.03391,0.243169
Suicide,Orange,2012,Sex,Female,69,1558490,4.42737,4.18718,0.508647
Suicide,Riverside,2012,Sex,Female,66,1131820,5.83132,5.80122,0.721137
Suicide,CALIFORNIA,2012,Sex,Female,830,19114500,4.34224,4.17513,0.14671
Suicide,San Bernardino,2012,Sex,Female,40,1044150,3.83087,3.8679,0.619032
Suicide,Santa Barbara,2012,Sex,Female,11,213897,5.14265,4.95804,1.52954
Suicide,San Mateo,2012,Sex,Female,20,376471,5.3125,5.09582,1.17618
Suicide,Alameda,2012,Sex,Female,32,791969,4.04056,3.83848,0.684743
Suicide,Sacramento,2012,Sex,Female,29,736729,3.93632,3.73501,0.704834
Suicide,Fresno,2012,Sex,Female,15,475391,3.1553,3.26833,0.860893
Suicide,San Francisco,2012,Sex,Female,21,409761,5.12494,4.07233,0.918065
Suicide,Alameda,2012,Sex,Male,99,762477,12.984,12.854,1.31374
Suicide,San Bernardino,2012,Sex,Male,177,1033410,17.1278,18.2678,1.42104
Suicide,Contra Costa,2012,Sex,Male,84,524694,16.0093,15.6412,1.73497
Suicide,Santa Barbara,2012,Sex,Male,39,216390,18.023,17.4485,2.83052
Suicide,Monterey,2012,Sex,Male,26,218116,11.9203,12.6783,2.56917
Suicide,Orange,2012,Sex,Male,229,1525550,15.011,15.0216,1.00603
Suicide,Kern,2012,Sex,Male,74,445204,16.6216,18.3792,2.22882
Suicide,Fresno,2012,Sex,Male,59,475243,12.4147,12.8467,1.70744
Suicide,San Diego,2012,Sex,Male,302,1598730,18.89,18.8734,1.10412
Suicide,San Mateo,2012,Sex,Male,40,364097,10.9861,10.2414,1.63958
Suicide,Amador,2012,Sex,Male,11,20648.4,53.2728,41.533,13.2917
Suicide,Riverside,2012,Sex,Male,195,1121500,17.3875,17.8269,1.28986
Suicide,CALIFORNIA,2012,Sex,Male,2995,18926900,15.824,15.8927,0.294656
Suicide,Sacramento,2012,Sex,Male,153,708501,21.5949,21.7696,1.78731
Suicide,Santa Clara,2012,Sex,Male,115,922534,12.4657,12.2011,1.15333
Suicide,Ventura,2012,Sex,Male,58,415916,13.9451,14.1913,1.90337
Suicide,Sonoma,2012,Sex,Male,42,241022,17.4258,16.5675,2.63947
Suicide,Los Angeles,2012,Sex,Male,591,4927160,11.9947,12.2004,0.510269
Suicide,San Francisco,2012,Sex,Male,52,422844,12.2977,11.6566,1.66999
Suicide,Imperial,2012,Sex,Total,11,179414,6.13107,6.50513,1.99481
Suicide,Napa,2012,Sex,Total,21,138655,15.1455,15.102,3.37772
Suicide,Solano,2012,Sex,Total,39,417443,9.34259,8.9829,1.46597
Suicide,Tulare,2012,Sex,Total,44,452135,9.73161,10.2963,1.57937
Suicide,Amador,2012,Sex,Total,11,37746,29.1422,23.7724,7.94951
Suicide,Monterey,2012,Sex,Total,40,423881,9.43661,9.51699,1.52867
Suicide,Nevada,2012,Sex,Total,24,98068,24.4728,18.9804,4.2649
Suicide,Sacramento,2012,Sex,Total,182,1445230,12.5932,12.2924,0.922382
Suicide,San Bernardino,2012,Sex,Total,217,2077560,10.4449,10.7788,0.745623
Suicide,Los Angeles,2012,Sex,Total,749,9988290,7.49878,7.36355,0.271462
Suicide,San Francisco,2012,Sex,Total,73,832605,8.76766,7.92185,0.95842
Suicide,Sutter,2012,Sex,Total,12,96047,12.4939,13.1784,3.848
Suicide,Marin,2012,Sex,Total,32,255765,12.5115,9.30354,1.74036
Suicide,Yolo,2012,Sex,Total,19,205408,9.24988,9.6739,2.2712
Suicide,El Dorado,2012,Sex,Total,37,181098,20.4309,19.2036,3.31838
Suicide,San Mateo,2012,Sex,Total,60,740568,8.10189,7.51419,0.989062
